source	target	weight
h1SMcG0010707	h1SMcG0020636	0.83877426
h1SMcG0001180	h1SMcG0012005	0.83877516
h1SMcG0001531	h1SMnG0008776	0.83877593
h1SMcG0010707	h1SMcG0015018	0.8387769
h1SMcG0004476	h1SMcG0019265	0.8387769
h1SMcG0006042	h1SMcG0000459	0.838777
h1SMcG0006042	h1SMcG0010493	0.838777
h1SMcG0017602	h1SMnG0016124	0.83877796
h1SMcG0007329	h1SMcG0002126	0.83877796
h1SMcG0001963	h1SMcG0015803	0.8387783
h1SMcG0004476	h1SMnG0011473	0.83877856
h1SMcG0013730	h1SMcG0013750	0.8387787
h1SMcG0015294	h1SMcG0008384	0.83877915
h1SMcG0011606	h1SMnG0024146	0.83877915
h1SMcG0004476	h1SMcG0016613	0.83878
h1SMcG0006375	h1SMcG0003620	0.8387801
h1SMcG0006042	h1SMcG0021272	0.83878034
h1SMcG0006281	h1SMnG0019269	0.8387807
h1SMcG0010190	h1SMcG0019184	0.83878106
h1SMcG0001531	h1SMcG0016206	0.8387829
h1SMcG0010412	h1SMcG0018052	0.8387832
h1SMcG0009963	h1SMcG0006694	0.8387832
h1SMcG0018284	h1SMcG0002622	0.83878356
h1SMcG0018284	h1SMcG0020811	0.83878404
h1SMcG0001531	h1SMnG0023323	0.8387843
h1SMcG0009686	h1SMcG0019223	0.8387845
h1SMcG0011606	h1SMcG0020843	0.8387852
h1SMcG0011606	h1SMcG0002924	0.8387865
h1SMcG0009963	h1SMcG0003794	0.8387867
h1SMcG0011310	h1SMnG0030023	0.8387869
h1SMcG0015422	h1SMcG0021443	0.8387871
h1SMcG0011606	h1SMnG0029819	0.8387871
h1SMcG0003882	h1SMcG0011092	0.8387875
h1SMcG0004687	h1SMcG0008361	0.8387877
h1SMcG0018400	h1SMcG0017758	0.83878773
h1SMcG0017602	h1SMnG0031845	0.8387878
h1SMcG0019233	h1SMnG0034137	0.83878934
h1SMcG0015422	h1SMcG0018302	0.8387896
h1SMcG0004816	h1SMcG0008110	0.8387901
h1SMcG0006666	h1SMcG0015432	0.8387901
h1SMcG0019233	h1SMnG0011880	0.83879024
h1SMcG0018284	h1SMnG0029739	0.83879066
h1SMcG0018400	h1SMcG0015294	0.8387907
h1SMcG0019233	h1SMcG0021932	0.838793
h1SMcG0013730	h1SMcG0011066	0.83879304
h1SMcG0004476	h1SMnG0022388	0.8387931
h1SMcG0020144	h1SMnG0026341	0.8387935
h1SMcG0016703	h1SMcG0007994	0.83879626
h1SMcG0009686	h1SMcG0004738	0.83879673
h1SMcG0001098	h1SMcG0020716	0.83879703
h1SMcG0017602	h1SMnG0026343	0.83879703
h1SMcG0001098	h1SMnG0030124	0.8387974
h1SMcG0006347	h1SMcG0018956	0.83879757
h1SMcG0007329	h1SMnG0003245	0.83879757
h1SMcG0020144	h1SMcG0011697	0.838799
h1SMcG0015294	h1SMnG0032776	0.8387994
h1SMcG0016703	h1SMcG0018957	0.838801
h1SMcG0006281	h1SMcG0002373	0.8388021
h1SMcG0020191	h1SMcG0000897	0.8388022
h1SMcG0011310	h1SMnG0004228	0.83880246
h1SMcG0001098	h1SMcG0002775	0.83880246
h1SMcG0011606	h1SMcG0018134	0.8388026
h1SMcG0004476	h1SMnG0004450	0.83880293
h1SMcG0001180	h1SMcG0006201	0.83880496
h1SMcG0006375	h1SMcG0000378	0.83880556
h1SMcG0010609	h1SMcG0000885	0.8388058
h1SMcG0007329	h1SMnG0012552	0.8388059
h1SMcG0011606	h1SMcG0001041	0.8388062
h1SMcG0017097	h1SMcG0013150	0.83880633
h1SMcG0003130	h1SMcG0021569	0.8388072
h1SMcG0001531	h1SMcG0009033	0.8388099
h1SMcG0015294	h1SMcG0002061	0.83880997
h1SMcG0010190	h1SMcG0001116	0.8388113
h1SMcG0004476	h1SMcG0014297	0.8388122
h1SMcG0008246	h1SMcG0022320	0.83881235
h1SMcG0010122	h1SMcG0012050	0.8388125
h1SMcG0010190	h1SMcG0020491	0.83881354
h1SMcG0006666	h1SMcG0009268	0.8388139
h1SMcG0011310	h1SMcG0021794	0.8388147
h1SMcG0008246	h1SMcG0020249	0.83881474
h1SMcG0011606	h1SMnG0025690	0.8388148
h1SMcG0016730	h1SMcG0008735	0.8388167
h1SMcG0006666	h1SMcG0016744	0.8388171
h1SMcG0016703	h1SMcG0006275	0.8388173
h1SMcG0015422	h1SMcG0004959	0.83881736
h1SMcG0011606	h1SMnG0014851	0.83881783
h1SMcG0015595	h1SMcG0023112	0.83881825
h1SMcG0011606	h1SMcG0012745	0.8388186
h1SMcG0015422	h1SMcG0001448	0.83881927
h1SMcG0011606	h1SMcG0010911	0.8388193
