log2FoldChange	padj
h1SMcG0000001	-0.577441483954161	0.450729066244793
h1SMcG0000006	-3.90343270933932	0.00000353347117480622
h1SMcG0000009	0.233937076580912	0.680472120573685
h1SMcG0000011	0.830037365663066	0.00104903339203018
h1SMcG0000013	0.99484185246057	0.00134247815516782
h1SMcG0000014	0.422776127356669	0.114804204320664
h1SMcG0000016	-2.33054261457557	0.0000287134267338251
h1SMcG0000017	-0.0953531189638796	0.92299966651207
h1SMcG0000019	2.85545695531065	0.00033588279741177
h1SMcG0000023	0.417241270811021	0.0989451878289837
h1SMcG0000025	1.70350823562702	0.0000000000306773920054716
h1SMcG0000026	1.69017291647919	0.0000000000000000535953150592314
h1SMcG0000027	-1.21323337944582	0.0025676552734953
h1SMcG0000028	-0.596614401354035	0.127925711257461
h1SMcG0000029	0.0294483997028472	0.982536812722604
h1SMcG0000031	0.413500908995546	0.495718516394333
h1SMcG0000032	2.15468033491487	0.0000000000000000000000000000393633076852506
h1SMcG0000033	2.37989028227684	0.0106275219060999
h1SMcG0000034	3.25231292858992	0.00000000000210338499129167
h1SMcG0000035	-1.98527116031688	0.00373097326263997
h1SMcG0000036	1.53677935733978	0.00000000000000000520587345829298
h1SMcG0000039	-1.93134286402416	0.00030114867856427
h1SMcG0000040	2.25298254570239	0.00814875457274871
h1SMcG0000042	1.72737440131705	0.0000000195250066720234
h1SMcG0000043	-0.137842660333368	0.747758826544526
h1SMcG0000044	0.060445267061428	0.970192429805092
h1SMcG0000046	-0.279103160492975	0.717150218693612
h1SMcG0000047	-1.0109930021519	0.00843975020433004
h1SMcG0000048	-1.26793153535887	0.348987609863982
h1SMcG0000049	-2.64793207021429	0.0307930862693394
h1SMcG0000050	4.41096538486464	0.000000000000000000000013000369906617
h1SMcG0000051	-1.14357882267063	0.0179718263345448
h1SMcG0000052	-0.168949535519317	0.916739072771978
h1SMcG0000053	-0.60489222919606	0.471489758797222
h1SMcG0000054	0.290776121283678	0.779957288063898
h1SMcG0000057	-2.68770865422386	0.0295402625401142
h1SMcG0000058	1.6341976339759	0.0694447049575518
h1SMcG0000064	-1.5885085179376	0.0000437990297570809
h1SMcG0000065	3.08949208526616	0.000000429720568432311
h1SMcG0000066	2.16069913936895	0.00435049391241653
h1SMcG0000067	0.470710157336258	0.144903966607249
h1SMcG0000068	-4.20218769607233	0.000106208230759256
h1SMcG0000069	0.00732436001177853	0.990858604770044
h1SMcG0000070	2.15983124346766	0.00000000417539154613248
h1SMcG0000073	-3.9949749565087	0.0000000015366616983563
h1SMcG0000075	1.43889267130207	0.381072715424209
h1SMcG0000076	-0.828200366632757	0.0167949152547475
h1SMcG0000078	-2.33709576043018	0.00435417156331609
h1SMcG0000079	0.379920464381193	0.199595763623249
h1SMcG0000082	-0.694614241211377	0.240518695711983
h1SMcG0000083	0.960778028563616	0.265777532140971
h1SMcG0000085	-0.788162646285818	0.249878931453905
h1SMcG0000086	-1.70817157837508	0.00000104349949551942
h1SMcG0000087	6.51670758089876	0.000000000000000000000000000383329279390392
h1SMcG0000090	1.71929173418539	0.000000000000000000000000000042063457257363
h1SMcG0000093	1.52041777843639	0.143998741255551
h1SMcG0000094	-1.6068123320254	0.15244627810829
h1SMcG0000096	1.61140413363027	0.000000000000783904259417425
h1SMcG0000097	0.722264882347478	0.0216487466757376
h1SMcG0000098	1.9565454280459	0.00000000000764766563235941
h1SMcG0000100	1.55886878346528	0.000576997516585692
h1SMcG0000102	-1.27940138689887	0.270995393038146
h1SMcG0000103	0.493839603258689	0.110371150983712
h1SMcG0000104	-3.58154855796123	0.0000000000000000000000000169791929010762
h1SMcG0000105	-2.33784493173774	0.0000000000458634457912202
h1SMcG0000106	-0.858916872058084	0.0106602140694848
h1SMcG0000107	1.75975731913871	0.0000000000000000000118556462359188
h1SMcG0000108	1.20226176780882	0.0013801952229433
h1SMcG0000109	0.532701961879864	0.417115723616347
h1SMcG0000116	2.31245076846831	0.00627585168047553
h1SMcG0000127	-1.13950969985801	0.0000112530512373635
h1SMcG0000128	1.21956468906665	0.000540834976853106
h1SMcG0000131	2.18441225739022	0.00000000000000143995964112115
h1SMcG0000132	1.5975373782362	0.00000000381330816077909
h1SMcG0000133	1.72196205134503	0.0000000154454716749822
h1SMcG0000137	0.837056079757095	0.332613946356312
