factor	influence_score	influence_score_raw	target_score	target_score_scaled	G_score	G_score_scaled	direct_targets	factor_fc
h1SMcG0006666	0.9999999999999999	5688.855622344624	5683.5788990164965	0.9333333333333333	5.27672332812719	1.0	4088	5.27672332812719
h1SMcG0009686	0.9666666666666667	5973.229172366971	5969.811958763912	0.9666666666666667	3.41721360305948	0.8636363636363638	4539	3.41721360305948
h1SMcG0019688	0.9333333333333333	6197.002893796182	6194.611301125349	0.9999999999999999	2.39159267083283	0.6818181818181819	5103	2.39159267083283
h1SMcG0000267	0.9	4732.06956307092	4728.249630024897	0.7666666666666667	3.81993304602318	0.9090909090909092	2638	3.81993304602318
h1SMcG0017602	0.8666666666666667	5245.767493175153	5243.399706394103	0.8666666666666667	2.3677867810497	0.6363636363636365	4194	2.3677867810497
h1SMcG0011654	0.8333333333333334	3975.1549152662974	3972.180517700996	0.5333333333333333	2.97439756530123	0.8181818181818182	1527	2.97439756530123
h1SMcG0009963	0.8	5163.955114854975	5162.5145626381845	0.8333333333333334	1.44055221679058	0.49999999999999994	6418	1.44055221679058
h1SMcG0006347	0.7666666666666667	4490.333042784221	4488.778935301174	0.7333333333333333	1.55410748304754	0.5909090909090909	3535	1.55410748304754
h1SMcG0003882	0.7333333333333333	3188.652959191513	3184.5187363746563	0.26666666666666666	4.13422281685684	0.9545454545454546	638	4.13422281685684
h1SMcG0023128	0.7	4366.263760268393	4364.836725867259	0.7	1.42703440113374	0.45454545454545453	4328	1.42703440113374
h1SMcG0018872	0.6666666666666666	3597.788637664214	3595.2702423820147	0.4	2.51839528219934	0.7272727272727273	1122	2.51839528219934
h1SMcG0010412	0.6333333333333333	3989.6625893713535	3988.2120106122143	0.5666666666666667	1.45057875913928	0.5454545454545455	1784	1.45057875913928
h1SMcG0007329	0.6	4237.60557577377	4236.356568936765	0.6666666666666666	1.24900683700522	0.4090909090909091	2329	1.24900683700522
h1SMcG0006375	0.5666666666666667	5261.030760157882	5260.5089819357645	0.9	0.521778222117462	0.0909090909090909	3604	0.521778222117462
h1SMcG0000971	0.5333333333333333	3697.0053093687707	3695.848605935872	0.4666666666666667	1.15670343289851	0.36363636363636365	1436	1.15670343289851
h1SMcG0021003	0.5	104.14431255468044	101.52269677258766	0.03333333333333333	2.62161578209278	0.7727272727272728	61	2.62161578209278
h1SMcG0011310	0.4666666666666667	4930.150441914595	4930.150441914595	0.8	0.0	0.0	3877	0.245026810627077
h1SMcG0010990	0.43333333333333335	3837.355419513532	3836.50543327944	0.5	0.849986234092084	0.18181818181818182	1450	0.849986234092084
h1SMcG0006548	0.4	4066.908322807899	4066.4759213085545	0.6	0.432401499344658	0.045454545454545456	1711	0.432401499344658
h1SMcG0006508	0.3666666666666667	4136.901895384487	4136.901895384487	0.6333333333333333	0.0	0.0	2433	0.423887940413082
h1SMcG0016956	0.3333333333333333	3415.8161970491255	3414.7826544373456	0.3333333333333333	1.03354261177989	0.2727272727272727	885	1.03354261177989
h1SMcG0000079	0.3	2854.2709465722296	2853.215570255151	0.16666666666666669	1.05537631707858	0.3181818181818182	472	1.05537631707858
h1SMcG0015294	0.26666666666666666	3346.7040147599832	3345.8651232850466	0.3	0.83889147493669	0.13636363636363635	1334	0.83889147493669
h1SMcG0003269	0.23333333333333334	3618.21393857938	3618.21393857938	0.43333333333333335	0.0	0.0	1635	0.141230766748117
h1SMcG0006281	0.2	3462.75498029618	3462.75498029618	0.3666666666666667	0.0	0.0	1394	0.0843566148736596
h1SMcG0016703	0.16666666666666669	1937.1963309636462	1936.254550134605	0.06666666666666668	0.94178082904124	0.22727272727272724	126	0.94178082904124
h1SMcG0004816	0.13333333333333333	3138.294505338376	3138.294505338376	0.23333333333333334	0.0	0.0	967	0.447921797686551
h1SMcG0010609	0.1	2991.0638860757213	2991.0638860757213	0.2	0.0	0.0	669	0.190905052802703
h1SMcG0007325	0.06666666666666668	2771.077965581646	2771.077965581646	0.13333333333333333	0.0	0.0	401	0.0933782355113885
h1SMcG0019233	0.03333333333333333	2265.721674185575	2265.721674185575	0.1	0.0	0.0	244	0.105095834983041
h1SMcG0001434	0.0	39.82262762384941	39.82262762384941	0.0	0.0	0.0	24	0.291904534122471
