UniqueCount	AmbigCount
4	0
0	0
17	27
0	0
0	0
3	0
2	0
0	0
3	0
0	116413
0	6903
3	114865
0	25591
0	949
0	115166
0	22522
1	32
11	633
0	493
118	69
0	601
3	7
0	0
4	0
0	0
0	2439
1	0
0	0
0	0
2	218
0	0
0	0
0	0
0	0
4	3
0	0
0	0
18	1
1	0
0	0
0	0
1	0
519	0
0	0
1275	153
101	156
0	0
0	0
0	0
7	514
0	0
0	7565
0	3032
0	80803
4	1959
0	116407
0	3212
0	7330
0	10072
0	116372
0	28895
165	1078
7	281
6	0
1	0
0	0
4	5
0	0
41	4
0	23156
0	3234
29	809
36	9
6	163
0	398
2	243
0	7564
0	971
240	0
63	107
0	443
0	0
128	636
3	2
0	10
0	131
0	19
0	0
0	135
165	52
0	0
1	108
60	5558
0	0
283	4399
0	0
4	818
26	0
17	0
0	0
0	66
0	0
0	5
0	98
0	1057
0	26
9	0
0	129
0	0
1	0
0	0
280	507
13	0
4	0
462	5977
0	0
0	0
0	0
0	29
0	0
0	0
5	272
0	0
0	939
0	117
0	6
3	0
10	10
28	986
7	76
108	1003
1	0
9	6
7	2
0	18
25	21
0	310
0	0
128	670
0	0
1	0
0	530
0	0
7	0
0	0
0	0
0	0
0	0
5	1
0	0
5	596
0	0
0	0
0	0
17	1344
0	0
0	0
0	1208
44	0
66	2979
0	0
0	11889
0	23164
0	3283
0	37696
0	12493
0	24271
0	4579
0	116384
0	21063
0	75632
288	464
0	0
0	0
0	3
0	3
0	22
3	23
0	588
13	6
66	2342
41	358
0	0
65	377
8	737
1	268
1	0
5	0
0	14
16	131
137	885
16	0
0	1
102	237
1	1
23	482
0	0
0	0
0	0
1	55
0	0
0	0
0	0
524	1094
2	198
0	0
12	0
0	25
1269	1545
5	125
0	130
2	4
0	113
0	0
7	7
48	460
0	151
0	0
0	0
0	0
139	223
0	0
0	0
0	5068
0	0
243	348
0	0
15	0
22	1256
78	432
0	333
0	337
0	277
0	337
52	211
0	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
1556	0
0	14
0	541
10	0
0	8
0	0
0	0
0	0
16	5
2	0
2	0
0	13
0	117
0	72
0	91
0	0
0	150
0	16
0	120
0	27
0	27
0	38
890	1852
1	0
0	0
78	290
0	0
0	0
0	0
0	13098
1	23
0	13359
0	3229
0	3422
0	31299
0	6902
0	23159
0	946
0	0
28	199
30	75
0	0
0	0
7	52
102	0
2	0
0	8
0	0
171	5
6	576
4	28
3	4
0	0
11	315
0	4
3	520
34	40
2534	10879
0	17941
9	38026
0	0
19	72
0	0
0	50
1	19
0	0
0	0
0	1
184	789
0	2
34	118
0	126
25	554
0	0
5	3344
0	0
0	0
0	0
0	0
0	0
0	0
0	3034
0	51
0	1305
2	0
0	3002
14	6
0	3035
3	1122
0	0
0	3028
0	3025
0	69
0	5
0	0
56	202
0	0
0	270
0	665
0	1329
19	4063
18	8
61	847
0	0
26483	7221
42379	13971
732	3065
0	0
0	0
13	89
102	0
0	0
24	0
21	0
1	0
408	1173
99	592
4	35
0	0
19	4
2	30
71	1866
11	18887
0	0
19	15
1499	1885
0	1
13	105
56	1
0	0
0	44
0	129
2	0
0	1
0	0
2	0
207	1058
2	0
1	0
0	0
5	295
3	32390
5	33
0	13
0	4674
0	24270
0	37095
0	24932
31	493
0	2
0	0
0	546
4	1101
4	0
0	23196
0	183
0	44973
0	21853
0	35925
0	842
0	116396
0	116340
14	181
0	0
3	0
862	1315
21	6
1	0
609	1
47	185
54	4407
0	55
1	0
0	0
33	8
0	277
5	794
2	1
176	724
1	0
3	0
0	47
0	0
1	0
0	3
7	25
0	0
0	0
0	26
0	6
0	4
0	26
1	25
0	26
0	0
0	0
0	0
2	173
0	6
0	0
61	1178
0	155
0	146
0	957
0	0
0	1636
0	0
0	0
0	266
142	3329
1	0
33	559
0	16
20	200
40	10
240	719
252	309
0	387
2	8
0	0
0	0
0	0
270	766
0	1
156	1304
32	0
0	0
67	171
241	0
0	200
493	0
4	0
1	0
0	66
0	197
0	2
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	117943
0	3
0	0
0	4
11	6
0	0
0	845
0	0
1	0
0	0
2	90
0	0
0	1
26	623
0	1
0	0
2	4
0	1
2	0
11	0
5	50
13	9
0	3810
6	1668
0	0
37	226
74	339
0	0
0	4230
0	3028
0	3023
0	0
0	3027
0	3022
0	987
0	3028
0	3023
0	0
0	6
0	0
0	113
449	0
0	158
126	1198
0	0
3	0
4	1
0	1527
0	0
0	39363
2	24231
13	104362
212	1075
0	0
3	6782
0	940
0	96462
0	91
55	0
13	0
2	28
0	473
7	322
0	2
0	2
2	0
0	1
0	180
100	3257
0	0
0	0
263	1571
14	127
0	0
0	0
0	3918
0	939
1	111877
0	15341
0	940
0	1128
1	0
0	7
0	13
40	0
3	58
1	28
0	0
0	0
0	3
0	0
0	1
5	186
3	0
0	0
0	0
1	12
4	24
1	0
2	0
0	1
0	0
0	0
39	186
0	5
0	5
0	0
0	2
0	2
0	61
1	3
0	83
0	5
0	0
0	0
0	0
0	68
0	1
1	0
0	0
0	3
0	0
0	0
6	2
0	0
0	1
0	1
0	7
0	4
0	27
1	1
0	0
0	985
17	1165
479	677
0	0
0	21
93	866
1	8
0	0
0	0
0	2
0	0
1	0
67	78
3	0
0	0
12	1072
0	0
1	0
73	1885
0	0
0	0
15	580
0	0
0	0
246	1515
0	0
0	122
1	24
0	0
0	2
9	5
0	0
0	0
34	89
0	0
0	0
0	0
0	0
30	148
3	202
0	0
0	0
0	37426
2	0
1	0
0	184
2	0
3	0
0	0
70	0
8	0
0	7
91	1385
25	75
19	0
4	0
1	0
0	2
0	0
0	0
108	1803
3	3740
4	0
0	0
0	2
5	2
0	77
4	373
3	0
0	812
6	812
3	1769
10	3
0	3
0	1702
77	0
8	0
0	0
