factor	influence_score	influence_score_raw	target_score	target_score_scaled	G_score	G_score_scaled	direct_targets	factor_fc
h1SMcG0003132	1.0	7582.393669263462	7577.02323719701	0.967741935483871	5.37043206645151	0.926829268292683	11152	5.37043206645151
h1SMcG0021180	0.9838709677419355	5278.772212278171	5273.39195789083	0.8870967741935484	5.38025438734075	0.9512195121951219	4059	5.38025438734075
h1SMcG0006426	0.967741935483871	6645.753570362398	6640.471638382672	0.9354838709677419	5.28193197972673	0.9024390243902439	9833	5.28193197972673
h1SMcG0019258	0.9516129032258065	4695.987337076509	4690.478099685983	0.7741935483870968	5.50923739052624	0.975609756097561	2705	5.50923739052624
h1SMcG0010690	0.9354838709677419	5056.845485318467	5052.050559881171	0.8387096774193549	4.79492543729645	0.8292682926829268	3489	4.79492543729645
h1SMcG0020557	0.9193548387096774	5233.342540158319	5230.160031426459	0.8709677419354839	3.18250873186046	0.7317073170731707	3907	3.18250873186046
h1SMcG0018836	0.9032258064516129	4627.048089393771	4622.965278682524	0.7096774193548387	4.08281071124759	0.8048780487804879	2559	4.08281071124759
h1SMcG0003793	0.8870967741935484	4831.658627694752	4829.410261249769	0.8225806451612903	2.24836644498254	0.6829268292682927	3218	2.24836644498254
h1SMcG0021040	0.8709677419354839	6557.182859954912	6555.441661770882	0.9193548387096774	1.74119818402944	0.5365853658536586	7774	1.74119818402944
h1SMcG0000285	0.8548387096774194	4808.8387761772365	4806.907298915407	0.8064516129032258	1.93147726182875	0.5853658536585366	2945	1.93147726182875
h1SMcG0001531	0.8387096774193549	7284.029214168287	7282.536281794418	0.9516129032258065	1.49293237386859	0.4146341463414634	10957	1.49293237386859
h1SMcG0012645	0.8225806451612903	3970.747629811848	3965.49137846897	0.4838709677419355	5.25625134287778	0.8780487804878049	1319	5.25625134287778
h1SMcG0001334	0.8064516129032258	3354.8342797267055	3349.217729932314	0.3225806451612903	5.61654979439159	1.0	817	5.61654979439159
h1SMcG0011654	0.7903225806451613	4010.6582694596336	4008.064186959036	0.564516129032258	2.59408250059761	0.7073170731707317	1381	2.59408250059761
h1SMcG0006679	0.7741935483870968	3825.4163513079106	3821.854174747397	0.41935483870967744	3.56217656051378	0.7804878048780488	1098	3.56217656051378
h1SMcG0006886	0.7580645161290323	7750.362355222147	7749.561638509334	1.0	0.800716712812654	0.17073170731707318	12562	0.800716712812654
h1SMcG0016956	0.7419354838709677	5475.987542515399	5475.09727351047	0.9032258064516129	0.890269004929225	0.21951219512195122	4877	0.890269004929225
h1SMcG0011844	0.7258064516129032	7589.065309917558	7588.493701065736	0.9838709677419355	0.571608851821947	0.0975609756097561	11798	0.571608851821947
h1SMcG0001554	0.7096774193548387	1702.3789463565167	1697.522331941871	0.22580645161290325	4.85661441464571	0.8536585365853658	387	4.85661441464571
h1SMcG0001060	0.6935483870967742	3991.632929930853	3989.794041441841	0.5161290322580645	1.83888848901256	0.5609756097560976	1572	1.83888848901256
h1SMcG0003298	0.6774193548387096	3890.4182368073402	3888.283804254903	0.43548387096774194	2.13443255243747	0.6341463414634146	1149	2.13443255243747
h1SMcG0003759	0.6612903225806451	4683.6330937906305	4682.381253237646	0.7580645161290323	1.25184055298412	0.2926829268292683	3412	1.25184055298412
h1SMcG0007933	0.6451612903225806	4642.328562416928	4640.960186584164	0.7258064516129032	1.36837583276412	0.3170731707317073	2942	1.36837583276412
h1SMcG0006347	0.6290322580645161	4165.902257869455	4164.413998278316	0.6451612903225806	1.48825959113847	0.3902439024390244	1864	1.48825959113847
h1SMcG0009963	0.6129032258064516	4683.220705937877	4682.147958142351	0.7419354838709677	1.0727477955257	0.2682926829268293	7007	1.0727477955257
h1SMcG0021724	0.5967741935483871	1750.4678873273463	1747.0735292604852	0.24193548387096775	3.39435806686111	0.7560975609756098	448	3.39435806686111
h1SMcG0004695	0.5806451612903226	3998.576947669265	3997.062368934039	0.532258064516129	1.51457873522586	0.43902439024390244	1535	1.51457873522586
h1SMcG0009304	0.564516129032258	3654.783581883966	3653.0912976895465	0.3870967741935484	1.69228419441907	0.5121951219512195	623	1.69228419441907
h1SMcG0008373	0.5483870967741935	5133.921002083719	5133.921002083719	0.8548387096774194	0.0	0.0	3846	0.238096498368884
h1SMcG0013730	0.532258064516129	3610.9694030369687	3609.279001903895	0.3548387096774194	1.69040113307394	0.4878048780487805	770	1.69040113307394
h1SMcG0021266	0.5161290322580645	4159.465094616665	4158.623734192068	0.6129032258064516	0.841360424597203	0.1951219512195122	1668	0.841360424597203
h1SMcG0016534	0.5	1208.0554152738111	1205.8561289483107	0.14516129032258063	2.19928632550042	0.6585365853658537	117	2.19928632550042
h1SMcG0008886	0.4838709677419355	3592.768614556084	3591.240148815169	0.33870967741935487	1.52846574091475	0.46341463414634143	738	1.52846574091475
h1SMcG0011535	0.467741935483871	4774.590098763534	4774.590098763534	0.7903225806451613	0.0	0.0	5329	0.384033810262099
h1SMcG0000803	0.45161290322580644	4484.058436535722	4483.508167902674	0.6935483870967742	0.550268633047509	0.07317073170731708	2940	0.550268633047509
h1SMcG0012678	0.43548387096774194	4106.345704078124	4105.612940743365	0.5967741935483871	0.732763334759782	0.14634146341463417	1676	0.732763334759782
h1SMcG0009934	0.41935483870967744	3905.8102219957914	3904.915261620252	0.467741935483871	0.894960375539766	0.24390243902439027	1368	0.894960375539766
h1SMcG0018400	0.4032258064516129	4010.568147200715	4009.9227029884687	0.5806451612903226	0.645444212246315	0.12195121951219515	1549	0.645444212246315
h1SMcG0011016	0.3870967741935484	4438.956547020852	4438.956547020852	0.6774193548387096	0.0	0.0	2453	1.38646795325226
h1SMcG0012902	0.3709677419354839	26.874637265335576	24.847035293430395	0.06451612903225806	2.02760197190518	0.6097560975609756	18	2.02760197190518
h1SMcG0004476	0.3548387096774194	4434.389371159905	4434.389371159905	0.6612903225806451	0.0	0.0	4931	0.157180682797689
h1SMcG0000282	0.33870967741935487	4163.796541955368	4163.796541955368	0.6290322580645161	0.0	0.0	1837	0.403526867223278
h1SMcG0023128	0.3225806451612903	4001.596751825976	4001.0470538904847	0.5483870967741935	0.549697935490974	0.04878048780487806	1686	0.549697935490974
h1SMcG0000079	0.3064516129032258	1578.000533626394	1576.5936242221237	0.1774193548387097	1.40690940427014	0.36585365853658536	231	1.40690940427014
h1SMcG0010603	0.2903225806451613	3979.198314102361	3979.198314102361	0.5	0.0	0.0	1495	0.139650005803838
h1SMcG0002380	0.27419354838709675	250.1255468745722	248.75671323187808	0.12903225806451613	1.36883364269412	0.3414634146341463	78	1.36883364269412
h1SMcG0006375	0.25806451612903225	3890.386584215124	3890.386584215124	0.45161290322580644	0.0	0.0	1312	0.345747214652217
h1SMcG0000548	0.24193548387096775	3782.8433268486906	3782.8433268486906	0.4032258064516129	0.0	0.0	1004	2.16026473290411
h1SMcG0007325	0.22580645161290325	3648.746629077072	3648.746629077072	0.3709677419354839	0.0	0.0	838	0.286180029738624
h1SMcG0010990	0.2096774193548387	3253.364470601562	3253.364470601562	0.3064516129032258	0.0	0.0	282	0.588094683759123
h1SMcG0007041	0.1935483870967742	2648.8182938424197	2648.8182938424197	0.2903225806451613	0.0	0.0	646	0.0684874481632696
h1SMcG0021271	0.1774193548387097	2584.7728600533146	2584.7728600533146	0.27419354838709675	0.0	0.0	556	1.38913364199043
h1SMcG0011744	0.16129032258064518	2480.5499970857627	2480.5499970857627	0.25806451612903225	0.0	0.0	288	0.285160935415236
h1SMcG0009686	0.14516129032258063	1652.3243240216043	1652.3243240216043	0.2096774193548387	0.0	0.0	316	0.0819047692064535
h1SMcG0001162	0.12903225806451613	1591.9306234681198	1591.9306234681198	0.1935483870967742	0.0	0.0	143	0.773540044008776
h1SMcG0005177	0.11290322580645161	1513.3507557592936	1513.3507557592936	0.16129032258064518	0.0	0.0	87	1.05023433195426
h1SMcG0001722	0.0967741935483871	144.39335513319335	144.39335513319335	0.11290322580645161	0.0	0.0	116	0.112779854293817
h1SMcG0008401	0.08064516129032258	98.4680247753838	98.4680247753838	0.0967741935483871	0.0	0.0	79	1.31180911171953
h1SMcG0004687	0.06451612903225806	92.75432714086656	92.75432714086656	0.08064516129032258	0.0	0.0	75	0.24841602936401
h1SMcG0021045	0.04838709677419355	8.598767998537527	8.069569438033254	0.04838709677419355	0.529198560504274	0.024390243902439025	2	0.529198560504274
h1SMcG0001975	0.03225806451612903	4.666733623657063	4.666733623657063	0.03225806451612903	0.0	0.0	1	0.0530301288856403
h1SMcG0016880	0.016129032258064516	4.666101029335319	4.666101029335319	0.016129032258064516	0.0	0.0	1	0.412740987176435
h1SMcG0000783	0.0	3.7919491594251657	3.7919491594251657	0.0	0.0	0.0	3	0.265944114209051
