factor	influence_score	influence_score_raw	target_score	target_score_scaled	G_score	G_score_scaled	direct_targets	factor_fc
h1SMcG0000267	0.9999999999999999	7785.444639625315	7781.624706579292	0.9361702127659574	3.81993304602318	0.967741935483871	6621	3.81993304602318
h1SMcG0004352	0.9787234042553191	8139.463666608157	8136.840676303673	0.9574468085106382	2.62299030448426	0.8064516129032258	8113	2.62299030448426
h1SMcG0011654	0.9574468085106382	7548.3481337951725	7545.373736229872	0.8936170212765957	2.97439756530123	0.8387096774193549	6038	2.97439756530123
h1SMcG0006679	0.9361702127659574	6979.300655414264	6975.84011943255	0.8085106382978723	3.46053598171445	0.9032258064516129	4800	3.46053598171445
h1SMcG0016896	0.9148936170212766	6950.733209351364	6947.028136340975	0.7659574468085106	3.70507301038894	0.935483870967742	7712	3.70507301038894
h1SMcG0003882	0.8936170212765957	5932.848607361022	5928.714384544165	0.6170212765957447	4.13422281685684	1.0	3307	4.13422281685684
h1SMcG0009686	0.8723404255319148	6437.973291652142	6434.556078049082	0.6382978723404255	3.41721360305948	0.8709677419354839	3771	3.41721360305948
h1SMcG0019688	0.8510638297872339	7105.630958305132	7103.239365634298	0.8297872340425532	2.39159267083283	0.6774193548387097	10734	2.39159267083283
h1SMcG0003759	0.8297872340425532	8153.690550820338	8152.191429402014	0.9787234042553191	1.49912141832348	0.4838709677419355	8768	1.49912141832348
h1SMcG0018872	0.8085106382978723	6600.856376957499	6598.3379816753	0.6595744680851063	2.51839528219934	0.7419354838709677	9805	2.51839528219934
h1SMcG0012612	0.7872340425531914	7665.389038267158	7663.975933887483	0.9148936170212766	1.41310437967526	0.3870967741935484	7305	1.41310437967526
h1SMcG0012446	0.7659574468085106	8893.477620039319	8892.495682337963	0.9999999999999999	0.981937701356151	0.22580645161290322	9414	0.981937701356151
h1SMcG0020709	0.7446808510638298	5905.6208795449265	5903.328979145473	0.5744680851063829	2.29190039945401	0.6451612903225806	6179	2.29190039945401
h1SMcG0007933	0.7234042553191489	5807.787633160209	5805.893871300112	0.553191489361702	1.89376186009745	0.6129032258064516	3118	1.89376186009745
h1SMcG0004695	0.702127659574468	4832.054005092517	4829.520091212116	0.3829787234042553	2.53391388040071	0.7741935483870968	1659	2.53391388040071
h1SMcG0011943	0.6808510638297872	4898.853277338194	4896.414432400941	0.4042553191489362	2.43884493725246	0.7096774193548387	1425	2.43884493725246
h1SMcG0006347	0.6595744680851063	5788.211121455549	5786.657013972502	0.5319148936170213	1.55410748304754	0.5161290322580645	2989	1.55410748304754
h1SMcG0016703	0.6382978723404255	7241.576867238787	7240.635086409746	0.8510638297872339	0.94178082904124	0.1935483870967742	5800	0.94178082904124
h1SMcG0023128	0.6170212765957447	5565.50885378857	5564.081819387437	0.46808510638297873	1.42703440113374	0.4193548387096774	4407	1.42703440113374
h1SMcG0020557	0.5957446808510638	4501.001551837815	4499.152890636709	0.29787234042553196	1.84866120110545	0.5806451612903226	802	1.84866120110545
h1SMcG0010603	0.5744680851063829	7380.261154096766	7380.261154096766	0.8723404255319148	0.0	0.0	6116	0.482025191651901
h1SMcG0021045	0.553191489361702	6966.841163654106	6966.385443656128	0.7872340425531914	0.455719997978172	0.03225806451612903	5179	0.455719997978172
h1SMcG0015294	0.5319148936170213	6766.971281480179	6766.132390005242	0.702127659574468	0.83889147493669	0.0967741935483871	4565	0.83889147493669
h1SMcG0012678	0.5106382978723404	5563.192183043476	5562.078467707258	0.425531914893617	1.11371533621804	0.3548387096774194	3673	1.11371533621804
h1SMcG0000803	0.48936170212765956	5564.168872225327	5563.077890773978	0.4468085106382979	1.09098145134845	0.32258064516129037	3233	1.09098145134845
h1SMcG0018146	0.46808510638297873	6894.446589703385	6894.446589703385	0.7446808510638298	0.0	0.0	5003	0.146303084817433
h1SMcG0020721	0.4468085106382979	6787.878133263713	6787.878133263713	0.7234042553191489	0.0	0.0	4375	0.339472468183164
h1SMcG0020428	0.425531914893617	6727.144150995731	6727.144150995731	0.6808510638297872	0.0	0.0	4253	0.49923588832563
h1SMcG0016472	0.4042553191489362	3209.6202543851514	3208.0303513106724	0.1276595744680851	1.5899030744789	0.5483870967741935	76	1.5899030744789
h1SMcG0009963	0.3829787234042553	3700.6737162005297	3699.2331639837394	0.2127659574468085	1.44055221679058	0.4516129032258065	7059	1.44055221679058
h1SMcG0015595	0.3617021276595745	5908.306347213542	5908.306347213542	0.5957446808510638	0.0	0.0	6904	0.469196168733882
h1SMcG0003407	0.3404255319148936	5701.395205668408	5701.395205668408	0.5106382978723404	0.0	0.0	2475	0.769591729927134
h1SMcG0000524	0.3191489361702128	5580.89796766596	5580.89796766596	0.48936170212765956	0.0	0.0	2427	0.515582977490467
