source	target	weight
h1SMcG0000524	h1SMcG0005514	0.78587633
h1SMcG0004695	h1SMcG0005743	0.78587645
h1SMcG0019068	h1SMcG0022637	0.7858765
h1SMcG0006281	h1SMcG0019791	0.7858769
h1SMcG0011744	h1SMcG0008161	0.7858772
h1SMcG0011844	h1SMcG0005681	0.7858772
h1SMcG0016730	h1SMcG0019596	0.7858782
h1SMcG0021565	h1SMcG0011580	0.7858783
h1SMcG0003298	h1SMcG0017860	0.78587836
h1SMcG0020634	h1SMnG0026261	0.7858788
h1SMcG0011844	h1SMcG0020013	0.78587943
h1SMcG0010990	h1SMcG0018135	0.7858796
h1SMcG0008373	h1SMcG0004379	0.78587973
h1SMcG0006347	h1SMcG0015109	0.7858799
h1SMcG0008408	h1SMcG0017819	0.7858806
h1SMcG0012678	h1SMcG0020280	0.7858808
h1SMcG0019068	h1SMcG0007673	0.7858808
h1SMcG0013730	h1SMcG0006721	0.7858809
h1SMcG0009116	h1SMcG0021158	0.78588104
h1SMcG0000524	h1SMcG0014544	0.78588164
h1SMcG0023128	h1SMcG0003420	0.78588176
h1SMcG0002214	h1SMnG0008583	0.78588176
h1SMcG0013048	h1SMcG0010533	0.78588223
h1SMcG0006375	h1SMcG0011276	0.78588235
h1SMcG0006635	h1SMcG0000878	0.78588337
h1SMcG0003736	h1SMcG0003963	0.78588384
h1SMcG0020191	h1SMcG0011469	0.7858839
h1SMcG0013048	h1SMcG0013505	0.7858839
h1SMcG0010990	h1SMcG0011798	0.78588456
h1SMcG0009867	h1SMcG0017600	0.78588474
h1SMcG0005257	h1SMcG0000553	0.78588504
h1SMcG0010990	h1SMnG0035043	0.7858851
h1SMcG0000079	h1SMnG0028819	0.7858852
h1SMcG0007325	h1SMcG0018209	0.7858852
h1SMcG0010990	h1SMcG0017117	0.78588563
h1SMcG0004695	h1SMcG0002735	0.7858863
h1SMcG0001531	h1SMnG0034696	0.7858863
h1SMcG0011844	h1SMnG0017180	0.78588635
h1SMcG0006375	h1SMcG0016880	0.7858887
h1SMcG0006347	h1SMcG0019382	0.7858894
h1SMcG0006375	h1SMcG0006285	0.78589
h1SMcG0018062	h1SMcG0011900	0.7858903
h1SMcG0001396	h1SMcG0016647	0.78589034
h1SMcG0020741	h1SMcG0020710	0.78589064
h1SMcG0014619	h1SMcG0014725	0.78589106
h1SMcG0015626	h1SMnG0017319	0.78589153
h1SMcG0016838	h1SMnG0017319	0.78589153
h1SMcG0010990	h1SMcG0005171	0.78589165
h1SMcG0014619	h1SMcG0019407	0.785892
h1SMcG0018062	h1SMcG0010600	0.78589284
h1SMcG0020191	h1SMcG0015282	0.7858931
h1SMcG0001396	h1SMcG0001129	0.7858938
h1SMcG0008833	h1SMcG0017836	0.7858945
h1SMcG0009116	h1SMcG0014327	0.78589463
h1SMcG0003298	h1SMcG0009564	0.78589535
h1SMcG0021295	h1SMcG0012109	0.78589606
h1SMcG0018872	h1SMcG0006689	0.7858962
h1SMcG0010789	h1SMcG0014328	0.7858965
h1SMcG0009867	h1SMcG0015070	0.78589773
h1SMcG0011844	h1SMnG0001913	0.7858978
h1SMcG0000803	h1SMcG0016885	0.7858987
h1SMcG0000803	h1SMcG0005843	0.78589875
h1SMcG0006635	h1SMcG0017562	0.7858994
h1SMcG0020191	h1SMcG0005111	0.78589964
h1SMcG0000524	h1SMcG0022666	0.78590024
h1SMcG0011844	h1SMnG0023355	0.78590024
h1SMcG0006635	h1SMcG0005193	0.78590035
h1SMcG0011744	h1SMcG0007930	0.7859004
h1SMcG0003759	h1SMcG0020697	0.7859007
h1SMcG0008408	h1SMcG0020350	0.7859008
h1SMcG0010789	h1SMcG0017598	0.78590107
h1SMcG0016896	h1SMcG0016998	0.78590125
h1SMcG0006886	h1SMnG0017694	0.78590137
h1SMcG0015294	h1SMcG0020779	0.7859016
h1SMcG0001531	h1SMcG0014157	0.78590167
h1SMcG0001060	h1SMcG0014111	0.7859021
h1SMcG0010990	h1SMcG0015537	0.78590226
h1SMcG0001396	h1SMcG0004444	0.7859028
h1SMcG0004695	h1SMcG0022290	0.785903
h1SMcG0013730	h1SMnG0033063	0.7859031
h1SMcG0010860	h1SMnG0032694	0.7859035
