source	target	weight
h1SMcG0011943	h1SMnG0029243	0.7898696
h1SMcG0008441	h1SMnG0030799	0.7898697
h1SMcG0012446	h1SMcG0020432	0.7898697
h1SMcG0016838	h1SMcG0021355	0.7898698
h1SMcG0009304	h1SMcG0015857	0.78986996
h1SMcG0016896	h1SMcG0021051	0.78986996
h1SMcG0009361	h1SMcG0013839	0.78987014
h1SMcG0008401	h1SMcG0017152	0.78987074
h1SMcG0006635	h1SMcG0003694	0.78987116
h1SMcG0016703	h1SMcG0016579	0.7898724
h1SMcG0012678	h1SMcG0005848	0.7898725
h1SMcG0006426	h1SMcG0009467	0.78987265
h1SMcG0021565	h1SMcG0022640	0.7898727
h1SMcG0001477	h1SMcG0016802	0.78987277
h1SMcG0004695	h1SMcG0021531	0.7898728
h1SMcG0020741	h1SMcG0008802	0.7898733
h1SMcG0007325	h1SMcG0000513	0.7898736
h1SMcG0009116	h1SMcG0005277	0.7898741
h1SMcG0018872	h1SMcG0009171	0.78987414
h1SMcG0000524	h1SMcG0004269	0.7898743
h1SMcG0001396	h1SMcG0004630	0.78987443
h1SMcG0020709	h1SMnG0001720	0.78987503
h1SMcG0014057	h1SMcG0000698	0.78987503
h1SMcG0010860	h1SMnG0000890	0.7898752
h1SMcG0013742	h1SMcG0021082	0.7898757
h1SMcG0013742	h1SMcG0010995	0.7898758
h1SMcG0004687	h1SMcG0022613	0.789876
h1SMcG0010623	h1SMcG0009701	0.7898763
h1SMcG0009116	h1SMcG0019098	0.7898777
h1SMcG0011535	h1SMcG0022348	0.7898778
h1SMcG0008441	h1SMcG0009070	0.78987795
h1SMcG0021040	h1SMcG0021962	0.789878
h1SMcG0011535	h1SMcG0010751	0.7898782
h1SMcG0010990	h1SMnG0023653	0.78987825
h1SMcG0021045	h1SMnG0014102	0.78987837
h1SMcG0006426	h1SMcG0018984	0.7898784
h1SMcG0018062	h1SMcG0008382	0.7898784
h1SMcG0008441	h1SMcG0007452	0.7898785
h1SMcG0006635	h1SMcG0004493	0.7898788
h1SMcG0015294	h1SMcG0004197	0.78987885
h1SMcG0004695	h1SMcG0006405	0.7898789
h1SMcG0014619	h1SMcG0019151	0.789879
h1SMcG0003437	h1SMcG0017653	0.789879
h1SMcG0015343	h1SMcG0020717	0.7898791
h1SMcG0006253	h1SMcG0015901	0.78987914
h1SMcG0001396	h1SMcG0005700	0.7898793
h1SMcG0006347	h1SMnG0029261	0.7898799
h1SMcG0007041	h1SMcG0021090	0.78988
h1SMcG0006426	h1SMcG0006225	0.7898803
h1SMcG0016703	h1SMcG0010980	0.7898805
h1SMcG0015621	h1SMcG0020591	0.7898806
h1SMcG0004695	h1SMcG0019865	0.789881
h1SMcG0012543	h1SMcG0004576	0.7898811
h1SMcG0000079	h1SMcG0017356	0.78988117
h1SMcG0012074	h1SMcG0015212	0.7898812
h1SMcG0021045	h1SMcG0005440	0.7898821
h1SMcG0000941	h1SMcG0022608	0.7898821
h1SMcG0009116	h1SMcG0014805	0.78988224
h1SMcG0004687	h1SMcG0020805	0.7898827
h1SMcG0006261	h1SMcG0014844	0.7898835
h1SMcG0022711	h1SMcG0022666	0.7898836
h1SMcG0008401	h1SMcG0014157	0.78988373
h1SMcG0014619	h1SMcG0012084	0.78988403
h1SMcG0022513	h1SMcG0008492	0.7898843
h1SMcG0011688	h1SMcG0003863	0.78988457
h1SMcG0011943	h1SMcG0003137	0.7898846
h1SMcG0012074	h1SMcG0001931	0.7898851
h1SMcG0007041	h1SMcG0007499	0.7898856
h1SMcG0008441	h1SMnG0018487	0.78988564
h1SMcG0020709	h1SMcG0015279	0.7898857
h1SMcG0010860	h1SMcG0001078	0.7898857
h1SMcG0011744	h1SMcG0016248	0.7898859
h1SMcG0011535	h1SMcG0014169	0.789886
h1SMcG0023128	h1SMcG0012316	0.789886
h1SMcG0010959	h1SMcG0011382	0.78988653
h1SMcG0011535	h1SMcG0003461	0.7898868
h1SMcG0007325	h1SMcG0010144	0.7898872
h1SMcG0004695	h1SMcG0003326	0.7898874
h1SMcG0003736	h1SMcG0016340	0.7898875
h1SMcG0016703	h1SMcG0015377	0.7898876
h1SMcG0007041	h1SMcG0008350	0.7898876
h1SMcG0006375	h1SMcG0012924	0.7898881
