source	target	weight
h1SMcG0008373	h1SMcG0008753	0.79019773
h1SMcG0011535	h1SMnG0029073	0.7901979
h1SMcG0020557	h1SMcG0016320	0.79019797
h1SMcG0000282	h1SMcG0015936	0.7901982
h1SMcG0008886	h1SMnG0024207	0.7901983
h1SMcG0006426	h1SMcG0006399	0.7901985
h1SMcG0010690	h1SMnG0008309	0.7901986
h1SMcG0006261	h1SMcG0009130	0.79019934
h1SMcG0021724	h1SMcG0020833	0.79019946
h1SMcG0003132	h1SMcG0016527	0.7901997
h1SMcG0001060	h1SMcG0020786	0.7901999
h1SMcG0000548	h1SMcG0017707	0.7901999
h1SMcG0001060	h1SMcG0014197	0.7902003
h1SMcG0012543	h1SMcG0011787	0.7902003
h1SMcG0004476	h1SMcG0009541	0.79020035
h1SMcG0004476	h1SMcG0012037	0.79020035
h1SMcG0019258	h1SMcG0006403	0.7902007
h1SMcG0020709	h1SMnG0035469	0.79020107
h1SMcG0018836	h1SMcG0009216	0.7902015
h1SMcG0010190	h1SMcG0016525	0.7902019
h1SMcG0011654	h1SMcG0007053	0.7902019
h1SMcG0001060	h1SMcG0020795	0.790202
h1SMcG0012543	h1SMcG0019420	0.7902023
h1SMcG0011535	h1SMnG0023275	0.7902024
h1SMcG0020557	h1SMcG0007201	0.79020244
h1SMcG0020709	h1SMnG0009180	0.79020244
h1SMcG0002883	h1SMcG0011264	0.79020315
h1SMcG0023128	h1SMcG0002162	0.79020333
h1SMcG0006886	h1SMcG0010698	0.7902036
h1SMcG0003132	h1SMcG0001502	0.79020405
h1SMcG0021040	h1SMnG0022950	0.79020405
h1SMcG0010789	h1SMnG0029705	0.7902041
h1SMcG0011654	h1SMcG0001584	0.7902042
h1SMcG0010190	h1SMcG0015723	0.7902042
h1SMcG0001334	h1SMcG0015477	0.7902047
h1SMcG0020557	h1SMcG0019183	0.790205
h1SMcG0002143	h1SMcG0008514	0.7902051
h1SMcG0000524	h1SMcG0010110	0.7902051
h1SMcG0005177	h1SMcG0017871	0.79020524
h1SMcG0001554	h1SMcG0014748	0.7902054
h1SMcG0021266	h1SMcG0014784	0.79020566
h1SMcG0011016	h1SMcG0020692	0.79020596
h1SMcG0011654	h1SMcG0015019	0.79020613
h1SMcG0000524	h1SMcG0010451	0.79020625
h1SMcG0000285	h1SMcG0002457	0.79020625
h1SMcG0003132	h1SMcG0012678	0.7902064
h1SMcG0000285	h1SMnG0022406	0.79020727
