source	target	weight
h1SMcG0015294	h1SMcG0007720	0.7931227
h1SMcG0018872	h1SMcG0008698	0.79312295
h1SMcG0006886	h1SMnG0004802	0.7931231
h1SMcG0015294	h1SMcG0021252	0.7931233
h1SMcG0006261	h1SMcG0003732	0.7931236
h1SMcG0000282	h1SMcG0004006	0.7931238
h1SMcG0000761	h1SMcG0009509	0.793124
h1SMcG0000524	h1SMcG0004549	0.7931241
h1SMcG0000803	h1SMcG0012943	0.7931241
h1SMcG0011844	h1SMcG0003402	0.7931242
h1SMcG0002143	h1SMcG0020263	0.7931244
h1SMcG0020810	h1SMcG0015107	0.79312515
h1SMcG0005728	h1SMcG0011466	0.7931253
h1SMcG0010707	h1SMcG0008167	0.79312557
h1SMcG0000761	h1SMnG0002347	0.79312587
h1SMcG0006347	h1SMcG0018684	0.793126
h1SMcG0015283	h1SMcG0014251	0.7931261
h1SMcG0000761	h1SMnG0022555	0.79312646
h1SMcG0006281	h1SMcG0016172	0.7931267
h1SMcG0021266	h1SMcG0018748	0.7931268
h1SMcG0005177	h1SMcG0007392	0.79312724
h1SMcG0006684	h1SMcG0020422	0.79312783
h1SMcG0006347	h1SMcG0019737	0.79312813
h1SMcG0013730	h1SMcG0008200	0.7931282
h1SMcG0009963	h1SMcG0016603	0.7931283
h1SMcG0006253	h1SMcG0022492	0.79312867
h1SMcG0002381	h1SMcG0008652	0.79312867
h1SMcG0005177	h1SMcG0022530	0.793129
h1SMcG0015294	h1SMnG0008235	0.7931291
h1SMcG0010789	h1SMnG0031690	0.7931291
h1SMcG0003132	h1SMcG0010201	0.7931293
h1SMcG0002214	h1SMcG0020594	0.7931298
h1SMcG0006426	h1SMcG0007616	0.79313
h1SMcG0011606	h1SMcG0020645	0.79313
h1SMcG0005320	h1SMcG0009290	0.7931307
h1SMcG0017675	h1SMcG0020909	0.79313105
h1SMcG0012446	h1SMcG0009154	0.7931313
h1SMcG0010190	h1SMcG0000016	0.79313153
h1SMcG0023128	h1SMnG0027046	0.7931321
