Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
GFP_R1_MKRN250011206-1A_22MGWFLT4_L3_1	(0.0, 1.458146174196266e-05)	(1.0, 7.29073087098133e-06)	(2.0, 4.3744385225887986e-05)	(3.0, 5.832584696785064e-05)	(4.0, 0.00010936096306471997)	(5.0, 0.0002551755804843466)	(6.0, 0.0002843385039682719)	(7.0, 0.0003280828891941599)	(8.0, 0.00045931604487182385)	(9.0, 0.0008311433192918718)	(10.0, 0.001625832984228837)	(11.0, 0.0030402347731992153)	(12.0, 0.005519083269332868)	(13.0, 0.010141406641535032)	(14.0, 0.01902151684239029)	(15.0, 0.031758423673994673)	(16.0, 0.04854897686986468)	(17.0, 0.0731041584433298)	(18.0, 0.11033063027056048)	(19.0, 0.16384459486356345)	(20.0, 0.24414470467655183)	(21.0, 0.42669002422418234)	(22.0, 0.6515434550161175)	(23.0, 0.7872312472559512)	(24.0, 0.9875440779361632)	(25.0, 1.2950452338815428)	(26.0, 1.6338819511104001)	(27.0, 2.0352512670196643)	(28.0, 2.5737446491503455)	(29.0, 3.0880328047893686)	(30.0, 3.5052157159577915)	(31.0, 4.029710894816188)	(32.0, 4.817977425855819)	(33.0, 5.287405714445693)	(34.0, 5.493901084904498)	(35.0, 5.797523572026515)	(36.0, 5.939743859126748)	(37.0, 5.994489957236947)	(38.0, 5.879216211435861)	(39.0, 5.603232885045735)	(40.0, 5.190373377283803)	(41.0, 4.682289633615985)	(42.0, 4.135616051448062)	(43.0, 3.611507281325828)	(44.0, 3.125273858078341)	(45.0, 2.6013765191513647)	(46.0, 2.100328330774044)	(47.0, 1.711637595849416)	(48.0, 1.3612815238444083)	(49.0, 1.0746901840370031)	(50.0, 0.8582575474010513)	(51.0, 0.64985200545405)	(52.0, 0.49471983398130914)	(53.0, 0.3976291709724508)	(54.0, 0.31297649482948653)	(55.0, 0.24305838577677563)	(56.0, 0.19690805936346378)	(57.0, 0.15971075045971705)	(58.0, 0.12465691643203879)	(59.0, 0.09320470345462534)	(60.0, 0.06972125931919447)	(61.0, 0.05449821326058545)	(62.0, 0.04588056937108551)	(63.0, 0.03560792957387282)	(64.0, 0.024394785494303534)	(65.0, 0.01933501826984249)	(66.0, 0.01556571040954514)	(67.0, 0.011694332317054055)	(68.0, 0.01035283783679349)	(69.0, 0.008989471163919982)	(70.0, 0.006889740673077358)	(71.0, 0.0056940608102364195)	(72.0, 0.0048774989526865105)	(73.0, 0.0034558064328451513)	(74.0, 0.0028944201557795884)	(75.0, 0.003018362580586271)	(76.0, 0.0025080114196175778)	(77.0, 0.001691449562067669)	(78.0, 0.0009842486675824796)	(79.0, 0.0007144916253561704)	(80.0, 0.0006124213931624318)	(81.0, 0.0005468048153235998)	(82.0, 0.0003572458126780852)	(83.0, 0.00022601265700042126)	(84.0, 0.0002697570422263093)	(85.0, 0.00022601265700042126)	(86.0, 0.00015310534829060795)	(87.0, 0.00013123315567766395)	(88.0, 0.00015310534829060795)	(89.0, 0.00011665169393570128)	(90.0, 2.1872192612943993e-05)	(91.0, 7.29073087098133e-06)	(92.0, 7.29073087098133e-06)	(93.0, 1.458146174196266e-05)	(94.0, 2.1872192612943993e-05)	(95.0, 2.1872192612943993e-05)	(96.0, 4.3744385225887986e-05)	(97.0, 0.00021143119525845861)	(98.0, 0.0008894691662597224)	(99.0, 0.0008530155119048157)	(100.0, 0.00014581461741962663)
GFP_R1_MKRN250011206-1A_22MGWFLT4_L3_2	(0.0, 5.8330142188471106e-05)	(1.0, 4.374760664135333e-05)	(2.0, 3.645633886779444e-05)	(3.0, 5.1038874414912224e-05)	(4.0, 7.291267773558888e-05)	(5.0, 0.0001822816943389722)	(6.0, 0.00021144676543320776)	(7.0, 0.0002697769076216789)	(8.0, 0.0006562140996203)	(9.0, 0.0011082727015809509)	(10.0, 0.0018592732822575167)	(11.0, 0.003419604585799119)	(12.0, 0.005424703223527813)	(13.0, 0.009602599657777057)	(14.0, 0.01876772324914058)	(15.0, 0.03239510271792214)	(16.0, 0.05062327215181936)	(17.0, 0.07503443665769452)	(18.0, 0.11177513496865776)	(19.0, 0.16731272159985583)	(20.0, 0.2438418681511299)	(21.0, 0.40475285664580096)	(22.0, 0.6031992916387533)	(23.0, 0.7368409386603141)	(24.0, 0.9385174052769529)	(25.0, 1.2387791034598816)	(26.0, 1.574396159076797)	(27.0, 1.9757585762078933)	(28.0, 2.5349550668332186)	(29.0, 3.0685592075733523)	(30.0, 3.476082745973106)	(31.0, 3.9698984384729283)	(32.0, 4.7684235024975505)	(33.0, 5.283770308732693)	(34.0, 5.519023063446571)	(35.0, 5.826160427139966)	(36.0, 5.9665100405132)	(37.0, 6.024657901007332)	(38.0, 5.9097548121638175)	(39.0, 5.6481149593774305)	(40.0, 5.2389581769964)	(41.0, 4.7397031987375025)	(42.0, 4.186237644582194)	(43.0, 3.6271140666346047)	(44.0, 3.1303745757575845)	(45.0, 2.628793683078922)	(46.0, 2.143771259514011)	(47.0, 1.7382965673586275)	(48.0, 1.3788370661221743)	(49.0, 1.0862457816370297)	(50.0, 0.8679598070322236)	(51.0, 0.6565494979378836)	(52.0, 0.4918835065398297)	(53.0, 0.39417322710636704)	(54.0, 0.3163826912302673)	(55.0, 0.25073211619714303)	(56.0, 0.1974402400402011)	(57.0, 0.15705390784245846)	(58.0, 0.12150897744635887)	(59.0, 0.09095127420737358)	(60.0, 0.07029511260488124)	(61.0, 0.05763018048220945)	(62.0, 0.048158823644356454)	(63.0, 0.03714900930628253)	(64.0, 0.026270437788132674)	(65.0, 0.019657257917514763)	(66.0, 0.015647060642057373)	(67.0, 0.012599310712709758)	(68.0, 0.010404639112868534)	(69.0, 0.009690094871059762)	(70.0, 0.008428705546234075)	(71.0, 0.006314237891901997)	(72.0, 0.005439285759074931)	(73.0, 0.004651828839530571)	(74.0, 0.0034633521924404722)	(75.0, 0.002777973021725936)	(76.0, 0.002282166813123932)	(77.0, 0.0019248946922195464)	(78.0, 0.0014509622869382187)	(79.0, 0.0012176417181843343)	(80.0, 0.0012249329859578932)	(81.0, 0.0011447290404487454)	(82.0, 0.0008749521328270665)	(83.0, 0.0006051752252053878)	(84.0, 0.00043747606641353327)	(85.0, 0.00046664113750776885)	(86.0, 0.00043747606641353327)	(87.0, 0.0003572721209043855)	(88.0, 0.00039372845977217995)	(89.0, 0.00043018479863997437)	(90.0, 0.0004083109953192978)	(91.0, 0.00034268958535726773)	(92.0, 0.0003062332464894733)	(93.0, 0.0002697769076216789)	(94.0, 0.00029894197871591446)	(95.0, 0.0004083109953192978)	(96.0, 0.0004885149408284455)	(97.0, 0.0005978839574318289)	(98.0, 0.000911408471694861)	(99.0, 0.0017280304623334564)	(100.0, 0.008545365830611017)
GFP_R1_MKRN250011206-1A_22MVT7LT4_L4_1	(0.0, 2.0795812776961233e-05)	(1.0, 2.0795812776961233e-05)	(2.0, 3.4659687961602055e-05)	(3.0, 4.852356314624288e-05)	(4.0, 7.278534471936432e-05)	(5.0, 0.00015596859582720925)	(6.0, 0.00022182200295425318)	(7.0, 0.00035352881720834096)	(8.0, 0.0005961466329395553)	(9.0, 0.0010120628884787801)	(10.0, 0.001649801146972258)	(11.0, 0.0030673823846017823)	(12.0, 0.0054796966667292855)	(13.0, 0.009909204788222027)	(14.0, 0.018359236713260608)	(15.0, 0.03153685007626171)	(16.0, 0.0487661809619741)	(17.0, 0.07294131331519153)	(18.0, 0.10924387048617352)	(19.0, 0.163708104149035)	(20.0, 0.24417403572069032)	(21.0, 0.4220648841836129)	(22.0, 0.6485798088878669)	(23.0, 0.7865115030998584)	(24.0, 0.9854789078122314)	(25.0, 1.2945289474594484)	(26.0, 1.6399473976847743)	(27.0, 2.0545916426758084)	(28.0, 2.5928600626882843)	(29.0, 3.1054699157027863)	(30.0, 3.523628653053127)	(31.0, 4.058708381773136)	(32.0, 4.836735193259994)	(33.0, 5.292631398862927)	(34.0, 5.50199670996378)	(35.0, 5.8045515240869925)	(36.0, 5.9608216591994685)	(37.0, 6.00577180851687)	(38.0, 5.8615701767526245)	(39.0, 5.589567877567564)	(40.0, 5.191005727790713)	(41.0, 4.678333487337881)	(42.0, 4.127854459256532)	(43.0, 3.593904636364071)	(44.0, 3.0988811090212858)	(45.0, 2.58173430285261)	(46.0, 2.096190200167323)	(47.0, 1.7082304489379265)	(48.0, 1.3554641448647409)	(49.0, 1.07112299676535)	(50.0, 0.8551966067333654)	(51.0, 0.6500632435326236)	(52.0, 0.49377577857616756)	(53.0, 0.39060081945207054)	(54.0, 0.30705710758942495)	(55.0, 0.24127995177589656)	(56.0, 0.19408385467858305)	(57.0, 0.1577327739444548)	(58.0, 0.12146834243023058)	(59.0, 0.09008052901220374)	(60.0, 0.06860885231999127)	(61.0, 0.05386462106112575)	(62.0, 0.04474912312722441)	(63.0, 0.03403581357829322)	(64.0, 0.023308640154177385)	(65.0, 0.017939854488925225)	(66.0, 0.014411498254434137)	(67.0, 0.01131292215066691)	(68.0, 0.00908777018353206)	(69.0, 0.007503822443686846)	(70.0, 0.006294199333826933)	(71.0, 0.005379183571640639)	(72.0, 0.004789968876293404)	(73.0, 0.0034555708897717253)	(74.0, 0.00252669125240079)	(75.0, 0.0022875394054657355)	(76.0, 0.0019374765570535548)	(77.0, 0.0014765027071642475)	(78.0, 0.0009462094813517362)	(79.0, 0.0007451832911744442)	(80.0, 0.0006377382584934778)	(81.0, 0.0004263141619277053)	(82.0, 0.0003431309108198604)	(83.0, 0.0002564816909158552)	(84.0, 0.0001940942525849715)	(85.0, 0.00016636650221568986)	(86.0, 0.00011784293906944699)	(87.0, 0.00010744503268096638)	(88.0, 0.00011091100147712659)	(89.0, 9.358115749632556e-05)	(90.0, 3.119371916544185e-05)	(91.0, 2.426178157312144e-05)	(92.0, 2.426178157312144e-05)	(93.0, 2.426178157312144e-05)	(94.0, 2.426178157312144e-05)	(95.0, 3.812565675776226e-05)	(96.0, 6.931937592320411e-05)	(97.0, 0.0001940942525849715)	(98.0, 0.0005198953194240309)	(99.0, 0.0004263141619277053)	(100.0, 5.8921469534723494e-05)
GFP_R1_MKRN250011206-1A_22MVT7LT4_L4_2	(0.0, 6.932231201002123e-06)	(1.0, 4.1593387206012736e-05)	(2.0, 5.1991734007515925e-05)	(3.0, 4.852561840701487e-05)	(4.0, 8.318677441202547e-05)	(5.0, 0.00018717024242705734)	(6.0, 0.000280755363640586)	(7.0, 0.00037434048485411467)	(8.0, 0.0005927057676856815)	(9.0, 0.000956647905738293)	(10.0, 0.0018162445746625563)	(11.0, 0.003213089161664484)	(12.0, 0.00558391223240721)	(13.0, 0.010051735241453079)	(14.0, 0.018647701930695714)	(15.0, 0.03216208665704935)	(16.0, 0.04970063159558472)	(17.0, 0.07339846395621048)	(18.0, 0.11131776862569209)	(19.0, 0.16733366284538975)	(20.0, 0.24498505064341503)	(21.0, 0.40358410217554214)	(22.0, 0.6003381542379849)	(23.0, 0.7399602228573687)	(24.0, 0.9490224514171907)	(25.0, 1.2458259302880965)	(26.0, 1.5855572508712081)	(27.0, 1.9992208172130075)	(28.0, 2.5506104869407165)	(29.0, 3.078472163972224)	(30.0, 3.4953488194756877)	(31.0, 3.9964000923373195)	(32.0, 4.7858009881202355)	(33.0, 5.304331881955194)	(34.0, 5.558834886037585)	(35.0, 5.87686485684596)	(36.0, 6.005901408421413)	(37.0, 6.030815847357815)	(38.0, 5.903054826323346)	(39.0, 5.644676704999594)	(40.0, 5.231671700621891)	(41.0, 4.730790267424683)	(42.0, 4.176093923414096)	(43.0, 3.611078953260818)	(44.0, 3.120096746218641)	(45.0, 2.617430263487176)	(46.0, 2.119945623578459)	(47.0, 1.715578179277204)	(48.0, 1.3593100211641018)	(49.0, 1.0657196314548605)	(50.0, 0.8449349999341438)	(51.0, 0.6409125034574503)	(52.0, 0.4804140205762486)	(53.0, 0.3810959441594912)	(54.0, 0.3052261397801235)	(55.0, 0.23882576322132465)	(56.0, 0.189340030792971)	(57.0, 0.15386087150624214)	(58.0, 0.11912692707362099)	(59.0, 0.08786949658830241)	(60.0, 0.0675649914005672)	(61.0, 0.054168454604630586)	(62.0, 0.04460890777844866)	(63.0, 0.03424522213295049)	(64.0, 0.024099901770283882)	(65.0, 0.01880714324831876)	(66.0, 0.014703262377325504)	(67.0, 0.011538698834068035)	(68.0, 0.009452097242566395)	(69.0, 0.008408796446815575)	(70.0, 0.007438284078675278)	(71.0, 0.005937456023658318)	(72.0, 0.004928816383912509)	(73.0, 0.0037434048485411467)	(74.0, 0.0028491470236118727)	(75.0, 0.002492137116760263)	(76.0, 0.0019375586206800935)	(77.0, 0.0015424214422229724)	(78.0, 0.0012685983097833887)	(79.0, 0.001237403269378879)	(80.0, 0.0010814280673563314)	(81.0, 0.0007209520449042208)	(82.0, 0.0005441801492786667)	(83.0, 0.00046099337486664124)	(84.0, 0.00040206940965812314)	(85.0, 0.0003535437912511083)	(86.0, 0.00035700990685160936)	(87.0, 0.0003431454444496051)	(88.0, 0.0002738231324395839)	(89.0, 0.00022876362963307007)	(90.0, 0.00022876362963307007)	(91.0, 0.00026689090123858174)	(92.0, 0.0002738231324395839)	(93.0, 0.0002564925544370786)	(94.0, 0.00024956032323607643)	(95.0, 0.00024956032323607643)	(96.0, 0.0003535437912511083)	(97.0, 0.00045752725926614013)	(98.0, 0.0007036214669017155)	(99.0, 0.0013413867373939109)	(100.0, 0.005102122163937563)
GFP_R2_MKRN250011211-1A_22MGWFLT4_L3_1	(0.0, 3.06435685661338e-05)	(1.0, 3.830446070766725e-05)	(2.0, 5.3626244990734145e-05)	(3.0, 7.66089214153345e-05)	(4.0, 0.0001225742742645352)	(5.0, 0.00013023516640606864)	(6.0, 0.00021450497996293658)	(7.0, 0.0004902970970581408)	(8.0, 0.0008810025962763467)	(9.0, 0.0015091957518820896)	(10.0, 0.002482129053856838)	(11.0, 0.004765074912033806)	(12.0, 0.008534233845668263)	(13.0, 0.01434119008895062)	(14.0, 0.025326909419909588)	(15.0, 0.04204297607273557)	(16.0, 0.0635317785297369)	(17.0, 0.09229076762905347)	(18.0, 0.132495129587821)	(19.0, 0.19166019959688385)	(20.0, 0.2873600642289197)	(21.0, 0.5052434976262726)	(22.0, 0.7320135659078042)	(23.0, 0.8497078518781827)	(24.0, 1.0537786967443505)	(25.0, 1.317650465667329)	(26.0, 1.6390095692203739)	(27.0, 2.0907417352380353)	(28.0, 2.6629873955341594)	(29.0, 3.1596200503933485)	(30.0, 3.498530257842647)	(31.0, 4.059047092270083)	(32.0, 4.838489241426121)	(33.0, 5.256429212207479)	(34.0, 5.483283550302566)	(35.0, 5.739716592956117)	(36.0, 5.897462023042432)	(37.0, 5.914331307538088)	(38.0, 5.740896370345912)	(39.0, 5.5083806329582305)	(40.0, 5.115828858733916)	(41.0, 4.615848394008876)	(42.0, 4.082428135086044)	(43.0, 3.5542096219273125)	(44.0, 3.0600514352298385)	(45.0, 2.5558191753662483)	(46.0, 2.0823837019116223)	(47.0, 1.71217875006416)	(48.0, 1.3622828232839028)	(49.0, 1.0513501939354846)	(50.0, 0.8423993607751596)	(51.0, 0.6555578623353004)	(52.0, 0.5082389064536121)	(53.0, 0.41542719815893436)	(54.0, 0.33207669165905046)	(55.0, 0.2628988356210034)	(56.0, 0.21163214540986156)	(57.0, 0.16606515895202062)	(58.0, 0.13006662677895492)	(59.0, 0.09961458051635946)	(60.0, 0.07492352514419715)	(61.0, 0.05921869625405357)	(62.0, 0.04862368242231281)	(63.0, 0.03802100769843051)	(64.0, 0.027127219073169943)	(65.0, 0.019504631392344166)	(66.0, 0.01621044777148478)	(67.0, 0.013919841021166278)	(68.0, 0.010955075762392833)	(69.0, 0.009108800756283272)	(70.0, 0.007783466415797985)	(71.0, 0.0074387262694289805)	(72.0, 0.0067415850845494365)	(73.0, 0.005500520557621017)	(74.0, 0.004336064952107933)	(75.0, 0.0033095054051424503)	(76.0, 0.002826869200225843)	(77.0, 0.0022752849660354346)	(78.0, 0.0018999012511002958)	(79.0, 0.0011797773897961514)	(80.0, 0.0007048020770210774)	(81.0, 0.0005286015577658081)	(82.0, 0.0003600619306520721)	(83.0, 0.0002757921170952042)	(84.0, 0.00022982676424600348)	(85.0, 0.00023748765638753697)	(86.0, 0.00014555695068913554)	(87.0, 3.830446070766725e-05)	(88.0, 2.298267642460035e-05)	(89.0, 1.53217842830669e-05)	(90.0, 1.53217842830669e-05)	(91.0, 2.298267642460035e-05)	(92.0, 2.298267642460035e-05)	(93.0, 1.53217842830669e-05)	(94.0, 2.298267642460035e-05)	(95.0, 4.59653528492007e-05)	(96.0, 0.0001378960585476021)	(97.0, 0.00043667085206740665)	(98.0, 0.0017390225161280932)	(99.0, 0.0017160398397034927)	(100.0, 0.000306435685661338)
GFP_R2_MKRN250011211-1A_22MGWFLT4_L3_2	(0.0, 3.064604310549839e-05)	(1.0, 6.129208621099678e-05)	(2.0, 9.959964009286976e-05)	(3.0, 8.427661854012058e-05)	(4.0, 6.129208621099678e-05)	(5.0, 0.00013790719397474276)	(6.0, 0.00021452230173848872)	(7.0, 0.00042904460347697744)	(8.0, 0.0009270428039413263)	(9.0, 0.0016012557522622909)	(10.0, 0.0026202366855201126)	(11.0, 0.0045279528688373875)	(12.0, 0.008343385235471937)	(13.0, 0.014694777669086478)	(14.0, 0.025282985562036172)	(15.0, 0.04252904631965539)	(16.0, 0.06435669052154662)	(17.0, 0.09229822032298478)	(18.0, 0.13342521017056364)	(19.0, 0.19168333811411606)	(20.0, 0.2805721861416141)	(21.0, 0.4894402929271385)	(22.0, 0.7050505291958723)	(23.0, 0.8208159570268926)	(24.0, 1.0360124717137023)	(25.0, 1.302073756444863)	(26.0, 1.6005738778031935)	(27.0, 2.0475540780076638)	(28.0, 2.644937396263144)	(29.0, 3.1376721388241235)	(30.0, 3.4514110051166633)	(31.0, 3.9932024011787695)	(32.0, 4.799515118305984)	(33.0, 5.229096027537309)	(34.0, 5.482155728480961)	(35.0, 5.799503166349174)	(36.0, 5.945998913904233)	(37.0, 5.932215856017534)	(38.0, 5.758268915350725)	(39.0, 5.532131763275253)	(40.0, 5.13287511369682)	(41.0, 4.635849925101071)	(42.0, 4.111856218572483)	(43.0, 3.5858015656450504)	(44.0, 3.095648752215709)	(45.0, 2.5874224348648998)	(46.0, 2.0901597394350833)	(47.0, 1.716055829735488)	(48.0, 1.3830099562864842)	(49.0, 1.0642374774138663)	(50.0, 0.8430113537460497)	(51.0, 0.6543236663454961)	(52.0, 0.5077589651934501)	(53.0, 0.41609665026490444)	(54.0, 0.3353596497034689)	(55.0, 0.26639072969454475)	(56.0, 0.2113887438309515)	(57.0, 0.16634672197664527)	(58.0, 0.13042189794622477)	(59.0, 0.0999214235454775)	(60.0, 0.07454649985412483)	(61.0, 0.058219820389670565)	(62.0, 0.049983696305067875)	(63.0, 0.04021527006519026)	(64.0, 0.02915971001488172)	(65.0, 0.021406261109190628)	(66.0, 0.017085169031315354)	(67.0, 0.014610501050546357)	(68.0, 0.01189832623570975)	(69.0, 0.0100135945847216)	(70.0, 0.008757106817396165)	(71.0, 0.008029263293640579)	(72.0, 0.006964313295724509)	(73.0, 0.005500964737436961)	(74.0, 0.004696506105917628)	(75.0, 0.0039456780498329175)	(76.0, 0.0027887899226003536)	(77.0, 0.0018770701402117764)	(78.0, 0.0017927935216716557)	(79.0, 0.0015552866876040433)	(80.0, 0.001179872659561688)	(81.0, 0.0010419654655869452)	(82.0, 0.0007278435237555867)	(83.0, 0.0005592902866753456)	(84.0, 0.0005746133082280948)	(85.0, 0.0005056597112407234)	(86.0, 0.00038307553881872984)	(87.0, 0.0003217834526077331)	(88.0, 0.0003064604310549839)	(89.0, 0.0003447679849368569)	(90.0, 0.00038307553881872984)	(91.0, 0.00043670611425335203)	(92.0, 0.00041372158192422824)	(93.0, 0.00038307553881872984)	(94.0, 0.00042138309270060284)	(95.0, 0.00041372158192422824)	(96.0, 0.00041372158192422824)	(97.0, 0.0005286442435698472)	(98.0, 0.0008810737392830787)	(99.0, 0.001846424097106278)	(100.0, 0.009339381636400634)
GFP_R2_MKRN250011211-1A_22MVT7LT4_L4_1	(0.0, 4.003402625338029e-05)	(1.0, 4.337019510782864e-05)	(2.0, 5.337870167117372e-05)	(3.0, 6.672337708896715e-05)	(4.0, 9.674889677900238e-05)	(5.0, 0.00024687649522917845)	(6.0, 0.00037365091169821606)	(7.0, 0.0004804083150405635)	(8.0, 0.0008607315644476762)	(9.0, 0.0015613270238818313)	(10.0, 0.0026756074212675824)	(11.0, 0.004840781007804567)	(12.0, 0.008073528627765024)	(13.0, 0.014081968734626518)	(14.0, 0.02455753893759436)	(15.0, 0.04030091976173616)	(16.0, 0.0617524854958391)	(17.0, 0.08978964854862309)	(18.0, 0.1310180232518959)	(19.0, 0.19079216061704712)	(20.0, 0.28227324677487553)	(21.0, 0.49559121949715795)	(22.0, 0.722500744132463)	(23.0, 0.8445444731658928)	(24.0, 1.053969136835034)	(25.0, 1.3242922267732755)	(26.0, 1.6459189213552237)	(27.0, 2.10133265933826)	(28.0, 2.6762079316613834)	(29.0, 3.17035792621342)	(30.0, 3.518317001563529)	(31.0, 4.0883881907362465)	(32.0, 4.846228971543881)	(33.0, 5.258549416434008)	(34.0, 5.504038065419736)	(35.0, 5.772996662296507)	(36.0, 5.914837217312234)	(37.0, 5.9214361593063325)	(38.0, 5.759688684736113)	(39.0, 5.518490348897206)	(40.0, 5.123211054515601)	(41.0, 4.617217660530273)	(42.0, 4.075143600384087)	(43.0, 3.54277445543549)	(44.0, 3.0506495153781037)	(45.0, 2.541750318320551)	(46.0, 2.060941663017454)	(47.0, 1.6908337626426622)	(48.0, 1.3497572036392798)	(49.0, 1.0446879150819588)	(50.0, 0.8341489710154317)	(51.0, 0.6501926203811492)	(52.0, 0.5040617522186024)	(53.0, 0.4079400551842362)	(54.0, 0.324622574213243)	(55.0, 0.2575322185502865)	(56.0, 0.2055980779930889)	(57.0, 0.16219785736557024)	(58.0, 0.1258236083455198)	(59.0, 0.09458372319246539)	(60.0, 0.07139401348519485)	(61.0, 0.05680828325354663)	(62.0, 0.04726016799211543)	(63.0, 0.036494351098810586)	(64.0, 0.02533153011182638)	(65.0, 0.018435669089681625)	(66.0, 0.0150327768581443)	(67.0, 0.012200369500717644)	(68.0, 0.010005170394490623)	(69.0, 0.008403809344355412)	(70.0, 0.006915878035271444)	(71.0, 0.006375418680850811)	(72.0, 0.005691504065688898)	(73.0, 0.004627266201119871)	(74.0, 0.003933343079394613)	(75.0, 0.0031560157363081463)	(76.0, 0.002482109627709578)	(77.0, 0.0019049524158900122)	(78.0, 0.0014412249451216904)	(79.0, 0.000960816630081127)	(80.0, 0.0006338720823451879)	(81.0, 0.0004904168216039086)	(82.0, 0.0003135998723181456)	(83.0, 0.00020684246897579813)	(84.0, 0.00023019565095693664)	(85.0, 0.00024354032637473007)	(86.0, 0.00015346376730462444)	(87.0, 7.339571479786387e-05)	(88.0, 5.671487052562208e-05)	(89.0, 5.337870167117372e-05)	(90.0, 6.005103938007044e-05)	(91.0, 4.337019510782864e-05)	(92.0, 2.668935083558686e-05)	(93.0, 2.3353181981138503e-05)	(94.0, 2.668935083558686e-05)	(95.0, 5.337870167117372e-05)	(96.0, 0.00010342123448789907)	(97.0, 0.00028691052148255877)	(98.0, 0.0012910973466715144)	(99.0, 0.0012477271515636858)	(100.0, 0.00019349779355800476)
GFP_R2_MKRN250011211-1A_22MVT7LT4_L4_2	(0.0, 2.0017960113814114e-05)	(1.0, 4.003592022762823e-05)	(2.0, 6.339020702707803e-05)	(3.0, 8.007184045525646e-05)	(4.0, 0.0001401257207966988)	(5.0, 0.00020017960113814115)	(6.0, 0.00025022450142267645)	(7.0, 0.0004971126761597172)	(8.0, 0.0008207363646663788)	(9.0, 0.001568073542248772)	(10.0, 0.002832541356104697)	(11.0, 0.0047142296068032235)	(12.0, 0.007686896683704619)	(13.0, 0.013692284717848854)	(14.0, 0.02432849419165542)	(15.0, 0.03959218877843868)	(16.0, 0.062022313085967395)	(17.0, 0.09086819360997353)	(18.0, 0.13159139713484272)	(19.0, 0.1919488832046779)	(20.0, 0.2782296276219024)	(21.0, 0.4771814605397296)	(22.0, 0.6958009392693791)	(23.0, 0.8222777475951423)	(24.0, 1.0320893238747137)	(25.0, 1.297654255397943)	(26.0, 1.6064045995400407)	(27.0, 2.051046865914765)	(28.0, 2.6457571066093832)	(29.0, 3.1487083544689627)	(30.0, 3.47543149046658)	(31.0, 4.007271991097079)	(32.0, 4.81930721576732)	(33.0, 5.283633809587295)	(34.0, 5.540744489289123)	(35.0, 5.8412908061112425)	(36.0, 5.96597600700682)	(37.0, 5.948363538433349)	(38.0, 5.779702215494408)	(39.0, 5.535272913524681)	(40.0, 5.136415058256935)	(41.0, 4.648046894340268)	(42.0, 4.113694139715486)	(43.0, 3.5721716190432726)	(44.0, 3.0751123241105254)	(45.0, 2.566719527426674)	(46.0, 2.0805733570826415)	(47.0, 1.7028411223883402)	(48.0, 1.356110035256966)	(49.0, 1.0441334632098584)	(50.0, 0.8264414832988157)	(51.0, 0.641725756348596)	(52.0, 0.4956980736450076)	(53.0, 0.40011231410154524)	(54.0, 0.32161855616859447)	(55.0, 0.2575043662507335)	(56.0, 0.20371610742491497)	(57.0, 0.15864233390197685)	(58.0, 0.12233642690888934)	(59.0, 0.09362066312562298)	(60.0, 0.07070677144867708)	(61.0, 0.05561322952286125)	(62.0, 0.04733580301579911)	(63.0, 0.037123307031068274)	(64.0, 0.02597663957435945)	(65.0, 0.019237259669375364)	(66.0, 0.01529705785363962)	(67.0, 0.012317718123366952)	(68.0, 0.010215832311416468)	(69.0, 0.008958037150931816)	(70.0, 0.007750286890731698)	(71.0, 0.006569227244016665)	(72.0, 0.005598356178496681)	(73.0, 0.004604130826177246)	(74.0, 0.003930192835678838)	(75.0, 0.003516488326660013)	(76.0, 0.0027958417625627047)	(77.0, 0.0020651862184084893)	(78.0, 0.0016081094624764004)	(79.0, 0.001231104546999568)	(80.0, 0.0009008082051216352)	(81.0, 0.0007873730978100218)	(82.0, 0.0007173102374116724)	(83.0, 0.0005271396163304383)	(84.0, 0.0004103681823331894)	(85.0, 0.000350314301991747)	(86.0, 0.00034030532193483995)	(87.0, 0.0003002694017072117)	(88.0, 0.0002769151149077619)	(89.0, 0.0002702424615364905)	(90.0, 0.0002468881747370407)	(91.0, 0.00022353388793759096)	(92.0, 0.00022019756125195525)	(93.0, 0.0002802514415933976)	(94.0, 0.00029026042165030465)	(95.0, 0.00031361470844975446)	(96.0, 0.0004003592022762823)	(97.0, 0.0004937763494740814)	(98.0, 0.0007673551376962077)	(99.0, 0.0014246114947664378)	(100.0, 0.005671755365580666)
