Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
HNF4_GFP_R1_MKRN250011208-1A_22MVT7LT4_L4_1	(1, 38.91174643999651)	(2, 39.09563160918444)	(3, 39.2255193759951)	(4, 38.856962057382255)	(5, 38.86959764994266)	(6, 38.67940100183297)	(7, 38.79790676517159)	(8, 38.76931477614503)	(9, 38.85566343365945)	(10, 38.8635854762053)	(15, 39.21274720339611)	(20, 39.30215826609152)	(25, 39.115639246307865)	(30, 39.05078957285588)	(35, 39.09631713639771)	(40, 39.10150835376832)	(45, 39.06248118943976)	(50, 39.0638435371703)	(55, 39.08392257920857)	(60, 39.08988551507894)	(65, 39.0708376160541)	(70, 39.05645588060067)	(75, 39.02778413023266)	(80, 39.00391504841692)	(85, 38.973218841115)	(90, 38.93918171443726)	(95, 38.91583323299575)	(100, 38.88860999662553)	(105, 38.87472501820932)	(110, 38.860193167307735)	(115, 38.833476370421124)	(120, 38.79556671552716)	(125, 38.75504725352842)	(130, 38.72733041254539)	(135, 38.683778993782404)	(140, 38.643243069122846)	(145, 38.604247404019155)	(150, 38.5448671619017)
HNF4_GFP_R1_MKRN250011208-1A_22MVT7LT4_L4_2	(1, 38.001813019325176)	(2, 38.94336600742008)	(3, 39.17073199107188)	(4, 39.08485369529504)	(5, 39.18120129261911)	(6, 39.095158120041695)	(7, 39.19825966157098)	(8, 39.232341872921644)	(9, 39.24454325654824)	(10, 39.18967413376349)	(15, 39.28834431730152)	(20, 39.29712889819327)	(25, 39.14205441122063)	(30, 39.100125165009715)	(35, 39.08521357206277)	(40, 39.07147685767085)	(45, 39.02872232676443)	(50, 39.02863448420801)	(55, 38.988697820417514)	(60, 38.95134789599126)	(65, 38.90676193159802)	(70, 38.897734639045844)	(75, 38.84224576463337)	(80, 38.79660986777644)	(85, 38.74426100823164)	(90, 38.71010876802441)	(95, 38.6570868158293)	(100, 38.60492700167223)	(105, 38.55821405149398)	(110, 38.47730432685888)	(115, 38.432116449556986)	(120, 38.32056365848861)	(125, 38.16536925429212)	(130, 38.049079270026105)	(135, 38.01050407829271)	(140, 37.98196588063507)	(145, 37.941224347850024)	(150, 37.92120953020432)
HNF4_GFP_R2_MKRN250011213-1A_22MGWFLT4_L3_1	(1, 39.09141419598636)	(2, 39.35484467994131)	(3, 39.48575047705262)	(4, 39.412888463451004)	(5, 39.377068758993644)	(6, 39.29908770065673)	(7, 39.356060208109525)	(8, 39.32680969036693)	(9, 39.32052574178927)	(10, 39.28005894195703)	(15, 39.5597532254636)	(20, 39.612168237154826)	(25, 39.50883201242855)	(30, 39.43235825256803)	(35, 39.47296005060255)	(40, 39.484591071120924)	(45, 39.45567636140652)	(50, 39.460698076792745)	(55, 39.46425631368356)	(60, 39.48403496562308)	(65, 39.477054633173694)	(70, 39.46469647314475)	(75, 39.45244173915789)	(80, 39.443172969440596)	(85, 39.43086962521396)	(90, 39.4125259823909)	(95, 39.39595653166756)	(100, 39.368798322756206)	(105, 39.350581077443515)	(110, 39.32860043063338)	(115, 39.31624526451618)	(120, 39.30007160892545)	(125, 39.273187860068916)	(130, 39.26145733281112)	(135, 39.208808306091)	(140, 39.18353762244759)	(145, 39.160748619466474)	(150, 39.1376132481139)
HNF4_GFP_R2_MKRN250011213-1A_22MGWFLT4_L3_2	(1, 38.610519027261745)	(2, 39.36787663341701)	(3, 39.48023596379326)	(4, 39.44108811817133)	(5, 39.48424562814038)	(6, 39.4820968160293)	(7, 39.549167515622095)	(8, 39.48964473971068)	(9, 39.55601105352216)	(10, 39.53366340756692)	(15, 39.57872558975298)	(20, 39.5811589323493)	(25, 39.48140206520032)	(30, 39.44319980577678)	(35, 39.44364404784489)	(40, 39.43738611908203)	(45, 39.43026142565178)	(50, 39.413774987935895)	(55, 39.398426944334744)	(60, 39.38291450776144)	(65, 39.35954060329499)	(70, 39.34727187957507)	(75, 39.31578627062839)	(80, 39.29217388748281)	(85, 39.2748909603734)	(90, 39.24532020294367)	(95, 39.212359357593634)	(100, 39.18740504876946)	(105, 39.169344357823626)	(110, 39.14747203618387)	(115, 39.11446976598225)	(120, 39.080934906098676)	(125, 39.048740284416176)	(130, 39.02715075134937)	(135, 38.969963825380916)	(140, 38.93292434684413)	(145, 38.88277686947334)	(150, 38.840425592719676)
HNF4_GFP_R2_MKRN250011213-1A_22MVT7LT4_L4_1	(1, 38.92202246583603)	(2, 39.124462018993775)	(3, 39.12902808271302)	(4, 38.996529195248684)	(5, 39.01130759792891)	(6, 38.778990784554296)	(7, 38.945991792454485)	(8, 38.86628254811212)	(9, 38.84170226734351)	(10, 38.857563166528685)	(15, 39.24875489355465)	(20, 39.331086935501354)	(25, 39.156390552544984)	(30, 39.09796045809996)	(35, 39.13888789346631)	(40, 39.14044081770048)	(45, 39.104715730070005)	(50, 39.10392830282371)	(55, 39.12179686561712)	(60, 39.12432218921383)	(65, 39.1090484469225)	(70, 39.09558655638933)	(75, 39.06386971810283)	(80, 39.040133933410594)	(85, 39.00982447712217)	(90, 38.97825797396179)	(95, 38.95287744775262)	(100, 38.92728564426334)	(105, 38.910342778020365)	(110, 38.89588694798516)	(115, 38.86809515224253)	(120, 38.83417659403302)	(125, 38.7931791044485)	(130, 38.76892599415546)	(135, 38.725096993325344)	(140, 38.69019784325523)	(145, 38.65500005712456)	(150, 38.59635701346105)
HNF4_GFP_R2_MKRN250011213-1A_22MVT7LT4_L4_2	(1, 38.046814553331906)	(2, 38.9149200715924)	(3, 39.13268753784502)	(4, 39.06427209793992)	(5, 39.14685554368789)	(6, 39.13667316028957)	(7, 39.236003019520716)	(8, 39.22928795766875)	(9, 39.25696606160145)	(10, 39.23400792331599)	(15, 39.29261908868769)	(20, 39.302197930196016)	(25, 39.14164896037478)	(30, 39.101660597065916)	(35, 39.0687778046836)	(40, 39.05108368079464)	(45, 39.00973672822279)	(50, 39.00646549718293)	(55, 38.96153070417308)	(60, 38.91957040100606)	(65, 38.86970829412405)	(70, 38.858525617857865)	(75, 38.79765304436294)	(80, 38.74976365757699)	(85, 38.6964889015337)	(90, 38.665683464724474)	(95, 38.6118155049435)	(100, 38.56191998715951)	(105, 38.51478681810342)	(110, 38.43549948741156)	(115, 38.39162030056436)	(120, 38.28241427344942)	(125, 38.13294493275881)	(130, 38.021389748621274)	(135, 37.98337014848764)	(140, 37.9577328125431)	(145, 37.921407471168116)	(150, 37.9063605830495)
HNF4_GFP_R3_MKRN250011218-1A_22MVT7LT4_L4_1	(1, 38.90067933922613)	(2, 39.24369117747097)	(3, 39.07864177327969)	(4, 38.94393500925297)	(5, 38.75079145478058)	(6, 38.832472928824515)	(7, 38.87772686234406)	(8, 38.800633217038964)	(9, 38.76849207469104)	(10, 38.859201660150404)	(15, 39.22045665784164)	(20, 39.309636492066055)	(25, 39.12555639526061)	(30, 39.05942621941537)	(35, 39.09627531927294)	(40, 39.099984369719664)	(45, 39.060370445626184)	(50, 39.058043606264874)	(55, 39.0821610549171)	(60, 39.08882553801557)	(65, 39.06887635135628)	(70, 39.05221396993481)	(75, 39.0239810598962)	(80, 39.00186232410354)	(85, 38.970979633658985)	(90, 38.93698747824451)	(95, 38.91172257721711)	(100, 38.88997765552831)	(105, 38.875337513686844)	(110, 38.86071726815456)	(115, 38.833677119679024)	(120, 38.79889070241924)	(125, 38.76013664182052)	(130, 38.73857237152387)	(135, 38.698451461091224)	(140, 38.66595358058031)	(145, 38.63522074215953)	(150, 38.57729918630008)
HNF4_GFP_R3_MKRN250011218-1A_22MVT7LT4_L4_2	(1, 38.161884856304155)	(2, 38.84907056002848)	(3, 39.17061197469864)	(4, 39.09297911872004)	(5, 39.19780883986809)	(6, 39.19997951833135)	(7, 39.271859059394146)	(8, 39.27306336259037)	(9, 39.29473727248918)	(10, 39.275570587271346)	(15, 39.31847754861151)	(20, 39.332638635812074)	(25, 39.18527952791882)	(30, 39.13888520181406)	(35, 39.10298764220429)	(40, 39.078469488389025)	(45, 39.03505433451443)	(50, 39.03250009186892)	(55, 38.994667960606726)	(60, 38.95791776284835)	(65, 38.913556236444904)	(70, 38.90122643747065)	(75, 38.844646519598946)	(80, 38.80464325459391)	(85, 38.753031164272)	(90, 38.72284725112681)	(95, 38.670977360217414)	(100, 38.62477286204919)	(105, 38.58113379930903)	(110, 38.50244160233699)	(115, 38.45942153062691)	(120, 38.35534232309483)	(125, 38.20939945400152)	(130, 38.10151318674455)	(135, 38.06683985029106)	(140, 38.04132220996614)	(145, 38.004976797148906)	(150, 37.98682231670555)
HNF4_NKX_R1_MKRN250011209-1A_22MGWFLT4_L3_1	(1, 39.084365794321336)	(2, 39.33030960505175)	(3, 39.47206636916097)	(4, 39.37199186319327)	(5, 39.29022600513658)	(6, 39.26166695721403)	(7, 39.31964947773648)	(8, 39.26305270159083)	(9, 39.26404259831512)	(10, 39.208981577816544)	(15, 39.51108301252833)	(20, 39.56821037998044)	(25, 39.45383256032929)	(30, 39.36569516510678)	(35, 39.41125961721032)	(40, 39.424120557540036)	(45, 39.393001713304145)	(50, 39.39659909682333)	(55, 39.405420947613756)	(60, 39.429265244576115)	(65, 39.42088748710581)	(70, 39.406994011763274)	(75, 39.39465017171905)	(80, 39.383938800731514)	(85, 39.37012827018462)	(90, 39.35158677724492)	(95, 39.33517381209617)	(100, 39.30566262010062)	(105, 39.287358968864055)	(110, 39.26519649699811)	(115, 39.25385238047122)	(120, 39.23870351843606)	(125, 39.211458929001694)	(130, 39.1980338086096)	(135, 39.14549949533588)	(140, 39.11974302658564)	(145, 39.09788968231144)	(150, 39.07241014036214)
HNF4_NKX_R1_MKRN250011209-1A_22MGWFLT4_L3_2	(1, 38.80328176025068)	(2, 39.42294156444766)	(3, 39.506265274556156)	(4, 39.493565116106055)	(5, 39.501333279295224)	(6, 39.46544244441755)	(7, 39.55260276771349)	(8, 39.49553630417089)	(9, 39.545400894293685)	(10, 39.508061467978536)	(15, 39.56728854906568)	(20, 39.56772897815787)	(25, 39.468840849257)	(30, 39.428166586904936)	(35, 39.4321594294464)	(40, 39.42877845744887)	(45, 39.42034984493654)	(50, 39.403404345330166)	(55, 39.391084877953446)	(60, 39.37491935922647)	(65, 39.35127570650201)	(70, 39.33960408572516)	(75, 39.30997591602922)	(80, 39.287260145747446)	(85, 39.26991041517923)	(90, 39.23942115192222)	(95, 39.205922447171275)	(100, 39.18177424136603)	(105, 39.16354864928786)	(110, 39.14559876260133)	(115, 39.11237237660713)	(120, 39.08097255271214)	(125, 39.04956018161246)	(130, 39.03225997363977)	(135, 38.9793901059184)	(140, 38.94762857831287)	(145, 38.90292188865411)	(150, 38.86330209116377)
HNF4_NKX_R1_MKRN250011209-1A_22MVT7LT4_L4_1	(1, 38.881378630359976)	(2, 39.0852822701767)	(3, 39.10165457741663)	(4, 38.89302826581074)	(5, 38.77620840424013)	(6, 38.78188758944671)	(7, 38.906603124517915)	(8, 38.767024861077026)	(9, 38.778453511859965)	(10, 38.79673785573022)	(15, 39.161639863218944)	(20, 39.2556796350251)	(25, 39.06633579344817)	(30, 38.996185357833646)	(35, 39.044532963093445)	(40, 39.05134581172167)	(45, 39.006722993605635)	(50, 39.00913839225201)	(55, 39.033126410777285)	(60, 39.04213567794443)	(65, 39.02180772099901)	(70, 39.006298678892065)	(75, 38.976616936059656)	(80, 38.94978816566726)	(85, 38.91865492791281)	(90, 38.88104908546461)	(95, 38.85801173573494)	(100, 38.83086409533496)	(105, 38.815246034125224)	(110, 38.80068063277692)	(115, 38.7746335443254)	(120, 38.73503673870103)	(125, 38.69470520132096)	(130, 38.6678468213982)	(135, 38.62617198705368)	(140, 38.587885415223255)	(145, 38.553951492657845)	(150, 38.49421771880426)
HNF4_NKX_R1_MKRN250011209-1A_22MVT7LT4_L4_2	(1, 38.267899109027255)	(2, 38.979348499764676)	(3, 39.156140460511516)	(4, 39.13160391698343)	(5, 39.1488375814013)	(6, 39.07985800225634)	(7, 39.223151464763056)	(8, 39.22672537854945)	(9, 39.228820747924416)	(10, 39.170089326712244)	(15, 39.26053489761497)	(20, 39.266802916393836)	(25, 39.11571985302708)	(30, 39.07073433023985)	(35, 39.048877062787724)	(40, 39.03686853857586)	(45, 38.99235498107593)	(50, 38.98952408295136)	(55, 38.946828057928165)	(60, 38.90634970461414)	(65, 38.85636717508235)	(70, 38.84361090154801)	(75, 38.7846604277744)	(80, 38.73633098431461)	(85, 38.68185249152666)	(90, 38.646697043001744)	(95, 38.59131780221691)	(100, 38.53932266991744)	(105, 38.49172237925619)	(110, 38.409591459123725)	(115, 38.363034361002605)	(120, 38.251338131598786)	(125, 38.09134554605704)	(130, 37.97531734092651)	(135, 37.94109348164665)	(140, 37.91745507777181)	(145, 37.881555140353946)	(150, 37.86873402049905)
HNF4_NKX_R2_MKRN250011214-1A_22MVT7LT4_L4_1	(1, 38.800887176387796)	(2, 39.081314329731725)	(3, 39.1241752519529)	(4, 38.81587486094543)	(5, 38.72090117880113)	(6, 38.615946779092724)	(7, 38.87477837472893)	(8, 38.85580586172209)	(9, 38.799285979055576)	(10, 38.807348830082525)	(15, 39.16743662581438)	(20, 39.2570338748943)	(25, 39.06080464667967)	(30, 38.99897096059263)	(35, 39.04278442589663)	(40, 39.05033033710223)	(45, 39.007962917301896)	(50, 39.00813979083441)	(55, 39.02806677316305)	(60, 39.03646794790451)	(65, 39.01566542277546)	(70, 39.00148244022088)	(75, 38.96925014619538)	(80, 38.942741348698085)	(85, 38.91196052948233)	(90, 38.87554025599201)	(95, 38.85005296093221)	(100, 38.820811076734095)	(105, 38.805802593275345)	(110, 38.785509594187474)	(115, 38.75427902057334)	(120, 38.71122558196746)	(125, 38.665791114906995)	(130, 38.634776768335236)	(135, 38.587238265982215)	(140, 38.54316967256816)	(145, 38.50261963234616)	(150, 38.43852355172616)
HNF4_NKX_R2_MKRN250011214-1A_22MVT7LT4_L4_2	(1, 38.12745867184323)	(2, 38.82721606316648)	(3, 39.06517970426386)	(4, 39.0605726334371)	(5, 39.083740539688925)	(6, 39.108429950735655)	(7, 39.23975380023148)	(8, 39.2244869230157)	(9, 39.238770074475674)	(10, 39.21038886968063)	(15, 39.25918483426376)	(20, 39.275070361197464)	(25, 39.13122022007975)	(30, 39.09702195281904)	(35, 39.06633240149284)	(40, 39.04042843854848)	(45, 38.996205486199564)	(50, 38.993649192397996)	(55, 38.94945984171983)	(60, 38.90987888335793)	(65, 38.86091518367825)	(70, 38.849622728741686)	(75, 38.78826601525745)	(80, 38.74043949538408)	(85, 38.6857304341242)	(90, 38.6509501380839)	(95, 38.59252125405906)	(100, 38.53891829744352)	(105, 38.48944041739179)	(110, 38.40387023962939)	(115, 38.354323234476844)	(120, 38.23754813791544)	(125, 38.0771267691119)	(130, 37.956558724379164)	(135, 37.914987387782446)	(140, 37.88329734346225)	(145, 37.84269512904227)	(150, 37.82369405842299)
HNF4_NKX_R3_MKRN250011219-1A_22MVT7LT4_L4_1	(1, 38.821722051739656)	(2, 39.12679626131724)	(3, 39.28101194157463)	(4, 39.03025995460996)	(5, 38.832272370427226)	(6, 38.7569621648029)	(7, 38.94171006185429)	(8, 38.9955292420147)	(9, 38.9143699166362)	(10, 38.92552485332983)	(15, 39.28194549674997)	(20, 39.36650416755403)	(25, 39.203086967090464)	(30, 39.153259823250565)	(35, 39.18771349772756)	(40, 39.19748485560158)	(45, 39.165529155912154)	(50, 39.16385562783409)	(55, 39.183473825399055)	(60, 39.18945624716164)	(65, 39.170162558635084)	(70, 39.15478593359271)	(75, 39.12753996674407)	(80, 39.10670063998792)	(85, 39.078630905070504)	(90, 39.046563653808555)	(95, 39.02333483298799)	(100, 39.00337840087555)	(105, 38.988275675238)	(110, 38.97257067290495)	(115, 38.946354763945635)	(120, 38.913061446381086)	(125, 38.87625022485277)	(130, 38.85293715078367)	(135, 38.812347647803605)	(140, 38.77878787891641)	(145, 38.74559009700279)	(150, 38.69073335997281)
HNF4_NKX_R3_MKRN250011219-1A_22MVT7LT4_L4_2	(1, 38.33268487796279)	(2, 39.0656393629277)	(3, 39.25723737483267)	(4, 39.2037306239054)	(5, 39.25539198098584)	(6, 39.24689828307709)	(7, 39.31226309340824)	(8, 39.30591746311874)	(9, 39.32456651080127)	(10, 39.304478218792)	(15, 39.34736358037963)	(20, 39.35987033550599)	(25, 39.22695150462924)	(30, 39.18419135225913)	(35, 39.14827152534984)	(40, 39.12238887989454)	(45, 39.07760139009376)	(50, 39.0719585940922)	(55, 39.03290497388103)	(60, 38.994983173738945)	(65, 38.9505781149642)	(70, 38.936780924460535)	(75, 38.88117800496502)	(80, 38.83849979846491)	(85, 38.78774442677952)	(90, 38.75621267396373)	(95, 38.703954231789496)	(100, 38.65806498570464)	(105, 38.61384919983378)	(110, 38.5343561750094)	(115, 38.490176611588325)	(120, 38.38592458375676)	(125, 38.24192170021223)	(130, 38.13206947805189)	(135, 38.09567402577622)	(140, 38.066788123566404)	(145, 38.02764129204884)	(150, 38.01187884277671)
HNF4_R1_MKRN250011207-1A_22MGWFLT4_L3_1	(1, 39.11294729778485)	(2, 39.365520341390194)	(3, 39.4895439548214)	(4, 39.41564923219772)	(5, 39.38277305255687)	(6, 39.30427615246542)	(7, 39.375586802492506)	(8, 39.33905750010708)	(9, 39.35183412525501)	(10, 39.30065017307094)	(15, 39.56812112992698)	(20, 39.618236481143796)	(25, 39.51083101483884)	(30, 39.42914788329193)	(35, 39.46753608806252)	(40, 39.47684497377186)	(45, 39.44957456969689)	(50, 39.45429898849311)	(55, 39.45958225229167)	(60, 39.477903564425596)	(65, 39.47045287524598)	(70, 39.456295019339635)	(75, 39.4486162105156)	(80, 39.43800065804978)	(85, 39.42466082442952)	(90, 39.40803510539946)	(95, 39.39240907017823)	(100, 39.36767929650597)	(105, 39.348885382070726)	(110, 39.33050349470633)	(115, 39.31656875328764)	(120, 39.302047445998454)	(125, 39.27385975069507)	(130, 39.261452865460264)	(135, 39.20942432515808)	(140, 39.18027050626358)	(145, 39.15548586837305)	(150, 39.13228228249907)
HNF4_R1_MKRN250011207-1A_22MGWFLT4_L3_2	(1, 38.75727893369627)	(2, 39.33108325869714)	(3, 39.49969415604635)	(4, 39.50523095028516)	(5, 39.5226232283229)	(6, 39.495075936409485)	(7, 39.603312451241834)	(8, 39.53816809016854)	(9, 39.595527186583745)	(10, 39.564608087402874)	(15, 39.613697060641485)	(20, 39.61203066428537)	(25, 39.519567644292486)	(30, 39.48219766807822)	(35, 39.48447533524524)	(40, 39.47932194884762)	(45, 39.47204785186533)	(50, 39.455157693720025)	(55, 39.44192617682545)	(60, 39.42766430349474)	(65, 39.40552444176861)	(70, 39.39297285616864)	(75, 39.36525750649186)	(80, 39.3413671874436)	(85, 39.32576059533132)	(90, 39.297306728358436)	(95, 39.26698099692777)	(100, 39.24305230501104)	(105, 39.22424908611773)	(110, 39.205514912720176)	(115, 39.17410113721333)	(120, 39.14346438020839)	(125, 39.112021792965855)	(130, 39.09334716809995)	(135, 39.04055489221186)	(140, 39.00645475923832)	(145, 38.96101287688871)	(150, 38.919814982455485)
HNF4_R1_MKRN250011207-1A_22MVT7LT4_L4_1	(1, 38.80252463955901)	(2, 39.14788639135456)	(3, 39.12308901037745)	(4, 38.99334008808662)	(5, 39.03028605585322)	(6, 38.80054994523046)	(7, 38.9427230870435)	(8, 38.89348707873895)	(9, 38.904404613763234)	(10, 38.89116152522707)	(15, 39.27212055739243)	(20, 39.35553079441368)	(25, 39.17326882503532)	(30, 39.118089172712466)	(35, 39.15761894812029)	(40, 39.164054258424684)	(45, 39.13205531892364)	(50, 39.12887441480248)	(55, 39.14895979628504)	(60, 39.152673024541144)	(65, 39.13548908845992)	(70, 39.120003890651674)	(75, 39.09252910006721)	(80, 39.06924597473151)	(85, 39.04079959897189)	(90, 39.009237064492524)	(95, 38.9856836412512)	(100, 38.961939241977646)	(105, 38.946470937788504)	(110, 38.93578048318176)	(115, 38.906465527519416)	(120, 38.87363276532244)	(125, 38.83432702570862)	(130, 38.808577620588984)	(135, 38.765369158583255)	(140, 38.72862168410522)	(145, 38.69470476649287)	(150, 38.63784593692968)
HNF4_R1_MKRN250011207-1A_22MVT7LT4_L4_2	(1, 38.26518226450207)	(2, 38.85579921974112)	(3, 39.15502024068422)	(4, 39.178904369317685)	(5, 39.205887278067486)	(6, 39.151769229390965)	(7, 39.327647970387936)	(8, 39.32170960730957)	(9, 39.33414406538881)	(10, 39.28656357786914)	(15, 39.36023519582116)	(20, 39.36089550191899)	(25, 39.223278787420746)	(30, 39.18301283281878)	(35, 39.15886142395965)	(40, 39.147695469209495)	(45, 39.10713755407069)	(50, 39.1049638814693)	(55, 39.064571184308704)	(60, 39.025440982060836)	(65, 38.97995988371694)	(70, 38.96788778972591)	(75, 38.91358323764997)	(80, 38.865586929996965)	(85, 38.817616461228674)	(90, 38.787310359358536)	(95, 38.73785344071424)	(100, 38.69098119190546)	(105, 38.645507718592185)	(110, 38.5703325415965)	(115, 38.52950015229853)	(120, 38.42767678653727)	(125, 38.28574061343237)	(130, 38.178962675205625)	(135, 38.14528030138001)	(140, 38.11973733790242)	(145, 38.08190980343183)	(150, 38.064190363874275)
HNF4_R2_MKRN250011212-1A_22MGWFLT4_L3_1	(1, 39.09767199524606)	(2, 39.37828635464897)	(3, 39.486270233778626)	(4, 39.4240594038693)	(5, 39.357864154301694)	(6, 39.29710415749059)	(7, 39.37995826169162)	(8, 39.33091942448402)	(9, 39.33458947812414)	(10, 39.28189149962203)	(15, 39.55940929720536)	(20, 39.60912017658775)	(25, 39.50364981208715)	(30, 39.42335892174718)	(35, 39.45989933502541)	(40, 39.4701805738763)	(45, 39.44104195372826)	(50, 39.446630035863734)	(55, 39.45308092832963)	(60, 39.473161396983784)	(65, 39.465976267627255)	(70, 39.4514101521)	(75, 39.44063282557944)	(80, 39.430639095937615)	(85, 39.4164305434857)	(90, 39.399051813286945)	(95, 39.38274339760686)	(100, 39.35507325124008)	(105, 39.33611358790573)	(110, 39.31360560295233)	(115, 39.29885725690771)	(120, 39.28160161570564)	(125, 39.24857096332264)	(130, 39.23298830343558)	(135, 39.1768878216527)	(140, 39.142471414460495)	(145, 39.114509857579755)	(150, 39.084450812178176)
HNF4_R2_MKRN250011212-1A_22MGWFLT4_L3_2	(1, 38.5352774082218)	(2, 39.23580306665181)	(3, 39.45183810828552)	(4, 39.46821114992941)	(5, 39.50761630835914)	(6, 39.509045090603564)	(7, 39.56766841622287)	(8, 39.51349399170775)	(9, 39.57843092909294)	(10, 39.56082801521396)	(15, 39.601563575155815)	(20, 39.60720079111678)	(25, 39.51217625530139)	(30, 39.47432647363312)	(35, 39.47588993570763)	(40, 39.46599611339567)	(45, 39.45797310813569)	(50, 39.43997995068524)	(55, 39.426923640154946)	(60, 39.411164743059494)	(65, 39.38879183372073)	(70, 39.37446398049573)	(75, 39.3457175263013)	(80, 39.32201591166993)	(85, 39.30535977098775)	(90, 39.27490697649435)	(95, 39.241593394695016)	(100, 39.215519390898876)	(105, 39.194038806110235)	(110, 39.17362440837277)	(115, 39.14024263854862)	(120, 39.10468603259343)	(125, 39.07126694593978)	(130, 39.04820610650336)	(135, 38.990019444329796)	(140, 38.9505717673307)	(145, 38.89988539210093)	(150, 38.85280857201498)
HNF4_R2_MKRN250011212-1A_22MVT7LT4_L4_1	(1, 38.75119101620334)	(2, 39.24953417938678)	(3, 39.133445926088946)	(4, 39.06557348440605)	(5, 38.944153758916336)	(6, 38.78722259662922)	(7, 38.99390430932694)	(8, 38.89230203184437)	(9, 38.88947202391982)	(10, 38.85955877229137)	(15, 39.24275672729798)	(20, 39.328328207236275)	(25, 39.14471942117176)	(30, 39.08821197234416)	(35, 39.12544206451938)	(40, 39.130187611637886)	(45, 39.096607032337005)	(50, 39.09554449476081)	(55, 39.11444783760466)	(60, 39.12000229774539)	(65, 39.10157714286269)	(70, 39.0855502233697)	(75, 39.0571063896106)	(80, 39.03243323359065)	(85, 39.00120537105255)	(90, 38.968422797754656)	(95, 38.946116610335956)	(100, 38.92078733651439)	(105, 38.903018250957665)	(110, 38.88735659542)	(115, 38.857908176713586)	(120, 38.81993568009567)	(125, 38.77655238089929)	(130, 38.74766157749188)	(135, 38.699351868560235)	(140, 38.656642065682796)	(145, 38.61634220506238)	(150, 38.55530810087345)
HNF4_R2_MKRN250011212-1A_22MVT7LT4_L4_2	(1, 37.95999935527397)	(2, 38.725475900516834)	(3, 39.08207592569993)	(4, 39.11765147153262)	(5, 39.17816361425654)	(6, 39.1784059924618)	(7, 39.25936588771563)	(8, 39.26110567847295)	(9, 39.28632561548613)	(10, 39.27145833027836)	(15, 39.325121761721135)	(20, 39.33801914230351)	(25, 39.18700961890026)	(30, 39.14343891287558)	(35, 39.114076005199976)	(40, 39.092067724833356)	(45, 39.050329446516045)	(50, 39.04628420274598)	(55, 39.004656860933196)	(60, 38.96252864455927)	(65, 38.91515878135632)	(70, 38.903690147580456)	(75, 38.84617249063117)	(80, 38.79855067528386)	(85, 38.74592326524162)	(90, 38.7143789294809)	(95, 38.661575552861656)	(100, 38.6099252905539)	(105, 38.562229404427065)	(110, 38.48117183075651)	(115, 38.43456800387126)	(120, 38.32819334800287)	(125, 38.177218121115665)	(130, 38.06471405976586)	(135, 38.02296111756712)	(140, 37.991201598435794)	(145, 37.948687903764224)	(150, 37.92921853509764)
HNF4_R3_MKRN250011217-1A_22MVT7LT4_L4_1	(1, 39.18366802244283)	(2, 39.09865817055531)	(3, 39.06143954675945)	(4, 38.86168448473307)	(5, 38.738749518365296)	(6, 38.756316113966)	(7, 39.04719601033476)	(8, 38.91434524649919)	(9, 38.862826955555086)	(10, 38.94849921874715)	(15, 39.28263704374177)	(20, 39.359984389985605)	(25, 39.18901010288555)	(30, 39.1322822447046)	(35, 39.166609663467085)	(40, 39.16917919561578)	(45, 39.13179266101534)	(50, 39.12990716726161)	(55, 39.15143330834097)	(60, 39.156701911689524)	(65, 39.13720790910261)	(70, 39.12078545191357)	(75, 39.09089110532182)	(80, 39.07000286026007)	(85, 39.039849573099204)	(90, 39.005952976980595)	(95, 38.98015096413973)	(100, 38.95827834263079)	(105, 38.9432964078271)	(110, 38.92782939354535)	(115, 38.90020561638175)	(120, 38.86620313691663)	(125, 38.82939040787825)	(130, 38.80904204926137)	(135, 38.77192454672614)	(140, 38.74221342869539)	(145, 38.714307124024614)	(150, 38.65914171138106)
HNF4_R3_MKRN250011217-1A_22MVT7LT4_L4_2	(1, 38.347649117649524)	(2, 39.03674280201907)	(3, 39.23204815036157)	(4, 39.2126705867917)	(5, 39.23671912052698)	(6, 39.218551848821825)	(7, 39.29928227027717)	(8, 39.290888449212545)	(9, 39.311490917546074)	(10, 39.29346298413018)	(15, 39.33689195244017)	(20, 39.34495780847776)	(25, 39.2006771101617)	(30, 39.15986391952762)	(35, 39.12296017791634)	(40, 39.09594185613472)	(45, 39.0476112401559)	(50, 39.03902227671974)	(55, 38.994653286408735)	(60, 38.955115337677235)	(65, 38.90605378449369)	(70, 38.89200059397136)	(75, 38.83304430308614)	(80, 38.791044218417284)	(85, 38.738544404839196)	(90, 38.707042794089425)	(95, 38.65478861474661)	(100, 38.60835982458504)	(105, 38.5663401930149)	(110, 38.48904289165201)	(115, 38.44790759834213)	(120, 38.34785359508474)	(125, 38.20711241595703)	(130, 38.103206504115356)	(135, 38.07282640757138)	(140, 38.05043370439352)	(145, 38.022279375848704)	(150, 38.010310087864355)
