Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
HNF4_GFP_R1_MKRN250011208-1A_22MVT7LT4_L4_1	(1, 0.00011884139646146615)	(2, 0.08988787939724895)	(3, 0.007580830132173525)	(4, 0.048493544566618266)	(5, 0.0)	(6, 6.254810340077165e-06)	(7, 2.501924136030866e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.039198896401263596)	(30, 0.00013885678954971307)	(35, 0.0001888952722703304)	(40, 0.0)	(45, 0.0)	(50, 0.00011759043439345071)	(55, 5.2540406856648186e-05)	(60, 0.00010257888957726552)	(65, 7.505772408092599e-06)	(70, 0.00036903381006455276)	(75, 5.3791368924663626e-05)	(80, 0.0)	(85, 0.0)	(90, 0.00022267124810674708)	(95, 0.00022892605844682427)	(100, 3.7528862040462997e-06)	(105, 0.0002939760859836268)	(110, 2.5019241360308663e-06)	(115, 0.0)	(120, 7.255579994489511e-05)	(125, 0.0)	(130, 3.7528862040462997e-06)	(135, 0.0)	(140, 0.0)	(145, 6.880291374084882e-05)	(150, 0.0)
HNF4_GFP_R1_MKRN250011208-1A_22MVT7LT4_L4_2	(1, 0.19233541795737286)	(2, 0.2007606474854568)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00010382985164528093)	(15, 3.7528862040462997e-06)	(20, 7.755964821695686e-05)	(25, 3.7528862040462997e-06)	(30, 2.8772127564354958e-05)	(35, 0.0)	(40, 0.0)	(45, 0.049683209493300934)	(50, 0.0002514433756711021)	(55, 3.7528862040462997e-06)	(60, 2.376827929229323e-05)	(65, 0.03273267347169182)	(70, 0.0001401077516177285)	(75, 0.025479595401338342)	(80, 0.032677631140699145)	(85, 0.04267031614000642)	(90, 0.00036152803765646016)	(95, 0.0012084293577029083)	(100, 4.503463444855559e-05)	(105, 5.3791368924663626e-05)	(110, 0.05329223505952547)	(115, 0.00430330951397309)	(120, 0.004300807589837059)	(125, 0.00721805113244905)	(130, 0.009409736675612087)	(135, 0.006618840301869657)	(140, 0.003964298793540907)	(145, 0.005345360916629946)	(150, 0.0)
HNF4_GFP_R2_MKRN250011213-1A_22MGWFLT4_L3_1	(1, 0.11774238369265265)	(2, 0.2588917137504651)	(3, 2.7217379494371858e-05)	(4, 0.020331382482295775)	(5, 0.006042258247750552)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.03517574125852619)	(15, 0.0)	(20, 0.03408704607875131)	(25, 5.9878234887618075e-05)	(30, 0.044059493925489156)	(35, 0.04108735608470375)	(40, 0.001684755790701618)	(45, 0.03241589897779688)	(50, 0.0005824519211795577)	(55, 0.023273581205637373)	(60, 0.00017691296671341704)	(65, 0.0009526082823030149)	(70, 0.0003619911472751457)	(75, 0.0006096693006739295)	(80, 0.0002912259605897788)	(85, 0.0003511041954773969)	(90, 0.006992144792104129)	(95, 0.00046269545140432153)	(100, 0.0009008952612637084)	(105, 0.0005906171350278692)	(110, 0.0005035215206458793)	(115, 0.0001714694908145427)	(120, 0.0003511041954773969)	(125, 0.024865797906058126)	(130, 1.9052165646060297e-05)	(135, 0.007332362035783777)	(140, 0.0005606780175840602)	(145, 0.024256128605384196)	(150, 0.0001496955872190452)
HNF4_GFP_R2_MKRN250011213-1A_22MGWFLT4_L3_2	(1, 0.008709561438198994)	(2, 0.0738815766374724)	(3, 0.004096215613902964)	(4, 0.0017827383568813566)	(5, 0.00031299986418527635)	(6, 0.0)	(7, 0.002068520841572261)	(8, 0.13135107343983857)	(9, 0.0)	(10, 0.00786037919797459)	(15, 0.008116222565221688)	(20, 0.000571564969381809)	(25, 0.00023134772570216076)	(30, 0.0003429389816290854)	(35, 0.0006232779904211154)	(40, 0.0005307389001402512)	(45, 0.0007076518668536682)	(50, 0.0010995821315726228)	(55, 0.0005198519483425024)	(60, 0.0010070430412917586)	(65, 0.0008845648335670853)	(70, 0.0004708606652526331)	(75, 0.000938999592555829)	(80, 0.0005633997555334974)	(85, 0.003943798288734482)	(90, 0.0007403127222469144)	(95, 0.017073462156819465)	(100, 0.008456439808901334)	(105, 0.0004980780447470049)	(110, 0.0002422346774999095)	(115, 0.0029803030546337182)	(120, 0.00040009547856726627)	(125, 0.000484469354999819)	(130, 2.449564154493467e-05)	(135, 9.798256617973868e-05)	(140, 0.0002395129395504723)	(145, 0.002302590305223859)	(150, 0.012098125185248288)
HNF4_GFP_R2_MKRN250011213-1A_22MVT7LT4_L4_1	(1, 0.00011146255875121808)	(2, 0.0885082380583891)	(3, 0.006680787115151133)	(4, 0.047615411816535974)	(5, 0.0)	(6, 6.96640992195113e-06)	(7, 3.483204960975565e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.04027420904078387)	(30, 0.00015465430026731508)	(35, 0.00021595870758048502)	(40, 0.0)	(45, 0.0)	(50, 9.752973890731582e-05)	(55, 5.851784334438948e-05)	(60, 0.00010449614882926694)	(65, 1.1146255875121807e-05)	(70, 0.00040126521150438507)	(75, 6.687753525073085e-05)	(80, 0.0)	(85, 0.0)	(90, 0.00020759901567414367)	(95, 0.0002215318355180459)	(100, 1.393281984390226e-06)	(105, 0.0002744765509248745)	(110, 0.0)	(115, 0.0)	(120, 7.802379112585266e-05)	(125, 0.0)	(130, 4.179845953170678e-06)	(135, 0.0)	(140, 0.0)	(145, 5.1551433422438356e-05)	(150, 0.0)
HNF4_GFP_R2_MKRN250011213-1A_22MVT7LT4_L4_2	(1, 0.1903641175272366)	(2, 0.19627163314105112)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00012121553264194967)	(15, 2.786563968780452e-06)	(20, 5.712456135999926e-05)	(25, 2.786563968780452e-06)	(30, 1.9505947781463166e-05)	(35, 0.0)	(40, 0.0)	(45, 0.05017905066781399)	(50, 0.00022849824543999704)	(55, 2.786563968780452e-06)	(60, 3.901189556292633e-05)	(65, 0.03290653390732836)	(70, 0.00013793491645463235)	(75, 0.025396744011465036)	(80, 0.032920466727172255)	(85, 0.0436348051871331)	(90, 0.0003608600339570685)	(95, 0.0012609201958731545)	(100, 4.179845953170678e-05)	(105, 5.573127937560904e-05)	(110, 0.053554972915991504)	(115, 0.0041575534414204345)	(120, 0.00432056743359409)	(125, 0.007187941757469175)	(130, 0.009383754164868172)	(135, 0.0066473483475257686)	(140, 0.0039193022220897055)	(145, 0.00530004466862042)	(150, 0.0)
HNF4_GFP_R3_MKRN250011218-1A_22MVT7LT4_L4_1	(1, 6.947448230350422e-05)	(2, 0.08940774600271174)	(3, 0.007086397194957429)	(4, 0.04841336690222064)	(5, 0.0)	(6, 5.912721898170571e-06)	(7, 2.5129068067224928e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.03935507695422332)	(30, 0.000144861686505179)	(35, 0.00021344926052395763)	(40, 0.0)	(45, 0.0)	(50, 0.00010672463026197881)	(55, 5.705776631734601e-05)	(60, 8.691701190310739e-05)	(65, 1.5077440840334956e-05)	(70, 0.0003491462280869722)	(75, 6.385739650024217e-05)	(80, 0.0)	(85, 0.0)	(90, 0.0001974849113988971)	(95, 0.00022497906822539022)	(100, 3.251997043993814e-06)	(105, 0.00032106079907066203)	(110, 5.912721898170572e-07)	(115, 2.956360949085286e-07)	(120, 7.272647934749802e-05)	(125, 0.0)	(130, 3.843269233810871e-06)	(135, 0.0)	(140, 0.0)	(145, 4.96668639446328e-05)	(150, 0.0)
HNF4_GFP_R3_MKRN250011218-1A_22MVT7LT4_L4_2	(1, 0.19211763809583277)	(2, 0.1978736728637018)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00013806205632228285)	(15, 1.7738165694511714e-06)	(20, 6.681375744932746e-05)	(25, 2.660724854176757e-06)	(30, 2.3355251497773757e-05)	(35, 0.0)	(40, 0.0)	(45, 0.04975614604529518)	(50, 0.00027582847654965715)	(55, 3.5476331389023428e-06)	(60, 2.5129068067224928e-05)	(65, 0.032687891741846185)	(70, 0.00014249659774591078)	(75, 0.026061208674471516)	(80, 0.03253623042515811)	(85, 0.04232178516663041)	(90, 0.00030893971917941236)	(95, 0.0012239334329213084)	(100, 3.577196748393196e-05)	(105, 4.434541423627929e-05)	(110, 0.05250290100309032)	(115, 0.004221092163103971)	(120, 0.0042790368377060425)	(125, 0.007116256440543192)	(130, 0.009206403631546489)	(135, 0.006558686765545706)	(140, 0.003757830402382307)	(145, 0.005302528998279369)	(150, 0.0)
HNF4_NKX_R1_MKRN250011209-1A_22MGWFLT4_L3_1	(1, 0.11985078819763291)	(2, 0.2563571578471662)	(3, 0.0)	(4, 0.021457940770531612)	(5, 0.005982129671474208)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.035726222214326246)	(15, 8.327790725950173e-06)	(20, 0.03509331011915403)	(25, 9.160569798545191e-05)	(30, 0.04569736364353058)	(35, 0.0417499908394302)	(40, 0.0017016452383358189)	(45, 0.03335280185743045)	(50, 0.0005302026762188277)	(55, 0.02396182984880063)	(60, 0.0001526761633090865)	(65, 0.0009743515149361702)	(70, 0.0002775930241983391)	(75, 0.0006023768625103958)	(80, 0.00026648930323040554)	(85, 0.0003025763963761896)	(90, 0.007017551651734013)	(95, 0.00041083767581354184)	(100, 0.0007800363979973329)	(105, 0.0004774600016211433)	(110, 0.0004274932572654422)	(115, 0.0001221409306472692)	(120, 0.0002970245358922228)	(125, 0.02569401031979827)	(130, 2.4983372177850517e-05)	(135, 0.007383974443675821)	(140, 0.0005690656996065952)	(145, 0.024586414153246895)	(150, 0.0002775930241983391)
HNF4_NKX_R1_MKRN250011209-1A_22MGWFLT4_L3_2	(1, 0.009563079683632783)	(2, 0.07127200896292357)	(3, 0.004108376758135419)	(4, 0.0019015122157586227)	(5, 0.0004302691875074256)	(6, 0.0)	(7, 0.0026093744274643875)	(8, 0.13116270393371524)	(9, 5.5518604839667825e-05)	(10, 0.008547089215066861)	(15, 0.008372205609821907)	(20, 0.0005635138391226283)	(25, 0.00016655581451900347)	(30, 0.00026648930323040554)	(35, 0.0005968250020264291)	(40, 0.000369198722183791)	(45, 0.0006912066302538644)	(50, 0.0010909405850994727)	(55, 0.0004635803504112263)	(60, 0.0009604718637262533)	(65, 0.0006801029092859308)	(70, 0.0003719746524257744)	(75, 0.00096602372421022)	(80, 0.0004996674435570103)	(85, 0.0039001819899866642)	(90, 0.0007300696536416319)	(95, 0.017074746918439836)	(100, 0.008844113750959084)	(105, 0.00047468407137915986)	(110, 0.00019431511693883736)	(115, 0.0030396436149718133)	(120, 0.0003109041871021398)	(125, 0.00039695802460362495)	(130, 1.6655581451900346e-05)	(135, 9.715755846941868e-05)	(140, 0.00019709104718082076)	(145, 0.0022956943101202646)	(150, 0.012741519810703764)
HNF4_NKX_R1_MKRN250011209-1A_22MVT7LT4_L4_1	(1, 0.00011471881663314161)	(2, 0.08526023208824171)	(3, 0.006907280327806)	(4, 0.04621960743824731)	(5, 0.0)	(6, 0.0)	(7, 4.830265963500699e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.03989437415904315)	(30, 0.0001292096145236437)	(35, 0.0001907955055582776)	(40, 0.0)	(45, 0.0)	(50, 0.00010264315172438986)	(55, 5.675562507113321e-05)	(60, 8.815235383388776e-05)	(65, 7.245398945251049e-06)	(70, 0.0003344959179724234)	(75, 6.158589103463391e-05)	(80, 0.0)	(85, 0.0)	(90, 0.00017147444170427482)	(95, 0.00023789059870240944)	(100, 1.2075664908751746e-06)	(105, 0.0002922310907917923)	(110, 1.2075664908751746e-06)	(115, 0.0)	(120, 6.400102401638426e-05)	(125, 0.0)	(130, 1.2075664908751746e-06)	(135, 0.0)	(140, 0.0)	(145, 5.313292559850769e-05)	(150, 0.0)
HNF4_NKX_R1_MKRN250011209-1A_22MVT7LT4_L4_2	(1, 0.1876980975091828)	(2, 0.19296308740939855)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0001388701464506451)	(15, 1.2075664908751746e-06)	(20, 5.796319156200839e-05)	(25, 1.2075664908751746e-06)	(30, 2.7774029290129016e-05)	(35, 0.0)	(40, 0.0)	(45, 0.049906307934889226)	(50, 0.0002499662636111612)	(55, 1.2075664908751746e-06)	(60, 3.260429525362972e-05)	(65, 0.03264172981484685)	(70, 0.00013766257995976992)	(75, 0.02519828996509227)	(80, 0.03274678809955299)	(85, 0.042540152340550655)	(90, 0.0002729100269377895)	(95, 0.0011737546291306698)	(100, 3.260429525362972e-05)	(105, 3.743456121713042e-05)	(110, 0.052546048283942354)	(115, 0.004125047132829597)	(120, 0.00435206963311413)	(125, 0.007055811006183646)	(130, 0.009132825370488947)	(135, 0.006291421417459661)	(140, 0.003608208674735022)	(145, 0.005204611575672004)	(150, 0.0)
HNF4_NKX_R2_MKRN250011214-1A_22MVT7LT4_L4_1	(1, 0.00010079157334066918)	(2, 0.08628654603057642)	(3, 0.006802311294124717)	(4, 0.04779648398451577)	(5, 0.0)	(6, 2.2398127409037594e-06)	(7, 2.2398127409037593e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.04027832853839821)	(30, 0.00013461274572831595)	(35, 0.00021143832274131486)	(40, 0.0)	(45, 0.0)	(50, 0.00010303138608157293)	(55, 5.980300018213037e-05)	(60, 7.749752083527007e-05)	(65, 1.1423044978609173e-05)	(70, 0.00034000357406919064)	(75, 6.674641967893203e-05)	(80, 2.2398127409037594e-07)	(85, 0.0)	(90, 0.0001776171503536681)	(95, 0.0002345083939726236)	(100, 1.1199063704518797e-06)	(105, 0.00028781593720613303)	(110, 6.719438222711278e-07)	(115, 0.0)	(120, 6.181883164894376e-05)	(125, 0.0)	(130, 4.479625481807519e-07)	(135, 0.0)	(140, 0.0)	(145, 5.084374921851534e-05)	(150, 0.0)
HNF4_NKX_R2_MKRN250011214-1A_22MVT7LT4_L4_2	(1, 0.1897143789672893)	(2, 0.19782362099573136)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0001348367270024063)	(15, 1.1199063704518797e-06)	(20, 6.271475674530526e-05)	(25, 1.1199063704518797e-06)	(30, 2.6653771616754738e-05)	(35, 0.0)	(40, 0.0)	(45, 0.05128633621611792)	(50, 0.00024167579474351563)	(55, 1.3438876445422557e-06)	(60, 3.090941582447188e-05)	(65, 0.03373852329750742)	(70, 0.00014088422140284644)	(75, 0.02430308814517624)	(80, 0.0336039105517791)	(85, 0.04345931059302973)	(90, 0.00031514165264515896)	(95, 0.0011608949436104185)	(100, 4.0092648062177295e-05)	(105, 5.196365558896722e-05)	(110, 0.0543470403265629)	(115, 0.0040601085554362445)	(120, 0.0040706356753184925)	(125, 0.007010389897754676)	(130, 0.008995759911291768)	(135, 0.006338894038031728)	(140, 0.003802082127684131)	(145, 0.0050949020417337815)	(150, 0.0)
HNF4_NKX_R3_MKRN250011219-1A_22MVT7LT4_L4_1	(1, 9.331310248718015e-05)	(2, 0.09060278101039343)	(3, 0.007214799424122429)	(4, 0.0478059990060458)	(5, 0.0)	(6, 4.241504658508189e-06)	(7, 2.9690532609557324e-05)	(8, 0.0)	(9, 0.0)	(10, 8.483009317016377e-07)	(15, 0.0)	(20, 0.0)	(25, 0.0404011801732222)	(30, 0.00015863227422820627)	(35, 0.00020274392267669142)	(40, 0.0)	(45, 0.0)	(50, 0.00011706552857482602)	(55, 6.531917174102611e-05)	(60, 8.567839410186542e-05)	(65, 1.4421115838927844e-05)	(70, 0.00034949998386107477)	(75, 8.313349130676051e-05)	(80, 0.0)	(85, 0.0)	(90, 0.00018917110776946522)	(95, 0.0002536419785787897)	(100, 1.6966018634032754e-06)	(105, 0.00032659585870513055)	(110, 8.483009317016377e-07)	(115, 0.0)	(120, 7.889198664825232e-05)	(125, 0.0)	(130, 1.6966018634032754e-06)	(135, 0.0)	(140, 0.0)	(145, 5.7684463355711376e-05)	(150, 0.0)
HNF4_NKX_R3_MKRN250011219-1A_22MVT7LT4_L4_2	(1, 0.18906082864834403)	(2, 0.19728510618119138)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00013318324627715713)	(15, 1.6966018634032754e-06)	(20, 7.210557919463922e-05)	(25, 3.393203726806551e-06)	(30, 3.308373633636387e-05)	(35, 0.0)	(40, 0.0)	(45, 0.04942455718373252)	(50, 0.0002807876083932421)	(55, 3.393203726806551e-06)	(60, 2.8842231677855688e-05)	(65, 0.03314142079971959)	(70, 0.00014675606118438333)	(75, 0.025275974560982)	(80, 0.03285045358014592)	(85, 0.04265850895248026)	(90, 0.0003164162475247109)	(95, 0.0011740484894750666)	(100, 3.393203726806551e-05)	(105, 4.071844472167861e-05)	(110, 0.05268288106239852)	(115, 0.004016704911607254)	(120, 0.00440777164112171)	(125, 0.007003572492128721)	(130, 0.00910566220088538)	(135, 0.006408913539005873)	(140, 0.003748641817189537)	(145, 0.005181422090833604)	(150, 0.0)
HNF4_R1_MKRN250011207-1A_22MGWFLT4_L3_1	(1, 0.11256790048593335)	(2, 0.26070128983852114)	(3, 3.208433817469954e-05)	(4, 0.021143578857127)	(5, 0.006416867634939908)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.03304365988612306)	(15, 3.208433817469954e-06)	(20, 0.03249822613715316)	(25, 0.00010908674979397844)	(30, 0.041292543230838315)	(35, 0.03756755156875569)	(40, 0.0017774723348783546)	(45, 0.03193675021909593)	(50, 0.0005165578446126626)	(55, 0.02116603789384929)	(60, 0.00013796265415120802)	(65, 0.000994614483415686)	(70, 0.0003240518155644654)	(75, 0.0006128108591367613)	(80, 0.00023421566867530666)	(85, 0.0003080096464771156)	(90, 0.006532371252368827)	(95, 0.00031763494792952547)	(100, 0.0007122723074783298)	(105, 0.000497307241707843)	(110, 0.0004652229035331433)	(115, 0.00015079638942108785)	(120, 0.0002887590435722959)	(125, 0.024233300623350565)	(130, 2.8875904357229586e-05)	(135, 0.00694946764863992)	(140, 0.0005999771238668814)	(145, 0.025574425959053)	(150, 0.0002566747053975963)
HNF4_R1_MKRN250011207-1A_22MGWFLT4_L3_2	(1, 0.009288415901575519)	(2, 0.07235018258394747)	(3, 0.004235132639060339)	(4, 0.0022298615031416183)	(5, 0.0004652229035331433)	(6, 0.0)	(7, 0.00208548198135547)	(8, 0.12771170810439153)	(9, 1.604216908734977e-05)	(10, 0.007642489353213431)	(15, 0.007312020670014026)	(20, 0.0006160192929542312)	(25, 0.0001957144628656672)	(30, 0.00026950844066747615)	(35, 0.0006256445944066411)	(40, 0.00031763494792952547)	(45, 0.0006224361605891711)	(50, 0.0010876590641223144)	(55, 0.0005133494107951926)	(60, 0.0008341927925421882)	(65, 0.0007122723074783298)	(70, 0.0003753867566439846)	(75, 0.0008630686968994178)	(80, 0.000494098807890373)	(85, 0.004061877212916962)	(90, 0.0006833964031211003)	(95, 0.016924488387154008)	(100, 0.008810359262772495)	(105, 0.0005518506166048321)	(110, 0.00018608916141325734)	(115, 0.0030929302000410356)	(120, 0.00022779880104036675)	(125, 0.0004363469991759138)	(130, 2.5667470539759632e-05)	(135, 0.00012512891888132822)	(140, 0.00022138193340542686)	(145, 0.0023999084954675256)	(150, 0.01262518707174427)
HNF4_R1_MKRN250011207-1A_22MVT7LT4_L4_1	(1, 7.409482062384875e-05)	(2, 0.08947959974247335)	(3, 0.0067561004623382095)	(4, 0.048437805009645125)	(5, 0.0)	(6, 6.7358927839862495e-06)	(7, 6.7358927839862495e-06)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.04141631037161786)	(30, 0.000140106569906914)	(35, 0.00018321628372442602)	(40, 0.0)	(45, 0.0)	(50, 9.699685608940201e-05)	(55, 6.062303505587625e-05)	(60, 9.160814186221301e-05)	(65, 1.481896412476975e-05)	(70, 0.00034218335342650147)	(75, 6.4664570726268e-05)	(80, 0.0)	(85, 0.0)	(90, 0.00019534089073560125)	(95, 0.00027886596125703073)	(100, 4.04153567039175e-06)	(105, 0.00030850388950657025)	(110, 1.34717855679725e-06)	(115, 0.0)	(120, 7.678917773744325e-05)	(125, 0.0)	(130, 4.04153567039175e-06)	(135, 0.0)	(140, 0.0)	(145, 4.176253526071475e-05)	(150, 0.0)
HNF4_R1_MKRN250011207-1A_22MVT7LT4_L4_2	(1, 0.18882728241348654)	(2, 0.20008295925552758)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00013067632000933325)	(15, 5.388714227189e-06)	(20, 5.523432082868725e-05)	(25, 6.7358927839862495e-06)	(30, 2.4249214022350502e-05)	(35, 0.0)	(40, 0.0)	(45, 0.04981731585180551)	(50, 0.000258658282905072)	(55, 6.7358927839862495e-06)	(60, 2.2902035465553253e-05)	(65, 0.033905789917473186)	(70, 0.00018186910516762876)	(75, 0.02558696232925017)	(80, 0.034216988164093354)	(85, 0.043985379879430214)	(90, 0.00031389260373375924)	(95, 0.0011949473798791607)	(100, 6.19702136126735e-05)	(105, 6.73589278398625e-05)	(110, 0.054152536447579065)	(115, 0.004196461204423434)	(120, 0.003962052135540713)	(125, 0.007091547922980724)	(130, 0.009210659792822798)	(135, 0.006564801107272999)	(140, 0.004017286456369399)	(145, 0.005030364731080932)	(150, 0.0)
HNF4_R2_MKRN250011212-1A_22MGWFLT4_L3_1	(1, 0.11578111757119458)	(2, 0.2654018146156451)	(3, 4.24054880617243e-05)	(4, 0.021739880212977323)	(5, 0.006148795768950023)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0332543837380042)	(15, 2.8270325374482867e-06)	(20, 0.0317617105582315)	(25, 0.0001046002038855866)	(30, 0.041339696795106295)	(35, 0.03710480205400876)	(40, 0.0017612412708302824)	(45, 0.03262395548215323)	(50, 0.000562579474952209)	(55, 0.021157511510262978)	(60, 0.0001894111800090352)	(65, 0.0009894613881069004)	(70, 0.00032793577434400126)	(75, 0.0005936768328641401)	(80, 0.0002911843513571735)	(85, 0.00032510874180655293)	(90, 0.006654834593153266)	(95, 0.0004438441083793809)	(100, 0.0008141853707851065)	(105, 0.0005710605725645539)	(110, 0.0005456172797275193)	(115, 0.00015831382209710403)	(120, 0.0003505520346435875)	(125, 0.02387428977875078)	(130, 2.8270325374482862e-05)	(135, 0.007019521790484096)	(140, 0.0005399632146526227)	(145, 0.025064470477016508)	(150, 0.0002827032537448287)
HNF4_R2_MKRN250011212-1A_22MGWFLT4_L3_2	(1, 0.008947557981023826)	(2, 0.0731494669064744)	(3, 0.004707009174851397)	(4, 0.001569003058283799)	(5, 0.0003109735791193115)	(6, 0.0)	(7, 0.002134409565773456)	(8, 0.13045341644055117)	(9, 1.4135162687241431e-05)	(10, 0.007720625859771271)	(15, 0.00783653419380665)	(20, 0.0005993308979390367)	(25, 0.00020071931015882834)	(30, 0.00027987622120738035)	(35, 0.000641736386000761)	(40, 0.0004325359782295878)	(45, 0.0006869689065999336)	(50, 0.0010997156570673836)	(55, 0.0005371361821151744)	(60, 0.0009555369976575208)	(65, 0.0007972231755604168)	(70, 0.0004410170758419327)	(75, 0.000947055900045176)	(80, 0.00048342256390365696)	(85, 0.004189662220498361)	(90, 0.0007124121994369682)	(95, 0.017117682014249375)	(100, 0.009052158184909414)	(105, 0.000542790247190071)	(110, 0.00021202744030862148)	(115, 0.00301927074999477)	(120, 0.00032793577434400126)	(125, 0.0004438441083793809)	(130, 3.3924390449379435e-05)	(135, 9.046504119834517e-05)	(140, 0.00022333557045841465)	(145, 0.0025104048932540783)	(150, 0.01253788930358315)
HNF4_R2_MKRN250011212-1A_22MVT7LT4_L4_1	(1, 6.665400644507886e-05)	(2, 0.08888614732207835)	(3, 0.0071562165101489205)	(4, 0.04803330082637637)	(5, 0.0)	(6, 0.0)	(7, 3.635673078822483e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.0411982354381901)	(30, 0.00015512205136309262)	(35, 0.00020965714754542984)	(40, 0.0)	(45, 0.0)	(50, 0.00011876532057486779)	(55, 5.453509618233725e-05)	(60, 7.756102568154631e-05)	(65, 1.9390256420386578e-05)	(70, 0.00028843006425325035)	(75, 7.150157055017551e-05)	(80, 0.0)	(85, 0.0)	(90, 0.00016724096162583422)	(95, 0.0002799468270693312)	(100, 0.0)	(105, 0.0003417532694093134)	(110, 0.0)	(115, 0.0)	(120, 6.907778849762718e-05)	(125, 0.0)	(130, 0.0)	(135, 0.0)	(140, 0.0)	(145, 6.423022439253053e-05)	(150, 0.0)
HNF4_R2_MKRN250011212-1A_22MVT7LT4_L4_2	(1, 0.1875643741364519)	(2, 0.1975321778275569)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00014300314110035102)	(15, 1.2118910262741611e-06)	(20, 7.392535260272381e-05)	(25, 1.2118910262741611e-06)	(30, 2.18140384729349e-05)	(35, 0.0)	(40, 0.0)	(45, 0.0502219760198275)	(50, 0.00028237060912187956)	(55, 1.2118910262741611e-06)	(60, 2.4237820525483223e-05)	(65, 0.03400081463314786)	(70, 0.0001587577244419151)	(75, 0.025031609147692795)	(80, 0.033966881684412184)	(85, 0.045185356914632095)	(90, 0.00033690570530421675)	(95, 0.0011985602249851453)	(100, 4.9687532077240605e-05)	(105, 7.271346157644966e-05)	(110, 0.055056209323635134)	(115, 0.004126488944463518)	(120, 0.004034385226466682)	(125, 0.007256803465329677)	(130, 0.009038283273952693)	(135, 0.006381818144359732)	(140, 0.0039592479828376844)	(145, 0.00489603974614761)	(150, 0.0)
HNF4_R3_MKRN250011217-1A_22MVT7LT4_L4_1	(1, 0.00011604360918833297)	(2, 0.09062576086463663)	(3, 0.007121639275002509)	(4, 0.04829563097960361)	(5, 0.0)	(6, 0.0)	(7, 4.29791145141974e-05)	(8, 4.29791145141974e-06)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0)	(25, 0.04007888386677936)	(30, 0.0001701972934762217)	(35, 0.0002097380788292833)	(40, 0.0)	(45, 0.0)	(50, 0.00012979692583287613)	(55, 6.44686717712961e-05)	(60, 9.283488735066637e-05)	(65, 1.2893734354259219e-05)	(70, 0.00033265834633988787)	(75, 6.1030342610160305e-05)	(80, 0.0)	(85, 0.0)	(90, 0.0001701972934762217)	(95, 0.00024927886418234495)	(100, 3.4383291611357916e-06)	(105, 0.000330079599469036)	(110, 0.0)	(115, 0.0)	(120, 7.478365925470347e-05)	(125, 0.0)	(130, 2.5787468708518436e-06)	(135, 0.0)	(140, 0.0)	(145, 6.360908948101215e-05)	(150, 0.0)
