"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"265",0,0.036288740443391,0.823,0.082,0,"8","h1SMcG0009175"
"266",0,0.0362728847989863,0.687,0.049,0,"8","h1SMcG0018987"
"267",0,0.0356974831548998,0.707,0.058,0,"8","h1SMnG0009123"
"268",0,0.0356619228467295,0.453,0.025,0,"8","h1SMcG0006393"
"269",0,0.0349035816180958,0.104,0.005,0,"8","h1SMcG0015144"
"270",0,0.0344282631185624,0.242,0.012,0,"8","h1SMcG0013526"
"271",0,0.0643406604558443,0.144,0.001,0,"9","h1SMcG0005614"
"272",0,0.0641757332622366,0.191,0.002,0,"9","h1SMcG0005568"
"273",0,0.0627763927032931,0.377,0.004,0,"9","h1SMcG0005537"
"274",0,0.0618338920623814,0.685,0.012,0,"9","h1SMcG0005534"
"275",0,0.0614733347088847,0.383,0.005,0,"9","h1SMcG0005538"
"276",0,0.0610942690302054,0.534,0.008,0,"9","h1SMcG0005543"
"277",0,0.0610901961648944,0.527,0.008,0,"9","h1SMcG0005613"
"278",0,0.0600013095697631,0.528,0.009,0,"9","h1SMcG0005567"
"279",0,0.0591504995599371,0.701,0.015,0,"9","h1SMcG0005535"
"280",0,0.0588771031860486,0.201,0.003,0,"9","h1SMcG0005540"
"281",0,0.0555207424448855,0.395,0.008,0,"9","h1SMcG0005539"
"282",0,0.045902235900318,0.125,0.003,0,"9","h1SMcG0021085"
"283",0,0.0239334143022902,0.232,0.019,0,"9","h1SMcG0016868"
"284",0,0.0238284050892485,0.118,0.009,0,"9","h1SMcG0016863"
"285",0,0.0228071644450927,0.201,0.018,0,"9","h1SMnG0000528"
"286",0,0.0179861949223104,0.126,0.014,0,"9","h1SMcG0008441"
"287",0,0.0126520438373774,0.13,0.021,0,"9","h1SMcG0017957"
"288",0,0.0120771714123577,0.126,0.021,0,"9","h1SMcG0011204"
"289",0,0.0105924885491378,0.161,0.021,0,"9","h1SMcG0020145"
"290",0,0.00878448779289087,0.184,0.038,0,"9","h1SMcG0021179"
"291",0,0.00821692756991099,0.349,0.071,0,"9","h1SMcG0003194"
"292",0,0.00760026643063394,0.189,0.034,0,"9","h1SMcG0009480"
"293",0,0.00713130594564346,0.241,0.066,0,"9","h1SMcG0022319"
"294",0,0.00708045905416835,0.167,0.032,0,"9","h1SMcG0009479"
"295",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000173266963086073,0.00688481606969578,0.22,0.06,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000843948723799645,"9","h1SMcG0016977"
"296",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000585215949101952,0.0115948662858086,0.116,0.02,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000285046984488579,"9","h1SMcG0013956"
