"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"h1SMcG0009545",0,0.0190891074008677,0.221,0.01,0,"0","h1SMcG0009545"
"h1SMcG0018921",0,0.0143923930050286,0.222,0.022,0,"0","h1SMcG0018921"
"h1SMcG0016624",0,0.0142299547158079,0.13,0.011,0,"0","h1SMcG0016624"
"h1SMcG0003863",0,0.0140552283924842,0.268,0.024,0,"0","h1SMcG0003863"
"h1SMcG0015241",0,0.0132240926670196,0.117,0.013,0,"0","h1SMcG0015241"
"h1SMcG0010644",0,0.0129505591272339,0.123,0.013,0,"0","h1SMcG0010644"
"h1SMcG0018920",0,0.0129219554122327,0.109,0.012,0,"0","h1SMcG0018920"
"h1SMcG0013018",0,0.0124286018016775,0.127,0.015,0,"0","h1SMcG0013018"
"h1SMcG0000100",0,0.012339477842078,0.107,0.012,0,"0","h1SMcG0000100"
"h1SMcG0009890",0,0.0122699118150767,0.261,0.034,0,"0","h1SMcG0009890"
"h1SMcG0021052",0,0.012269411825146,0.238,0.027,0,"0","h1SMcG0021052"
"h1SMcG0005710",0,0.0114921665821319,0.102,0.013,0,"0","h1SMcG0005710"
"h1SMcG0014446",0,0.0114787289224928,0.102,0.013,0,"0","h1SMcG0014446"
"h1SMcG0012853",0,0.0113435983584771,0.107,0.014,0,"0","h1SMcG0012853"
"h1SMcG0005709",0,0.0109115802306048,0.116,0.016,0,"0","h1SMcG0005709"
"h1SMcG0020793",0,0.0108484205910886,0.13,0.018,0,"0","h1SMcG0020793"
"h1SMcG0010315",0,0.0108272411485811,0.121,0.017,0,"0","h1SMcG0010315"
"h1SMcG0014350",0,0.0107096423129816,0.121,0.017,0,"0","h1SMcG0014350"
"h1SMcG0010026",0,0.0106207389090549,0.115,0.016,0,"0","h1SMcG0010026"
"h1SMcG0015883",0,0.0106041075932844,0.357,0.055,0,"0","h1SMcG0015883"
"h1SMcG0004414",0,0.0102590295676119,0.122,0.019,0,"0","h1SMcG0004414"
"h1SMcG0010294",0,0.0102500874985118,0.148,0.021,0,"0","h1SMcG0010294"
"h1SMcG0003714",0,0.0100433074292042,0.114,0.017,0,"0","h1SMcG0003714"
"h1SMcG0011323",0,0.00992024870462741,0.115,0.018,0,"0","h1SMcG0011323"
"h1SMcG0017955",0,0.00987163479019472,0.21,0.032,0,"0","h1SMcG0017955"
"h1SMcG0017844",0,0.00964584775517428,0.143,0.023,0,"0","h1SMcG0017844"
"h1SMcG0019136",0,0.00947090708038376,0.733,0.199,0,"0","h1SMcG0019136"
"h1SMcG0015110",0,0.00936041064082397,0.113,0.019,0,"0","h1SMcG0015110"
"h1SMcG0019374",0,0.00922989828377384,0.116,0.019,0,"0","h1SMcG0019374"
"h1SMcG0011923",0,0.00921962822570295,0.147,0.026,0,"0","h1SMcG0011923"
"h1SMcG0006436",0,0.00898621186209291,0.207,0.039,0,"0","h1SMcG0006436"
"h1SMcG0003722",0,0.00869382808926518,0.138,0.027,0,"0","h1SMcG0003722"
"h1SMcG0004373",0,0.00842156926380729,0.224,0.044,0,"0","h1SMcG0004373"
"h1SMcG0013355",0,0.00841819453144604,0.273,0.054,0,"0","h1SMcG0013355"
"h1SMcG0021526",0,0.00827503687063304,0.111,0.021,0,"0","h1SMcG0021526"
"h1SMcG0015663",0,0.00817835857595797,0.13,0.025,0,"0","h1SMcG0015663"
"h1SMcG0009596",0,0.00815249191461872,0.324,0.069,0,"0","h1SMcG0009596"
"h1SMcG0021447",0,0.00807529314740233,0.117,0.025,0,"0","h1SMcG0021447"
"h1SMcG0001238",0,0.00799857233186758,0.156,0.032,0,"0","h1SMcG0001238"
"h1SMcG0004667",0,0.00797069533575522,0.118,0.025,0,"0","h1SMcG0004667"
"h1SMcG0017087",0,0.0078437557606336,0.119,0.025,0,"0","h1SMcG0017087"
"h1SMcG0019733",0,0.00775192366818172,0.184,0.04,0,"0","h1SMcG0019733"
"h1SMcG0011732",0,0.00751450016314392,0.145,0.032,0,"0","h1SMcG0011732"
"h1SMcG0009259",0,0.00735444071021116,0.106,0.025,0,"0","h1SMcG0009259"
"h1SMcG0017291",0,0.00730235388733812,0.136,0.031,0,"0","h1SMcG0017291"
"h1SMcG0011689",0,0.00703856853411442,0.207,0.052,0,"0","h1SMcG0011689"
"h1SMcG0005152",0,0.00692021001871946,0.321,0.059,0,"0","h1SMcG0005152"
"h1SMcG0008204",0,0.00685631142398737,0.128,0.032,0,"0","h1SMcG0008204"
"h1SMcG0007378",0,0.00667353451265207,0.101,0.026,0,"0","h1SMcG0007378"
"h1SMcG0019219",0,0.00664357182390116,0.115,0.028,0,"0","h1SMcG0019219"
"h1SMcG0002149",0,0.00649056633982711,0.229,0.061,0,"0","h1SMcG0002149"
"h1SMcG0000709",0,0.00639846839907725,0.188,0.043,0,"0","h1SMcG0000709"
"h1SMcG0003247",0,0.00636067410026273,0.374,0.11,0,"0","h1SMcG0003247"
"h1SMcG0016775",0,0.00635050348375648,0.13,0.035,0,"0","h1SMcG0016775"
"h1SMcG0000076",0,0.00609506801172644,0.308,0.081,0,"0","h1SMcG0000076"
"h1SMcG0010643",0,0.0060282650950345,0.113,0.032,0,"0","h1SMcG0010643"
"h1SMcG0018063",0,0.00547552587967382,0.129,0.039,0,"0","h1SMcG0018063"
"h1SMcG0013195",0,0.00539673258332566,0.13,0.039,0,"0","h1SMcG0013195"
"h1SMcG0013191",0,0.00511607464121335,0.173,0.057,0,"0","h1SMcG0013191"
"h1SMcG0020195",0,0.00508336210825836,0.381,0.131,0,"0","h1SMcG0020195"
"h1SMcG0004585",0,0.00491152827534536,0.185,0.064,0,"0","h1SMcG0004585"
"h1SMcG0014143",0,0.0048680356615257,0.161,0.053,0,"0","h1SMcG0014143"
"h1SMcG0019758",0,0.00451196842522136,0.496,0.216,0,"0","h1SMcG0019758"
"h1SMcG0001288",0,0.0043590281868326,0.213,0.077,0,"0","h1SMcG0001288"
"h1SMcG0017191",0,0.00360956655799651,0.204,0.084,0,"0","h1SMcG0017191"
"h1SMcG0019646",0,0.00271691059333977,0.273,0.131,0,"0","h1SMcG0019646"
"h1SMcG0020223",0,0.00222354115467497,0.787,0.488,0,"0","h1SMcG0020223"
"h1SMcG0017498",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000347807489922279,0.0055195183915767,0.104,0.03,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000169410072191344,"0","h1SMcG0017498"
"h1SMcG0005125",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000015063577260598,0.00422672084811982,0.142,0.051,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000733716721209207,"0","h1SMcG0005125"
"h1SMcG0010035",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000245978270715441,0.00412484031177258,0.148,0.055,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000119811096100077,"0","h1SMcG0010035"
"h1SMcG0011017",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000252946393033986,0.00405957973352442,0.156,0.06,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000123205129118994,"0","h1SMcG0011017"
"h1SMcG0015011",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000951004557842436,0.00480088036939786,0.121,0.04,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000463215300033894,"0","h1SMcG0015011"
"h1SMcG0000664",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000643776795352073,0.00442125128256476,0.12,0.041,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000313570801480088,"0","h1SMcG0000664"
"h1SMcG0022066",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000928319352731718,0.00434200688624295,0.117,0.039,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000452165790328565,"0","h1SMcG0022066"
"h1SMcG0013788",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000026510672167212,0.00441067629676515,0.128,0.046,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129128181992056,"0","h1SMcG0013788"
"h1SMcG0005984",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000415749662693858,0.00465139446189094,0.11,0.037,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000202503345704925,"0","h1SMcG0005984"
"h1SMcG0012539",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000174008345120586,0.00486383779076444,0.102,0.032,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000847559847413349,"0","h1SMcG0012539"
"h1SMcG0016744",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000221290329553475,0.00410956303558149,0.135,0.052,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107786093718906,"0","h1SMcG0016744"
"h1SMcG0015225",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000759078717758687,0.00471635321170188,0.107,0.037,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000369732061845901,"0","h1SMcG0015225"
"h1SMcG0014042",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000113057606577311,0.00436240239517271,0.109,0.038,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000550680990116764,"0","h1SMcG0014042"
"h1SMcG0010795",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000030791449150594,0.00369409331362162,0.128,0.052,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000149978990522713,"0","h1SMcG0010795"
"h1SMcG0011164",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000250847765593122,0.00295936045387814,0.162,0.075,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000122182929665098,"0","h1SMcG0011164"
"h1SMcG0003633",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000875018460628174,0.00282400685119802,0.165,0.078,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000426203991802771,"0","h1SMcG0003633"
"h1SMcG0006940",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000024883688498759,0.0024318891106798,0.206,0.11,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000121203469939756,"0","h1SMcG0006940"
"h1SMcG0020801",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000220438237572773,0.00368854141384194,0.105,0.043,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000107371056756946,"0","h1SMcG0020801"
"h1SMcG0005050",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000621843009019127,0.00298925760506495,0.141,0.067,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000302887292833036,"0","h1SMcG0005050"
"h1SMcG0014565",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000140772278617984,0.00316950606414308,0.13,0.06,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000685673614692476,"0","h1SMcG0014565"
"h1SMcG0015903",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000163057456908393,0.00296822741145087,0.14,0.067,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000794220261109402,"0","h1SMcG0015903"
"h1SMcG0017081",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000213870643679146,0.00296679925480366,0.124,0.056,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104172113123239,"0","h1SMcG0017081"
"h1SMcG0015164",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000271790552676854,0.00289312766352971,0.13,0.062,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000132383742397842,"0","h1SMcG0015164"
"h1SMcG0021003",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000419329736471342,0.00235767124668142,0.165,0.088,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000204247128040461,"0","h1SMcG0021003"
"h1SMcG0007593",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000262109552706983,0.00278104984739414,0.101,0.044,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000127668320932517,"0","h1SMcG0007593"
"h1SMcG0022054",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000303218195737617,0.00265920979266799,0.152,0.08,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000147691518779878,"0","h1SMcG0022054"
"h1SMcG0007453",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000242899119862606,0.00209273322776948,0.174,0.096,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000118311303302678,"0","h1SMcG0007453"
"h1SMcG0012292",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000677797115667445,0.00289117668975791,0.108,0.052,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000330141419099299,"0","h1SMcG0012292"
"h1SMcG0010492",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000131212041532896,0.00271763721305129,0.119,0.06,0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000639107611898431,"0","h1SMcG0010492"
"h1SMcG0018466",0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000214452796369335,0.00262140336944618,0.1,0.047,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000104455668055576,"0","h1SMcG0018466"
"h1SMcG0016999",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000124086338202968,0.0024516745659959,0.119,0.061,0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000604399736119017,"0","h1SMcG0016999"
"h1SMcG0001498",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000619710962830731,0.0027106211820801,0.102,0.051,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000301848815775593,"0","h1SMcG0001498"
"h1SMcG0001188",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000034456546396397,0.00227278147535719,0.114,0.061,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000016783094618757,"0","h1SMcG0001188"
"h1SMcG0022206",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000632723909400419,0.00167326714774214,0.181,0.114,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000308187161790756,"0","h1SMcG0022206"
"h1SMcG0015907",0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000220810832831793,0.00226257477242477,0.104,0.055,0.000000000000000000000000000000000000000000000000000000000000000000000000000000010755254045571,"0","h1SMcG0015907"
"h1SMcG0013239",0.00000000000000000000000000000000000000000000000000000000000000000000000000000000146757755274198,0.00157335677985664,0.187,0.121,0.0000000000000000000000000000000000000000000000000000000000000000000000000000714827674389563,"0","h1SMcG0013239"
"h1SMcG0016249",0.000000000000000000000000000000000000000000000000000000000000000000000000000000102224391849926,0.00218158503605065,0.137,0.083,0.00000000000000000000000000000000000000000000000000000000000000000000000000497914567822619,"0","h1SMcG0016249"
"h1SMcG0017880",0.0000000000000000000000000000000000000000000000000000000000000000000000000000531614839784279,0.00198047077978217,0.113,0.064,0.00000000000000000000000000000000000000000000000000000000000000000000000258938956162126,"0","h1SMcG0017880"
"h1SMcG0005067",0.0000000000000000000000000000000000000000000000000154593549210769,0.00178156083418748,0.103,0.064,0.000000000000000000000000000000000000000000000752994259495814,"0","h1SMcG0005067"
"h1SMcG0010412",0.0000000000000000000000000000000000000000000000000290133740964123,0.00129583911900034,0.147,0.1,0.00000000000000000000000000000000000000000000141318342548805,"0","h1SMcG0010412"
"h1SMcG0013806",0.000000000000000000000000000000000000000000000873751934811494,0.00157621659997979,0.105,0.067,0.0000000000000000000000000000000000000000425587092407983,"0","h1SMcG0013806"
"h1SMcG0005883",0.00000000000000000000000000000000000000000350208957502085,0.0010466808387683,0.172,0.125,0.000000000000000000000000000000000000170579779020115,"0","h1SMcG0005883"
"h1SMcG0009798",0.00000000000000000000000000000000079178562602384,0.00114245764946213,0.125,0.089,0.0000000000000000000000000000385662942723692,"0","h1SMcG0009798"
"h1SMcG0021165",0.0000000000000000000000000000000012097071318476,0.000908296308422374,0.137,0.099,0.0000000000000000000000000000589224149780331,"0","h1SMcG0021165"
"h1SMcG0006670",0.00000000000000000000000000000000124144510252561,0.00118128000427043,0.122,0.087,0.0000000000000000000000000000604683080538175,"0","h1SMcG0006670"
"h1SMcG0016344",0.0000000000000000000000000000000117237233918198,0.000491528886146646,0.495,0.441,0.000000000000000000000000000571039118968758,"0","h1SMcG0016344"
"h1SMcG0016909",0.0000000000000000000000000000000422622385882939,0.00127546683056973,0.101,0.069,0.00000000000000000000000000205850911715862,"0","h1SMcG0016909"
"h1SMcG0020809",0.000000000000000000000000000000112284400085014,0.00101070999288203,0.136,0.1,0.00000000000000000000000000546914855934088,"0","h1SMcG0020809"
"h1SMcG0011207",0.00000000000000000000000000128539280959898,0.00170572371214739,0.104,0.075,0.0000000000000000000000626089129699471,"0","h1SMcG0011207"
"h1SMcG0011283",0.000000000000000000000404208182060875,0.000754059551483998,0.116,0.087,0.0000000000000000196881721318211,"0","h1SMcG0011283"
"h1SMcG0009803",0.00000000000000000000292100052126094,0.000899377476126954,0.119,0.091,0.000000000000000142276093389578,"0","h1SMcG0009803"
"h1SMcG0017981",0.0000000000000000000206689248674024,0.000906879808879952,0.11,0.083,0.00000000000000100674199244143,"0","h1SMcG0017981"
"h1SMcG0002337",0.0000000000000000000257785317678812,0.00011136637815818,0.259,0.214,0.00000000000000125562072534996,"0","h1SMcG0002337"
"h1SMcG0021000",0.0000000000000000000258634160871228,0.000208916532449747,0.314,0.266,0.00000000000000125975527077158,"0","h1SMcG0021000"
"h1SMcG0004156",0.0000000000000000000487347872129675,0.000781772718827608,0.152,0.121,0.00000000000000237377401556922,"0","h1SMcG0004156"
"h1SMcG0014961",0.00000000000000000164005373503948,0.000572689450803526,0.227,0.192,0.0000000000000798837373263032,"0","h1SMcG0014961"
"h1SMcG0001098",0.00000000000000000313298982404448,0.000956091420757266,0.111,0.086,0.000000000000152601668349558,"0","h1SMcG0001098"
"h1SMcG0018192",0.00000000000000000423216147900197,0.000265354973025542,0.296,0.255,0.000000000000206140121319228,"0","h1SMcG0018192"
"h1SMcG0005844",0.00000000000000000439260693605045,0.000725923152348501,0.142,0.113,0.000000000000213955098641145,"0","h1SMcG0005844"
"h1SMcG0004683",0.000000000000000013223717629301,0.000812982021420102,0.101,0.077,0.000000000000644100838287993,"0","h1SMcG0004683"
"h1SMcG0016975",0.00000000000000063756498051971,0.000801451025996157,0.108,0.085,0.000000000031054515071154,"0","h1SMcG0016975"
"h1SMcG0003717",0.000000000010326749274852,0.000660777486205651,0.105,0.085,0.000000502995303679491,"0","h1SMcG0003717"
"h1SMcG0014177",0.0000000000410438374124087,0.000616285900554859,0.112,0.092,0.0000019991632326836,"0","h1SMcG0014177"
"h1SMcG0013497",0.0000000000469160347515417,0.000542092500907263,0.124,0.104,0.00000228518622067809,"0","h1SMcG0013497"
"h1SMcG0005396",0.000000000298154702407858,0.000547835794052406,0.122,0.102,0.000014522519244882,"0","h1SMcG0005396"
"h1SMcG0016867",0.00000000062847693499007,0.000394926412151858,0.108,0.089,0.0000306118545494963,"0","h1SMcG0016867"
"h1SMcG0009496",0.000000000781393012862851,0.000575010771233582,0.106,0.088,0.0000380600908705237,"0","h1SMcG0009496"
"h1SMcG0014142",0.00000000138139180619707,0.000398263874871766,0.197,0.173,0.0000672848320962471,"0","h1SMcG0014142"
"h1SMcG0016340",0.00000000600464131361751,0.000484477957864899,0.128,0.109,0.000292474069103681,"0","h1SMcG0016340"
"h1SMcG0012308",0.0000000434795301152364,0.000472120561407009,0.101,0.085,0.00211780095285293,"0","h1SMcG0012308"
"h1SMcG0021544",0.000000113073635304659,0.000399413278403014,0.156,0.137,0.00550759062841933,"0","h1SMcG0021544"
"h1SMcG0012045",0.000000137444292268757,0.000384383794480851,0.11,0.094,0.00669463658782663,"0","h1SMcG0012045"
"h1SMcG0004269",0.000000144981526081405,0.00027654003679629,0.212,0.189,0.0070617601723731,"0","h1SMcG0004269"
"h1SMcG0021663",0.000000179855073084325,0.00047955490233485,0.102,0.087,0.00876038089979132,"0","h1SMcG0021663"
"h1SMcG0013507",0.000000290875764625962,0.000419769129514254,0.11,0.095,0.0141679767434013,"0","h1SMcG0013507"
"h1SMcG0000515",0.00000037832600721283,0.0000698954778043295,0.457,0.427,0.0184275031593225,"0","h1SMcG0000515"
"h1SMcG0000975",0.00000056170769677421,0.000341893615338812,0.139,0.122,0.0273596584944782,"0","h1SMcG0000975"
"h1SMcG0000588",0.0000443346118842866,0.000364339407979208,0.119,0.106,1,"0","h1SMcG0000588"
"h1SMcG0019283",0.000055068131767489,0.000218291186606133,0.18,0.164,1,"0","h1SMcG0019283"
"h1SMcG0014846",0.0000676992288335643,0.00019290975449693,0.116,0.103,1,"0","h1SMcG0014846"
"h1SMcG0003471",0.000092940856312684,0.00000255002073655444,0.153,0.137,1,"0","h1SMcG0003471"
"h1SMcG0018081",0.00144138934626585,0.000247578293443717,0.13,0.119,1,"0","h1SMcG0018081"
"h1SMcG0005579",0.00181974860532276,0.000257439457512437,0.122,0.111,1,"0","h1SMcG0005579"
"h1SMcG0005133",0.00258256540074577,0.000229233606358762,0.11,0.101,1,"0","h1SMcG0005133"
"h1SMcG0010700",0.00265267785199992,0.000231744415927771,0.119,0.11,1,"0","h1SMcG0010700"
"h1SMcG0004358",0.0393750648487838,0.000200094409880823,0.104,0.097,1,"0","h1SMcG0004358"
"h1SMcG0021203",0.0632909177621232,0.000138175191174988,0.102,0.097,1,"0","h1SMcG0021203"
"h1SMnG0011503",0.140014507342676,0.0000495845584940948,0.113,0.108,1,"0","h1SMnG0011503"
"h1SMcG0016292",0.243112055958843,0.0000588902770330066,0.123,0.119,1,"0","h1SMcG0016292"
"h1SMcG0016288",0,0.0209146371774177,0.122,0.009,0,"1","h1SMcG0016288"
"h1SMcG0005241",0,0.0201206879261641,0.442,0.04,0,"1","h1SMcG0005241"
"h1SMcG0004324",0,0.0192790999129021,0.161,0.014,0,"1","h1SMcG0004324"
"h1SMcG0006263",0,0.0192367161705692,0.152,0.013,0,"1","h1SMcG0006263"
"h1SMcG0013162",0,0.0189743127061946,0.379,0.036,0,"1","h1SMcG0013162"
"h1SMcG0009165",0,0.0188651632956241,0.404,0.039,0,"1","h1SMcG0009165"
"h1SMcG0013999",0,0.0187622127397444,0.671,0.074,0,"1","h1SMcG0013999"
"h1SMcG0000104",0,0.0184132876063147,0.111,0.01,0,"1","h1SMcG0000104"
"h1SMcG0022441",0,0.0181299636740647,0.126,0.012,0,"1","h1SMcG0022441"
"h1SMcG0006230",0,0.018096693596771,0.399,0.04,0,"1","h1SMcG0006230"
"h1SMcG0015174",0,0.0177217140221819,0.167,0.016,0,"1","h1SMcG0015174"
"h1SMnG0014820",0,0.0167275021797673,0.146,0.015,0,"1","h1SMnG0014820"
"h1SMcG0004666",0,0.0160482147447352,0.168,0.019,0,"1","h1SMcG0004666"
"h1SMcG0008035",0,0.0159968519391724,0.992,0.252,0,"1","h1SMcG0008035"
"h1SMcG0016303",0,0.0158744594033526,0.43,0.055,0,"1","h1SMcG0016303"
"h1SMcG0020537",0,0.0154710019671065,0.314,0.039,0,"1","h1SMcG0020537"
"h1SMcG0016296",0,0.0150438187418244,0.122,0.015,0,"1","h1SMcG0016296"
