UniqueCount	AmbigCount
2	0
0	0
14	22
0	0
0	0
3	2
1	1
0	0
12	0
0	131032
0	6323
8	129273
0	23545
0	1064
0	129477
2	20059
2	52
9	650
0	544
106	123
0	656
0	2
2	0
3	0
0	0
0	2564
0	0
0	0
0	0
0	231
0	0
0	0
0	0
0	0
2	3
0	4
0	0
18	0
3	0
0	0
0	0
0	0
601	0
0	0
1360	156
83	162
0	0
0	0
0	0
6	444
0	0
0	9152
0	2747
0	89773
0	1697
0	131021
0	2908
0	8826
0	9208
0	130975
0	26440
158	923
0	255
8	0
0	0
0	0
5	11
0	0
34	5
0	20654
0	2934
29	664
35	0
6	132
0	369
1	227
0	9149
0	1092
219	0
89	124
0	552
1	0
93	646
0	7
0	14
0	131
0	21
0	0
0	150
195	59
0	0
4	117
55	5857
0	0
276	4796
0	0
5	868
20	0
30	0
0	0
0	75
0	0
0	10
0	88
0	1107
0	26
4	0
0	151
0	0
0	0
0	0
280	528
10	0
2	0
658	7554
0	0
0	0
0	0
2	15
0	0
0	0
8	258
0	0
0	1052
0	134
0	4
3	2
8	9
42	1085
14	103
101	1165
1	0
6	2
4	1
0	12
29	22
0	349
0	0
129	764
0	0
0	0
0	585
0	0
0	0
0	0
0	0
0	0
0	1
0	3
0	0
9	618
0	0
0	0
0	0
29	1343
0	0
0	0
0	1329
51	0
81	3635
0	0
0	10897
0	20664
0	3980
0	43132
0	11175
0	22267
0	4554
0	130999
0	18818
0	84587
234	437
0	0
0	0
0	5
0	5
0	29
6	30
0	596
10	10
33	2298
39	332
0	0
78	385
7	689
6	217
0	0
15	0
0	13
19	123
130	833
20	0
0	0
122	297
1	1
22	521
0	0
0	0
0	0
0	69
0	0
0	0
0	0
585	1062
4	201
0	0
21	0
2	17
1328	1558
3	121
0	117
0	4
0	138
0	1
5	8
47	642
0	143
0	6
0	6
0	0
147	209
0	0
0	0
0	5360
1	0
250	364
0	0
13	0
28	1375
51	378
0	387
0	394
0	346
0	395
35	229
0	0
0	1
1	0
0	0
