Motif	Factor	Evidence	Curated
MA0915.1_dve	NO ORTHOLOGS FOUND	Orthologs	N
MA0580.1_DYT1	h1SMcG0015352	Orthologs	N
MA0024.3_E2F1	h1SMnG0017612	Orthologs	N
MA0024.3_E2F1	h1SMcG0010707	Orthologs	N
MA0864.2_E2F2	h1SMnG0017612	Orthologs	N
MA0864.2_E2F2	h1SMcG0010707	Orthologs	N
MA0469.3_E2F3	h1SMnG0017612	Orthologs	N
MA0469.3_E2F3	h1SMcG0010707	Orthologs	N
MA0470.2_E2F4	h1SMnG0017612	Orthologs	N
MA0470.2_E2F4	h1SMcG0010707	Orthologs	N
MA0471.2_E2F6	h1SMnG0017612	Orthologs	N
MA0471.2_E2F6	h1SMcG0010707	Orthologs	N
MA0758.1_E2F7	NO ORTHOLOGS FOUND	Orthologs	N
MA0865.1_E2F8	NO ORTHOLOGS FOUND	Orthologs	N
MA1414.1_E2FA	NO ORTHOLOGS FOUND	Orthologs	N
MA0189.1_E5	h1SMcG0007026	Orthologs	N
MA0189.1_E5	h1SMcG0006440	Orthologs	N
MA0189.1_E5	h1SMcG0001953	Orthologs	N
MA0154.4_EBF1	h1SMnG0025958	Orthologs	N
MA0154.4_EBF1	h1SMcG0016003	Orthologs	N
MA1604.1_Ebf2	h1SMnG0025958	Orthologs	N
MA1604.1_Ebf2	h1SMcG0016003	Orthologs	N
MA1637.1_EBF3	h1SMnG0025958	Orthologs	N
MA1637.1_EBF3	h1SMcG0016003	Orthologs	N
MA0292.1_ECM22	NO ORTHOLOGS FOUND	Orthologs	N
MA0293.1_ECM23	NO ORTHOLOGS FOUND	Orthologs	N
MA0534.1_EcR::usp	NO ORTHOLOGS FOUND	Orthologs	N
MA0294.1_EDS1	NO ORTHOLOGS FOUND	Orthologs	N
MA0990.1_EDT1	NO ORTHOLOGS FOUND	Orthologs	N
MA0541.1_efl-1	NO ORTHOLOGS FOUND	Orthologs	N
MA1167.1_EFM	NO ORTHOLOGS FOUND	Orthologs	N
MA0162.4_EGR1	NO ORTHOLOGS FOUND	Orthologs	N
MA0472.2_EGR2	NO ORTHOLOGS FOUND	Orthologs	N
MA0732.1_EGR3	NO ORTHOLOGS FOUND	Orthologs	N
MA0733.1_EGR4	NO ORTHOLOGS FOUND	Orthologs	N
MA0598.3_EHF	h1SMcG0019755	Orthologs	N
MA0598.3_EHF	h1SMnG0022954	Orthologs	N
MA0598.3_EHF	h1SMcG0014005	Orthologs	N
MA0598.3_EHF	h1SMcG0021529	Orthologs	N
MA0598.3_EHF	h1SMcG0011934	Orthologs	N
MA0598.3_EHF	h1SMcG0003598	Orthologs	N
MA0598.3_EHF	h1SMcG0014619	Orthologs	N
MA0598.3_EHF	h1SMcG0011654	Orthologs	N
MA0026.1_Eip74EF	NO ORTHOLOGS FOUND	Orthologs	N
MA0473.3_ELF1	NO ORTHOLOGS FOUND	Orthologs	N
MA1483.1_ELF2	h1SMcG0019755	Orthologs	N
MA1483.1_ELF2	h1SMnG0022954	Orthologs	N
MA1483.1_ELF2	h1SMcG0014005	Orthologs	N
MA1483.1_ELF2	h1SMcG0021529	Orthologs	N
MA1483.1_ELF2	h1SMcG0011934	Orthologs	N
MA1483.1_ELF2	h1SMcG0003598	Orthologs	N
MA1483.1_ELF2	h1SMcG0014619	Orthologs	N
MA1483.1_ELF2	h1SMcG0011654	Orthologs	N
MA0640.2_ELF3	h1SMcG0019755	Orthologs	N
MA0640.2_ELF3	h1SMnG0022954	Orthologs	N
MA0640.2_ELF3	h1SMcG0014005	Orthologs	N
MA0640.2_ELF3	h1SMcG0021529	Orthologs	N
MA0640.2_ELF3	h1SMcG0011934	Orthologs	N
MA0640.2_ELF3	h1SMcG0003598	Orthologs	N
MA0640.2_ELF3	h1SMcG0014619	Orthologs	N
MA0640.2_ELF3	h1SMcG0011654	Orthologs	N
MA0641.1_ELF4	NO ORTHOLOGS FOUND	Orthologs	N
MA0136.2_ELF5	h1SMcG0019755	Orthologs	N
MA0136.2_ELF5	h1SMnG0022954	Orthologs	N
MA0136.2_ELF5	h1SMcG0014005	Orthologs	N
MA0136.2_ELF5	h1SMcG0021529	Orthologs	N
MA0136.2_ELF5	h1SMcG0011934	Orthologs	N
MA0136.2_ELF5	h1SMcG0003598	Orthologs	N
MA0136.2_ELF5	h1SMcG0014619	Orthologs	N
MA0136.2_ELF5	h1SMcG0011654	Orthologs	N
MA0028.2_ELK1	h1SMcG0019755	Orthologs	N
MA0028.2_ELK1	h1SMnG0022954	Orthologs	N
MA0028.2_ELK1	h1SMcG0014005	Orthologs	N
MA0028.2_ELK1	h1SMcG0021529	Orthologs	N
MA0028.2_ELK1	h1SMcG0011934	Orthologs	N
MA0028.2_ELK1	h1SMcG0003598	Orthologs	N
MA0028.2_ELK1	h1SMcG0014619	Orthologs	N
MA0028.2_ELK1	h1SMcG0011654	Orthologs	N
MA0759.1_ELK3	NO ORTHOLOGS FOUND	Orthologs	N
MA0076.2_ELK4	NO ORTHOLOGS FOUND	Orthologs	N
MA1701.1_elt-2	NO ORTHOLOGS FOUND	Orthologs	N
MA0542.1_elt-3	NO ORTHOLOGS FOUND	Orthologs	N
MA1439.1_elt-6	NO ORTHOLOGS FOUND	Orthologs	N
MA0128.1_EmBP-1	NO ORTHOLOGS FOUND	Orthologs	N
MA0219.1_ems	h1SMcG0018604	Orthologs	N
MA0219.1_ems	h1SMcG0004451	Orthologs	N
MA0219.1_ems	h1SMcG0007018	Orthologs	N
MA0219.1_ems	h1SMcG0022832	Orthologs	N
MA0219.1_ems	h1SMnG0012616	Orthologs	N
MA0219.1_ems	h1SMcG0021180	Orthologs	N
MA0219.1_ems	h1SMcG0018400	Orthologs	N
MA0219.1_ems	h1SMcG0001162	Orthologs	N
MA0219.1_ems	h1SMcG0008214	Orthologs	N
MA0219.1_ems	h1SMcG0009326	Orthologs	N
MA0219.1_ems	h1SMcG0002524	Orthologs	N
MA0219.1_ems	h1SMnG0030649	Orthologs	N
MA0219.1_ems	h1SMcG0019258	Orthologs	N
MA0219.1_ems	h1SMcG0016534	Orthologs	N
MA0219.1_ems	h1SMcG0001060	Orthologs	N
MA0219.1_ems	h1SMcG0001334	Orthologs	N
MA0219.1_ems	h1SMcG0021898	Orthologs	N
MA0219.1_ems	h1SMcG0013037	Orthologs	N
MA0219.1_ems	h1SMcG0021771	Orthologs	N
MA0612.2_EMX1	h1SMcG0010623	Orthologs	N
MA0612.2_EMX1	h1SMcG0020634	Orthologs	N
MA0612.2_EMX1	h1SMcG0020740	Orthologs	N
MA0612.2_EMX1	h1SMcG0008401	Orthologs	N
MA0612.2_EMX1	h1SMcG0015572	Orthologs	N
MA0612.2_EMX1	h1SMcG0009835	Orthologs	N
MA0612.2_EMX1	h1SMcG0016884	Orthologs	N
MA0612.2_EMX1	h1SMcG0013909	Orthologs	N
MA0612.2_EMX1	>h1SMcG0022062	Orthologs	N
MA0612.2_EMX1	h1SMcG0000941	Orthologs	N
MA0612.2_EMX1	h1SMcG0007216	Orthologs	N
MA0612.2_EMX1	h1SMcG0018976	Orthologs	N
MA0612.2_EMX1	h1SMcG0003960	Orthologs	N
MA0612.2_EMX1	h1SMcG0006671	Orthologs	N
MA0612.2_EMX1	h1SMcG0022072	Orthologs	N
MA0612.2_EMX1	h1SMcG0006497	Orthologs	N
MA0612.2_EMX1	h1SMcG0012941	Orthologs	N
MA0612.2_EMX1	h1SMcG0003861	Orthologs	N
MA0612.2_EMX1	h1SMcG0021059	Orthologs	N
MA0612.2_EMX1	h1SMcG0006855	Orthologs	N
MA0612.2_EMX1	h1SMcG0011535	Orthologs	N
MA0612.2_EMX1	h1SMcG0019014	Orthologs	N
MA0612.2_EMX1	h1SMcG0000548	Orthologs	N
MA0612.2_EMX1	h1SMcG0021271	Orthologs	N
MA0612.2_EMX1	h1SMcG0001296	Orthologs	N
MA0612.2_EMX1	h1SMcG0000012	Orthologs	N
MA0612.2_EMX1	h1SMcG0004569	Orthologs	N
MA0612.2_EMX1	h1SMcG0008090	Orthologs	N
MA0612.2_EMX1	h1SMcG0009117	Orthologs	N
MA0612.2_EMX1	>h1SMcG0011765	Orthologs	N
MA0612.2_EMX1	h1SMcG0007041	Orthologs	N
MA0612.2_EMX1	h1SMnG0004392	Orthologs	N
MA0612.2_EMX1	h1SMcG0002721	Orthologs	N
MA0612.2_EMX1	h1SMnG0015159	Orthologs	N
MA0612.2_EMX1	h1SMcG0009116	Orthologs	N
MA0886.1_EMX2	h1SMcG0010623	Orthologs	N
MA0886.1_EMX2	h1SMcG0020634	Orthologs	N
MA0886.1_EMX2	h1SMcG0020740	Orthologs	N
MA0886.1_EMX2	h1SMcG0008401	Orthologs	N
MA0886.1_EMX2	h1SMcG0015572	Orthologs	N
MA0886.1_EMX2	h1SMcG0009835	Orthologs	N
MA0886.1_EMX2	h1SMcG0016884	Orthologs	N
MA0886.1_EMX2	h1SMcG0013909	Orthologs	N
MA0886.1_EMX2	>h1SMcG0022062	Orthologs	N
MA0886.1_EMX2	h1SMcG0000941	Orthologs	N
MA0886.1_EMX2	h1SMcG0007216	Orthologs	N
MA0886.1_EMX2	h1SMcG0018976	Orthologs	N
MA0886.1_EMX2	h1SMcG0003960	Orthologs	N
MA0886.1_EMX2	h1SMcG0006671	Orthologs	N
MA0886.1_EMX2	h1SMcG0022072	Orthologs	N
MA0886.1_EMX2	h1SMcG0006497	Orthologs	N
MA0886.1_EMX2	h1SMcG0012941	Orthologs	N
MA0886.1_EMX2	h1SMcG0003861	Orthologs	N
MA0886.1_EMX2	h1SMcG0021059	Orthologs	N
MA0886.1_EMX2	h1SMcG0006855	Orthologs	N
MA0886.1_EMX2	h1SMcG0011535	Orthologs	N
MA0886.1_EMX2	h1SMcG0019014	Orthologs	N
MA0886.1_EMX2	h1SMcG0000548	Orthologs	N
MA0886.1_EMX2	h1SMcG0021271	Orthologs	N
MA0886.1_EMX2	h1SMcG0001296	Orthologs	N
MA0886.1_EMX2	h1SMcG0000012	Orthologs	N
MA0886.1_EMX2	h1SMcG0004569	Orthologs	N
MA0886.1_EMX2	h1SMcG0008090	Orthologs	N
MA0886.1_EMX2	h1SMcG0009117	Orthologs	N
MA0886.1_EMX2	>h1SMcG0011765	Orthologs	N
MA0886.1_EMX2	h1SMcG0007041	Orthologs	N
MA0886.1_EMX2	h1SMnG0004392	Orthologs	N
MA0886.1_EMX2	h1SMcG0002721	Orthologs	N
MA0886.1_EMX2	h1SMnG0015159	Orthologs	N
MA0886.1_EMX2	h1SMcG0009116	Orthologs	N
MA0220.1_en	h1SMcG0018916	Orthologs	N
MA0027.2_EN1	h1SMcG0018916	Orthologs	N
MA0642.1_EN2	h1SMcG0018916	Orthologs	N
MA0800.1_EOMES	h1SMcG0010860	Orthologs	N
MA0800.1_EOMES	h1SMcG0003437	Orthologs	N
MA0800.1_EOMES	h1SMcG0011943	Orthologs	N
MA0800.1_EOMES	h1SMcG0010122	Orthologs	N
MA0800.1_EOMES	h1SMcG0022768	Orthologs	N
MA0800.1_EOMES	h1SMcG0007448	Orthologs	N
MA0543.1_eor-1	NO ORTHOLOGS FOUND	Orthologs	N
MA1401.1_EPR1	NO ORTHOLOGS FOUND	Orthologs	N
MA0760.1_ERF	NO ORTHOLOGS FOUND	Orthologs	N
MA0979.1_ERF008	NO ORTHOLOGS FOUND	Orthologs	N
MA1265.2_ERF015	NO ORTHOLOGS FOUND	Orthologs	N
MA1234.1_ERF017	NO ORTHOLOGS FOUND	Orthologs	N
MA1048.1_ERF018	NO ORTHOLOGS FOUND	Orthologs	N
MA1424.1_ERF019	NO ORTHOLOGS FOUND	Orthologs	N
MA1233.2_ERF021	NO ORTHOLOGS FOUND	Orthologs	N
MA1227.2_ERF027	NO ORTHOLOGS FOUND	Orthologs	N
MA1223.1_ERF035	NO ORTHOLOGS FOUND	Orthologs	N
MA1230.1_ERF037	NO ORTHOLOGS FOUND	Orthologs	N
MA0995.2_ERF039	NO ORTHOLOGS FOUND	Orthologs	N
MA0996.1_ERF043	NO ORTHOLOGS FOUND	Orthologs	N
MA0997.1_ERF069	NO ORTHOLOGS FOUND	Orthologs	N
MA1247.1_ERF087	NO ORTHOLOGS FOUND	Orthologs	N
MA1049.1_ERF094	NO ORTHOLOGS FOUND	Orthologs	N
MA0998.1_ERF096	NO ORTHOLOGS FOUND	Orthologs	N
MA0999.1_ERF098	NO ORTHOLOGS FOUND	Orthologs	N
MA1240.1_ERF10	NO ORTHOLOGS FOUND	Orthologs	N
MA1239.1_ERF104	NO ORTHOLOGS FOUND	Orthologs	N
MA1000.2_ERF105	NO ORTHOLOGS FOUND	Orthologs	N
MA1053.1_ERF109	NO ORTHOLOGS FOUND	Orthologs	N
MA1001.2_ERF11	NO ORTHOLOGS FOUND	Orthologs	N
MA1002.1_ERF112	NO ORTHOLOGS FOUND	Orthologs	N
MA1671.1_ERF118	NO ORTHOLOGS FOUND	Orthologs	N
MA1004.1_ERF13	NO ORTHOLOGS FOUND	Orthologs	N
MA1231.1_ERF15	NO ORTHOLOGS FOUND	Orthologs	N
MA0567.1_ERF1B	NO ORTHOLOGS FOUND	Orthologs	N
MA1262.1_ERF2	NO ORTHOLOGS FOUND	Orthologs	N
MA1005.2_ERF3	h1SMcG0010772	Orthologs	N
MA1238.2_ERF38	NO ORTHOLOGS FOUND	Orthologs	N
MA0992.2_ERF4	NO ORTHOLOGS FOUND	Orthologs	N
MA1225.1_ERF5	NO ORTHOLOGS FOUND	Orthologs	N
MA1006.1_ERF6	NO ORTHOLOGS FOUND	Orthologs	N
MA0993.1_ERF7	NO ORTHOLOGS FOUND	Orthologs	N
MA0994.1_ERF8	NO ORTHOLOGS FOUND	Orthologs	N
MA1257.1_ERF9	NO ORTHOLOGS FOUND	Orthologs	N
MA0474.2_ERG	h1SMcG0019755	Orthologs	N
MA0474.2_ERG	h1SMnG0022954	Orthologs	N
MA0474.2_ERG	h1SMcG0014005	Orthologs	N
MA0474.2_ERG	h1SMcG0021529	Orthologs	N
MA0474.2_ERG	h1SMcG0011934	Orthologs	N
MA0474.2_ERG	h1SMcG0003598	Orthologs	N
MA0474.2_ERG	h1SMcG0014619	Orthologs	N
MA0474.2_ERG	h1SMcG0011654	Orthologs	N
MA0420.1_ERT1	h1SMcG0014747	Orthologs	N
MA0420.1_ERT1	h1SMcG0014748	Orthologs	N
MA0420.1_ERT1	h1SMcG0002590	Orthologs	N
MA0420.1_ERT1	>h1SMcG0008951	Orthologs	N
MA0420.1_ERT1	h1SMcG0006299	Orthologs	N
MA1264.1_ESE1	h1SMcG0019517	Orthologs	N
MA1264.1_ESE1	h1SMcG0004661	Orthologs	N
MA1236.1_ESE3	h1SMcG0019755	Orthologs	N
MA1236.1_ESE3	h1SMnG0022954	Orthologs	N
MA1236.1_ESE3	h1SMcG0014005	Orthologs	N
MA1236.1_ESE3	h1SMcG0021529	Orthologs	N
MA1236.1_ESE3	h1SMcG0011934	Orthologs	N
MA1236.1_ESE3	h1SMcG0003598	Orthologs	N
MA1236.1_ESE3	h1SMcG0014619	Orthologs	N
MA1236.1_ESE3	h1SMcG0011654	Orthologs	N
MA0112.3_ESR1	NO ORTHOLOGS FOUND	Orthologs	N
MA0258.2_ESR2	NO ORTHOLOGS FOUND	Orthologs	N
MA0592.3_ESRRA	NO ORTHOLOGS FOUND	Orthologs	N
MA0141.3_ESRRB	NO ORTHOLOGS FOUND	Orthologs	N
MA0643.1_Esrrg	NO ORTHOLOGS FOUND	Orthologs	N
MA0644.1_ESX1	h1SMcG0020456	Orthologs	N
MA0644.1_ESX1	h1SMcG0016366	Orthologs	N
MA0644.1_ESX1	h1SMcG0006684	Orthologs	N
MA0644.1_ESX1	h1SMcG0008475	Orthologs	N
MA0644.1_ESX1	h1SMcG0015394	Orthologs	N
MA0644.1_ESX1	h1SMcG0022016	Orthologs	N
MA0644.1_ESX1	h1SMcG0007253	Orthologs	N
MA0644.1_ESX1	h1SMcG0000761	Orthologs	N
MA0644.1_ESX1	h1SMcG0002883	Orthologs	N
MA0644.1_ESX1	h1SMcG0022849	Orthologs	N
MA0644.1_ESX1	h1SMcG0003736	Orthologs	N
MA0644.1_ESX1	h1SMcG0006514	Orthologs	N
MA0644.1_ESX1	h1SMcG0012776	Orthologs	N
MA0644.1_ESX1	h1SMcG0011515	Orthologs	N
MA0098.3_ETS1	h1SMcG0019755	Orthologs	N
MA0098.3_ETS1	h1SMnG0022954	Orthologs	N
MA0098.3_ETS1	h1SMcG0014005	Orthologs	N
MA0098.3_ETS1	h1SMcG0021529	Orthologs	N
MA0098.3_ETS1	h1SMcG0011934	Orthologs	N
MA0098.3_ETS1	h1SMcG0003598	Orthologs	N
MA0098.3_ETS1	h1SMcG0014619	Orthologs	N
MA0098.3_ETS1	h1SMcG0011654	Orthologs	N
MA1484.1_ETS2	h1SMcG0019755	Orthologs	N
MA1484.1_ETS2	h1SMnG0022954	Orthologs	N
MA1484.1_ETS2	h1SMcG0014005	Orthologs	N
MA1484.1_ETS2	h1SMcG0021529	Orthologs	N
MA1484.1_ETS2	h1SMcG0011934	Orthologs	N
MA1484.1_ETS2	h1SMcG0003598	Orthologs	N
MA1484.1_ETS2	h1SMcG0014619	Orthologs	N
MA1484.1_ETS2	h1SMcG0011654	Orthologs	N
MA0916.1_Ets21C	NO ORTHOLOGS FOUND	Orthologs	N
MA0761.2_ETV1	h1SMcG0019755	Orthologs	N
MA0761.2_ETV1	h1SMnG0022954	Orthologs	N
MA0761.2_ETV1	h1SMcG0014005	Orthologs	N
MA0761.2_ETV1	h1SMcG0021529	Orthologs	N
MA0761.2_ETV1	h1SMcG0011934	Orthologs	N
MA0761.2_ETV1	h1SMcG0003598	Orthologs	N
MA0761.2_ETV1	h1SMcG0014619	Orthologs	N
MA0761.2_ETV1	h1SMcG0011654	Orthologs	N
MA0762.1_ETV2	NO ORTHOLOGS FOUND	Orthologs	N
MA0763.1_ETV3	NO ORTHOLOGS FOUND	Orthologs	N
MA0764.2_ETV4	h1SMcG0019755	Orthologs	N
MA0764.2_ETV4	h1SMnG0022954	Orthologs	N
MA0764.2_ETV4	h1SMcG0014005	Orthologs	N
MA0764.2_ETV4	h1SMcG0021529	Orthologs	N
MA0764.2_ETV4	h1SMcG0011934	Orthologs	N
MA0764.2_ETV4	h1SMcG0003598	Orthologs	N
MA0764.2_ETV4	h1SMcG0014619	Orthologs	N
MA0764.2_ETV4	h1SMcG0011654	Orthologs	N
MA0765.2_ETV5	h1SMcG0019755	Orthologs	N
MA0765.2_ETV5	h1SMnG0022954	Orthologs	N
MA0765.2_ETV5	h1SMcG0014005	Orthologs	N
MA0765.2_ETV5	h1SMcG0021529	Orthologs	N
MA0765.2_ETV5	h1SMcG0011934	Orthologs	N
MA0765.2_ETV5	h1SMcG0003598	Orthologs	N
MA0765.2_ETV5	h1SMcG0014619	Orthologs	N
MA0765.2_ETV5	h1SMcG0011654	Orthologs	N
MA0645.1_ETV6	h1SMcG0019755	Orthologs	N
MA0645.1_ETV6	h1SMnG0022954	Orthologs	N
MA0645.1_ETV6	h1SMcG0014005	Orthologs	N
MA0645.1_ETV6	h1SMcG0021529	Orthologs	N
MA0645.1_ETV6	h1SMcG0011934	Orthologs	N
MA0645.1_ETV6	h1SMcG0003598	Orthologs	N
MA0645.1_ETV6	h1SMcG0014619	Orthologs	N
MA0645.1_ETV6	h1SMcG0011654	Orthologs	N
MA0221.1_eve	NO ORTHOLOGS FOUND	Orthologs	N
MA0887.1_EVX1	h1SMcG0010623	Orthologs	N
MA0887.1_EVX1	h1SMcG0020634	Orthologs	N
MA0887.1_EVX1	h1SMcG0020740	Orthologs	N
MA0887.1_EVX1	h1SMcG0008401	Orthologs	N
MA0887.1_EVX1	h1SMcG0015572	Orthologs	N
MA0887.1_EVX1	h1SMcG0009835	Orthologs	N
MA0887.1_EVX1	h1SMcG0016884	Orthologs	N
MA0887.1_EVX1	h1SMcG0013909	Orthologs	N
MA0887.1_EVX1	>h1SMcG0022062	Orthologs	N
MA0887.1_EVX1	h1SMcG0000941	Orthologs	N
MA0887.1_EVX1	h1SMcG0007216	Orthologs	N
MA0887.1_EVX1	h1SMcG0018976	Orthologs	N
MA0887.1_EVX1	h1SMcG0003960	Orthologs	N
MA0887.1_EVX1	h1SMcG0006671	Orthologs	N
MA0887.1_EVX1	h1SMcG0022072	Orthologs	N
MA0887.1_EVX1	h1SMcG0006497	Orthologs	N
MA0887.1_EVX1	h1SMcG0012941	Orthologs	N
MA0887.1_EVX1	h1SMcG0003861	Orthologs	N
MA0887.1_EVX1	h1SMcG0021059	Orthologs	N
MA0887.1_EVX1	h1SMcG0006855	Orthologs	N
MA0887.1_EVX1	h1SMcG0011535	Orthologs	N
MA0887.1_EVX1	h1SMcG0019014	Orthologs	N
MA0887.1_EVX1	h1SMcG0000548	Orthologs	N
MA0887.1_EVX1	h1SMcG0021271	Orthologs	N
MA0887.1_EVX1	h1SMcG0001296	Orthologs	N
MA0887.1_EVX1	h1SMcG0000012	Orthologs	N
MA0887.1_EVX1	h1SMcG0004569	Orthologs	N
MA0887.1_EVX1	h1SMcG0008090	Orthologs	N
MA0887.1_EVX1	h1SMcG0009117	Orthologs	N
MA0887.1_EVX1	>h1SMcG0011765	Orthologs	N
MA0887.1_EVX1	h1SMcG0007041	Orthologs	N
MA0887.1_EVX1	h1SMnG0004392	Orthologs	N
MA0887.1_EVX1	h1SMcG0002721	Orthologs	N
MA0887.1_EVX1	h1SMnG0015159	Orthologs	N
MA0887.1_EVX1	h1SMcG0009116	Orthologs	N
MA0888.1_EVX2	h1SMcG0010623	Orthologs	N
MA0888.1_EVX2	h1SMcG0020634	Orthologs	N
MA0888.1_EVX2	h1SMcG0020740	Orthologs	N
MA0888.1_EVX2	h1SMcG0008401	Orthologs	N
MA0888.1_EVX2	h1SMcG0015572	Orthologs	N
MA0888.1_EVX2	h1SMcG0009835	Orthologs	N
MA0888.1_EVX2	h1SMcG0016884	Orthologs	N
MA0888.1_EVX2	h1SMcG0013909	Orthologs	N
MA0888.1_EVX2	>h1SMcG0022062	Orthologs	N
MA0888.1_EVX2	h1SMcG0000941	Orthologs	N
MA0888.1_EVX2	h1SMcG0007216	Orthologs	N
MA0888.1_EVX2	h1SMcG0018976	Orthologs	N
MA0888.1_EVX2	h1SMcG0003960	Orthologs	N
MA0888.1_EVX2	h1SMcG0006671	Orthologs	N
MA0888.1_EVX2	h1SMcG0022072	Orthologs	N
MA0888.1_EVX2	h1SMcG0006497	Orthologs	N
MA0888.1_EVX2	h1SMcG0012941	Orthologs	N
MA0888.1_EVX2	h1SMcG0003861	Orthologs	N
MA0888.1_EVX2	h1SMcG0021059	Orthologs	N
MA0888.1_EVX2	h1SMcG0006855	Orthologs	N
MA0888.1_EVX2	h1SMcG0011535	Orthologs	N
MA0888.1_EVX2	h1SMcG0019014	Orthologs	N
MA0888.1_EVX2	h1SMcG0000548	Orthologs	N
MA0888.1_EVX2	h1SMcG0021271	Orthologs	N
MA0888.1_EVX2	h1SMcG0001296	Orthologs	N
MA0888.1_EVX2	h1SMcG0000012	Orthologs	N
MA0888.1_EVX2	h1SMcG0004569	Orthologs	N
MA0888.1_EVX2	h1SMcG0008090	Orthologs	N
MA0888.1_EVX2	h1SMcG0009117	Orthologs	N
MA0888.1_EVX2	>h1SMcG0011765	Orthologs	N
MA0888.1_EVX2	h1SMcG0007041	Orthologs	N
MA0888.1_EVX2	h1SMnG0004392	Orthologs	N
MA0888.1_EVX2	h1SMcG0002721	Orthologs	N
MA0888.1_EVX2	h1SMnG0015159	Orthologs	N
MA0888.1_EVX2	h1SMcG0009116	Orthologs	N
MA0149.1_EWSR1-FLI1	NO ORTHOLOGS FOUND	Orthologs	N
MA0222.1_exd	NO ORTHOLOGS FOUND	Orthologs	N
MA0224.1_exex	NO ORTHOLOGS FOUND	Orthologs	N
MA0575.1_F3A4.140	NO ORTHOLOGS FOUND	Orthologs	N
MA1408.1_FaEOBII	NO ORTHOLOGS FOUND	Orthologs	N
MA1382.1_FAR1	h1SMcG0005413	Orthologs	N
MA1485.1_FERD3L	h1SMcG0018604	Orthologs	N
MA1485.1_FERD3L	h1SMcG0004451	Orthologs	N
MA1485.1_FERD3L	h1SMcG0007018	Orthologs	N
MA1485.1_FERD3L	h1SMcG0022832	Orthologs	N
MA1485.1_FERD3L	h1SMnG0012616	Orthologs	N
MA1485.1_FERD3L	h1SMcG0021180	Orthologs	N
MA1485.1_FERD3L	h1SMcG0018400	Orthologs	N
MA1485.1_FERD3L	h1SMcG0001162	Orthologs	N
MA1485.1_FERD3L	h1SMcG0008214	Orthologs	N
MA1485.1_FERD3L	h1SMcG0009326	Orthologs	N
MA1485.1_FERD3L	h1SMcG0002524	Orthologs	N
MA1485.1_FERD3L	h1SMnG0030649	Orthologs	N
MA1485.1_FERD3L	h1SMcG0019258	Orthologs	N
MA1485.1_FERD3L	h1SMcG0016534	Orthologs	N
MA1485.1_FERD3L	h1SMcG0001060	Orthologs	N
MA1485.1_FERD3L	h1SMcG0001334	Orthologs	N
MA1485.1_FERD3L	h1SMcG0021898	Orthologs	N
MA0156.2_FEV	h1SMcG0019755	Orthologs	N
MA0156.2_FEV	h1SMnG0022954	Orthologs	N
MA0156.2_FEV	h1SMcG0014005	Orthologs	N
MA0156.2_FEV	h1SMcG0021529	Orthologs	N
MA0156.2_FEV	h1SMcG0011934	Orthologs	N
MA0156.2_FEV	h1SMcG0003598	Orthologs	N
MA0156.2_FEV	h1SMcG0014619	Orthologs	N
MA0156.2_FEV	h1SMcG0011654	Orthologs	N
MA0295.1_FHL1	h1SMcG0007825	Orthologs	N
MA0295.1_FHL1	h1SMcG0005745	Orthologs	N
MA0295.1_FHL1	h1SMcG0021957	Orthologs	N
MA0295.1_FHL1	h1SMcG0002376	Orthologs	N
MA0295.1_FHL1	h1SMcG0022513	Orthologs	N
MA0557.1_FHY3	NO ORTHOLOGS FOUND	Orthologs	N
MA0820.1_FIGLA	h1SMcG0018604	Orthologs	N
MA0820.1_FIGLA	h1SMcG0004451	Orthologs	N
MA0820.1_FIGLA	h1SMcG0007018	Orthologs	N
MA0820.1_FIGLA	h1SMcG0022832	Orthologs	N
MA0820.1_FIGLA	h1SMnG0012616	Orthologs	N
MA0820.1_FIGLA	h1SMcG0021180	Orthologs	N
MA0820.1_FIGLA	h1SMcG0018400	Orthologs	N
MA0820.1_FIGLA	h1SMcG0001162	Orthologs	N
MA0820.1_FIGLA	h1SMcG0008214	Orthologs	N
MA0820.1_FIGLA	h1SMcG0009326	Orthologs	N
MA0820.1_FIGLA	h1SMcG0002524	Orthologs	N
MA0820.1_FIGLA	h1SMnG0030649	Orthologs	N
MA0820.1_FIGLA	h1SMcG0019258	Orthologs	N
MA0820.1_FIGLA	h1SMcG0016534	Orthologs	N
MA0820.1_FIGLA	h1SMcG0001060	Orthologs	N
MA0820.1_FIGLA	h1SMcG0001334	Orthologs	N
MA0820.1_FIGLA	h1SMcG0021898	Orthologs	N
MA0446.1_fkh	h1SMcG0009963	Orthologs	N
MA0446.1_fkh	h1SMcG0020478	Orthologs	N
MA0446.1_fkh	h1SMcG0019275	Orthologs	N
MA0446.1_fkh	h1SMcG0006261	Orthologs	N
MA0446.1_fkh	h1SMcG0012283	Orthologs	N
MA0446.1_fkh	h1SMcG0003032	Orthologs	N
MA0446.1_fkh	h1SMcG0007411	Orthologs	N
MA0446.1_fkh	h1SMcG0000282	Orthologs	N
MA0446.1_fkh	h1SMcG0012074	Orthologs	N
MA0446.1_fkh	h1SMcG0008308	Orthologs	N
MA0446.1_fkh	h1SMcG0000287	Orthologs	N
MA0446.1_fkh	h1SMcG0015283	Orthologs	N
MA0446.1_fkh	h1SMcG0013875	Orthologs	N
