UniqueCount	AmbigCount
0	0
70	123
303	0
0	181
344	0
4	0
3	0
0	84
0	183
0	3
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	97240
0	4
0	0
0	6
8	11
0	0
0	1405
0	0
0	0
0	0
0	106
0	0
0	0
68	1630
0	0
0	0
1	2
0	0
7	0
7	0
1	34
10	9
0	3696
5	2139
0	0
37	294
65	243
0	0
0	4446
0	10939
0	10918
0	0
0	10936
0	10916
0	1116
0	10939
0	10917
0	0
0	5
0	0
2	129
454	0
0	172
163	1557
1	0
2	0
8	3
0	994
0	0
0	31212
0	27210
1	85093
197	891
1	0
7	7268
0	651
0	80898
0	134
72	0
14	0
0	29
0	393
12	247
0	12
0	12
12	0
0	3
0	212
103	4182
0	0
0	0
284	1664
16	107
0	0
0	0
0	3616
0	645
0	92476
0	16671
0	652
0	771
3	0
0	3
0	4
28	1
2	51
5	25
0	0
0	0
0	10
0	0
2	5
1	182
1	0
0	0
0	0
0	7
0	33
5	1
1	0
0	0
1	0
0	0
42	182
0	5
0	6
0	0
3	8
0	8
0	53
1	4
0	145
0	8
0	0
0	0
0	0
0	119
0	0
6	0
0	2
0	4
1	0
0	1
15	1
0	0
0	5
0	1
0	11
0	9
0	29
0	0
0	0
2	929
15	1216
537	684
0	0
0	24
76	828
2	1
0	0
0	3
1	0
0	0
0	1
47	56
8	0
0	0
22	986
0	0
0	0
119	3063
0	0
0	0
18	739
0	0
0	0
258	1499
0	0
0	120
1	26
0	0
0	2
4	5
0	0
0	0
30	65
0	0
0	0
0	1
0	0
46	137
1	151
0	0
0	0
0	34600
3	0
0	0
0	161
4	0
0	0
0	0
69	0
9	0
0	5
116	1519
23	63
21	2
3	0
0	0
0	2
0	0
0	0
104	1859
3	4071
17	4
0	1
0	0
5	3
3	92
0	416
0	0
0	812
5	2177
3	5013
22	8
0	3
0	4856
83	1
7	0
0	0
0	163
0	201
0	1
0	90
0	0
0	2259
0	0
0	28
0	29
6430	15937
8	9164
17	80
30	3
24	5
12	5
0	0
0	3
0	0
1	0
0	26728
0	512
0	26226
0	298
0	57112
0	859
0	0
1	0
0	0
0	0
0	0
28	206
214	844
36	0
0	0
0	0
0	4
0	0
4045	1
7	972
0	1
0	27
7	7
0	6
790	2
0	10939
0	10548
156	4176
0	0
4	2
480	54
2	179
21	0
0	0
166	269
137	1318
4	0
0	952
0	0
16	912
16	0
0	219
0	0
1	6
0	502
16	0
0	0
4	0
10	219
4	375
0	0
0	3
0	0
86	442
30	2
3	1
6	13
0	0
0	0
13	22
1	91953
0	17848
0	12356
0	644
64	235
0	0
0	2
2	25977
0	316
0	0
31	0
0	0
0	0
0	0
0	0
69	69
0	8
88	614
0	95994
0	16728
6	0
0	119
0	2
0	69
0	2
0	116
0	3
0	82
0	3
0	92
0	88
0	2
0	13
0	121
0	23
0	9
0	1
4	0
13	20
0	0
0	95999
0	4533
0	74816
117	1323
1248	3631
6	0
0	25672
0	651
0	0
0	651
0	23088
0	15641
0	7282
0	5
0	33
0	0
4	0
1	2110
0	1212
22	0
0	0
0	0
42	0
0	0
1541	6012
0	7
0	0
133	138
171	216
2	0
1	0
0	0
0	0
41	820
8	591
0	0
0	0
6	0
24	406
0	0
20	8
11	0
152	163
6	0
40	321
0	0
0	0
0	1631
0	6
66	367
1	1
0	0
1	0
0	0
12	0
0	9
2	425
0	13270
0	801
0	17904
5	0
0	0
0	0
0	19
1	0
4	0
1	0
2	0
546	3
16	0
8	3
14	0
0	0
5	1
0	0
0	0
3754	0
1	0
0	6
0	0
262	0
0	0
3879	1
0	0
0	0
1	0
20	0
0	0
0	1
31	5
0	0
0	0
2	29080
0	652
1	8840
0	24587
0	1200
0	27239
0	56879
0	53174
75	165
128	46
184	667
1	0
0	177
0	109
0	0
5	2
0	3
1515	6284
80	37
29	414
62	0
0	0
0	92
2	92998
0	94989
2	93928
7	28
0	0
0	0
5	0
0	0
0	23783
0	54722
0	665
0	7
0	0
0	1
0	91229
2	10114
0	25450
0	28443
0	0
14	0
0	2
0	0
0	0
0	0
3	0
5	415
0	0
0	0
0	0
0	1
0	0
0	0
0	0
2	0
160	0
0	0
0	0
8383	4
10	0
2	2
2	0
0	0
0	0
348	67
39	67
6	0
0	1
11146	501
60	0
293	496
0	0
0	0
11	0
0	0
0	0
626	1
0	0
5116	2450
0	1037
0	0
0	0
643	1415
7	1
0	0
11	1
3	0
4	0
0	0
0	0
20	33
1	3
1	1
0	22
0	28
2	1
0	1
0	1
3	33
0	0
0	1
0	0
25	0
0	247
0	0
3	4
0	0
0	0
5	1
0	0
0	0
687	0
0	0
8144	243
214	242
5	2
0	0
0	0
0	0
4	0
0	0
0	3
0	12
0	1447
0	31
1072	2
0	0
0	8
2866	0
0	0
1	1921
0	0
0	0
6	0
2	5
0	0
0	9
0	0
0	1921
0	0
0	0
0	0
0	0
1	0
0	0
122	205
0	205
5	1
0	0
0	0
0	0
0	0
0	0
1246	2
0	0
3	0
0	0
8148	2
0	0
0	0
113	0
0	0
0	2
2	4
0	1
3	0
3	0
297	0
0	0
1671	360
0	0
244	360
4	0
22	0
28	0
1617	0
2	0
0	2
612	1
0	0
15	0
0	0
8	1190
0	16
0	0
0	0
0	0
21	0
0	223
788	0
122	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
11	0
5	0
3201	0
1	0
0	0
3702	1
5	0
0	0
1	0
0	1
0	0
2	1
0	0
4064	218
3	219
0	0
0	0
1	0
79	25
0	0
0	7
0	268
0	0
0	0
2775	0
15	0
4	0
6239	2
3	27
0	0
0	0
11	0
2	0
0	0
2909	0
6	0
411	0
0	0
4	0
0	0
0	29
0	0
0	0
56	2
0	0
0	0
4	1
0	2
0	0
1	0
64	0
37	48
2156	48
49	0
3810	0
0	0
0	0
78	0
0	0
0	0
1845	2
0	0
2	0
2	0
24	0
0	0
6	2
2878	2
0	0
0	0
1	0
8	0
0	0
1110	0
0	0
895	1
0	0
7	0
0	0
30	0
0	0
1629	4694
94	1825
97	4189
7	0
187	0
0	0
28	0
2875	12
9	11
0	0
46	0
1	0
4594	1
0	2
37	0
0	0
877	754
5	9
1324	0
3196	2
0	0
0	0
394	1
0	0
0	0
10	1
65	0
0	0
0	0
0	0
572	0
7542	1
2	0
471	0
594	0
115	0
0	0
1059	0
0	0
0	0
901	897
0	0
46	51
12	107
0	0
3	0
0	3
0	0
241	0
0	0
637	20
0	3
284	20
0	0
0	0
2066	1
0	0
0	0
0	0
235	37
0	0
0	0
0	3616
0	0
6	0
1	2
0	3
0	0
1518	0
0	0
20	0
99	0
4724	2
308	138
57	137
4	1
7	0
4	0
0	0
38	25
0	0
169	6
237	120
7	6
44	16
0	0
97	259
47	219
0	0
11	216
0	0
0	0
221	262
0	0
0	15
295	428
360	432
67	0
1321	0
7	0
0	0
4	0
800	375
0	0
0	0
4	0
151	201
0	0
0	0
16	571
9670	586
150	0
23	0
131	325
0	0
0	0
16	1
5	1
1	0
21	0
0	0
3	0
1	0
845	0
2	0
1	0
1167	0
5606	3
1	0
4	0
2019	3
2	0
0	0
118	6
1	0
2251	0
0	0
2	2
1	0
1	36
456	0
7	0
0	0
5	0
98	0
208	31
1	0
0	0
1759	0
5242	0
1614	4
2	2
0	0
2114	0
0	0
0	0
1	3
3914	3063
53	5
8	0
19	1
0	0
2	0
6	16
767	617
28	0
5	1
8	1
0	0
0	0
1	0
0	0
5	0
0	0
1	0
0	0
371	493
8	16
3	5
0	288
0	0
0	0
11	0
179	0
0	0
0	0
0	253
9	0
2584	2
328	230
604	504
133	496
0	0
0	0
0	0
0	0
5	0
572	418
848	66
0	0
0	0
8	3
0	3
0	3
0	0
1030	1
0	0
154	0
1581	1
7	0
1096	0
288	1
89	0
8755	4
0	0
14050	1445
1058	1414
0	0
0	0
0	0
0	0
0	0
0	0
40	55
0	0
0	0
1761	1589
2	31
1	0
0	0
0	0
0	0
1	0
2580	1527
2	1527
0	2
19	2
5	0
0	0
6	0
3	0
0	0
57	0
15	0
29	0
0	0
4	0
0	0
0	0
0	0
0	0
0	0
0	0
162	4
8	0
0	0
5	0
22	0
0	0
10	0
10	0
3	0
1832	560
0	0
0	0
29	0
0	0
5	0
72	251
30	0
2992	0
2956	3
11	0
0	43
1	237
63	1439
1	157
2	322
76	1463
0	0
124	585
0	317
0	0
0	0
239	55
31	0
12	0
2	0
559	355
2951	900
2	0
7461	6
117	102
2804	735
0	0
0	0
2	0
43	0
9	0
0	0
163	100
2587	2452
329	1813
11	16219
2	0
0	0
0	0
2	12
65	46
1149	1
0	0
0	0
48	0
0	0
71	117
324	117
0	0
2328	3
0	0
1489	0
1	0
645	0
6	0
3	0
0	0
79	55
0	0
0	0
58	2
0	0
628	0
1	0
11	1
3020	587
9	587
8	0
0	0
0	0
12	0
0	0
878	0
0	0
174	0
118	0
1060	0
5	0
2862	0
0	0
3	4
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
2	38
1535	39
163	0
0	0
0	0
0	0
0	0
7	0
1	3
8	0
522	0
2	0
0	0
0	0
1	0
0	0
1	0
0	0
228	0
0	0
3	11
1	0
2	0
9059	4242
39	4236
6	0
5	0
226	87
0	0
2	0
0	1
858	51
0	0
0	0
0	0
0	0
0	0
604	0
0	0
8	0
0	0
5	0
106	0
3052	0
11	0
2540	0
0	1
1	0
0	0
0	0
4808	3
3	0
1173	2
10	13
27	159
0	2
0	0
1	0
5	0
17	164
0	2
231	72
0	0
28	0
153	251
20	114
4	30
8	0
2	2
331	335
0	0
0	0
637	931
364	977
1	0
232	1023
113	1023
4	10
8	0
2430	2
0	0
296	70
28	0
0	0
385	0
0	0
1	0
2175	2
0	0
2782	167
31	167
7	0
0	0
2337	168
38	123
0	0
352	807
3	0
0	0
0	0
745	0
1	0
0	0
12	23
162	0
1	0
4963	1
0	0
3603	4135
52	4135
0	0
2	0
6842	1314
102	1312
1	0
2342	3002
24	3002
0	0
0	0
0	0
3	0
3	11
18	75
0	0
19	15
2	0
2	1
12	0
2	0
1	0
0	0
0	0
0	0
0	0
32	8
1	8
34	0
0	0
0	0
2187	1
12	0
0	0
0	0
0	0
233	0
0	0
0	3
5	0
0	0
4	51
9	0
0	0
4	0
33	0
0	0
110	167
0	0
0	0
0	0
747	6647
7	6647
0	0
6	0
12	4
0	4
0	4
375	281
1	281
507	388
0	0
171	0
183	76
49	76
0	0
32	388
5752	3
2	1
3	0
109	219
0	0
21	157
0	1
370	103
0	0
0	0
5566	3
242	0
0	0
5	0
1028	0
39	0
0	0
2828	1
1	0
24	8
16842	8
71	4
114	10
12	0
0	0
1	96
1824	96
2275	1
0	0
0	0
2	0
0	0
0	0
0	4
0	3
5	0
0	0
6	0
0	0
137	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
1308	0
6	36
0	0
275	1
0	0
154	0
0	0
524	0
7	311
2178	312
53	0
597	0
5	0
0	0
17525	8
0	0
36	5
132	5
9	44
0	0
0	0
38	6
67	23
0	0
0	0
0	0
3	2
1	0
0	0
28	0
29	0
0	0
0	0
0	0
0	0
46	60
93	0
109	55
71	169
3	11
433	435
375	1
2048	2
1203	1
5	0
454	3355
819	3355
0	0
0	0
644	0
0	0
0	0
15	0
0	0
0	0
74	0
8	0
1	0
0	0
0	0
96	0
0	0
5	0
0	6
1	8
0	0
28	0
14	0
0	0
6	0
333	0
0	0
0	0
0	0
1	0
0	0
11	0
10	0
5	0
783	1
49	0
0	0
45	0
4	0
1011	45
4	45
54	241
18	240
0	1
0	0
0	0
2	0
3105	1
0	0
5169	4
0	3
0	0
0	0
3902	1
4	0
242	0
0	0
0	0
6	0
2072	0
0	0
4	0
0	0
3	11
586	11
0	0
2	3
0	0
23	0
72	0
474	0
4	0
2	43
4620	45
0	0
0	0
0	0
0	0
9	0
0	0
1	0
0	0
1567	1
305	450
806	450
2	0
4874	0
4	5
0	5
0	97
2	0
0	0
279	0
1	0
546	0
3	0
0	0
30	0
0	0
0	0
0	0
0	0
0	0
0	0
115	0
0	0
5	0
11	0
0	0
0	0
27	0
0	31
25	30
0	0
2	0
7	11
4	16
2	0
0	0
0	0
8	2
0	0
0	0
21	31
0	0
8	41
0	0
2	2
0	0
16	0
3	1
0	0
0	0
0	0
7	0
0	0
0	1
211	0
0	0
1678	0
0	0
0	0
1671	2
0	177
3	0
0	0
1	0
3	2
1	0
0	0
0	0
19	0
0	0
0	0
0	0
1452	1
16	0
0	0
0	0
0	0
0	0
0	0
3	1
7	2
5	0
0	0
2	0
0	0
16	0
0	0
626	0
12	34
0	0
3394	0
0	0
1	0
7	0
8629	5
0	0
4	0
0	0
0	0
0	0
0	0
2	73
0	0
879	0
1	5
0	0
0	0
2	0
0	0
5	5
514	174
84	174
30	0
0	0
0	0
1098	0
1	0
11	0
0	0
48	0
25	0
2	0
1164	0
6	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
5	0
161	0
0	0
516	0
4	0
232	457
0	457
0	0
1	0
377	0
297	0
0	6
3	6
12	0
108	21
2	4
2520	4
28	3
0	0
10	15
3	15
0	0
2735	1
408	0
737	0
21	0
1369	3347
11061	3353
2	0
16	0
0	0
0	8
136	8
9	0
3	0
4	0
15	0
466	0
25	10
1	0
6	0
12	0
0	29
17	29
0	438
1	0
8	1
0	0
78	10
0	0
38	10
30	8
0	0
9	0
0	0
6	0
283	0
0	0
45	8
0	0
2	0
0	10
20	5
0	0
0	0
0	0
2	0
25	0
11	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
14	0
3	4
1478	0
16	0
0	0
2	641
0	0
1392	1
0	0
842	0
116	95
0	0
0	0
0	0
34	4
0	0
40	0
0	0
0	0
2	7
8	19
4	0
0	0
0	0
774	0
2	0
0	0
0	6
0	0
0	0
0	0
0	6
0	0
21	0
2	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
481	0
5	0
2	0
0	1
0	0
0	0
0	0
295	180
339	794
0	0
0	0
1	0
53	0
1	1
818	913
1	260
6	0
1031	3
42095	11
0	0
0	2
10	0
9	8
6	10
13	9
11	9
0	0
24	0
1	0
1	0
4	0
4	24
0	0
65	24
881	0
2	0
0	0
0	0
0	0
3	0
2	0
0	0
0	0
0	0
3	0
11	16
0	0
5	16
0	0
0	148
0	0
0	0
59	0
0	0
0	0
0	0
0	0
0	0
5150	7081
0	7078
0	0
0	0
0	0
0	0
191	0
0	0
431	0
657	0
0	0
1074	0
0	0
25	219
3	1
2	0
1744	0
2	0
2	0
7719	3
0	0
1	0
0	0
2	11
39	75
0	0
0	0
776	1
12	0
0	0
35	0
1628	903
8	903
0	0
263	0
1	0
311	0
1	0
11	0
113	64
166	0
0	0
0	0
19	0
2065	0
0	0
0	0
2000	2
4	1
38	5
5	0
0	0
0	0
0	0
1	0
0	0
309	0
3	0
3	0
0	0
875	0
0	0
6	0
42	14
0	0
0	0
0	0
20	0
2378	3
0	0
0	0
0	0
0	0
0	17
2024	0
875	4327
6	0
0	0
9	0
55	5971
0	0
5	5971
10	0
82	0
1	0
0	0
0	0
6	0
1	0
2012	1
0	0
0	0
8	0
0	0
0	0
1931	0
972	1
0	0
0	0
0	0
6474	3
0	0
0	0
0	0
2	303
4273	422
1	0
27	118
9	5
1	0
0	0
0	0
1	0
27	0
7	0
1	0
11	16
18	3
0	0
1	0
9	0
0	0
0	0
1	0
1	0
5	0
0	0
0	30
0	0
2	0
0	0
0	0
0	0
0	0
0	13
0	0
0	0
0	0
3	2
5	7
1	0
811	874
0	2
84	3
0	34
73	830
0	0
7	0
198	0
0	0
0	0
6	0
140	0
1	0
6219	2
0	0
6	0
3	0
3273	2
2	0
1	0
55	0
0	0
0	0
0	0
0	1354
18	1354
43	57
29	57
4998	3
0	0
189	0
0	0
227	0
2	0
3	0
2278	0
0	0
0	0
0	0
1	0
2	0
0	1
4195	1
1	0
0	0
115	0
1	0
834	0
0	0
13	0
0	0
2863	1
15	0
1256	2
1	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
2263	1
0	0
0	0
0	0
4	2
84	0
241	0
1	0
0	0
426	0
5	0
1	0
11	84
0	0
0	0
1	0
0	0
493	912
0	0
0	0
0	0
0	0
0	0
1220	1
0	0
0	0
0	0
0	0
1	0
262	65
0	65
4	0
0	0
15	2
2300	2
0	0
0	0
4	0
0	0
0	0
1748	0
252	0
0	0
0	0
1	0
0	0
0	0
4157	1
0	0
2	0
8	0
5	0
1844	2
0	0
10	1
7	2
1021	364
0	0
3	0
0	0
0	0
1	0
0	0
0	0
38	11
74	11
0	0
5039	0
0	0
0	0
444	0
0	0
115	168
29808	172
4	4
0	0
0	0
380	0
958	0
58280	24
59	327
273	215
21	0
11	0
228	8
62	0
0	0
0	0
1	0
15425	43
161	3
36	33
0	0
0	0
563	0
335	1
0	0
755	0
1	0
1359	0
16	0
14	0
1	0
0	181
2	0
1062	0
1	0
0	0
0	0
3230	9
1787	0
246	0
7139	4
1	0
6	0
0	0
0	0
0	0
15789	7
1474	0
418	23
0	0
0	0
165	1739
736	1866
127	28
4	28
256	11
0	0
285	24
257	189
0	0
0	0
2	0
3501	2
1171	0
0	0
1069	0
0	0
19	104
2	104
40	0
21	14
0	0
0	14
0	0
11	0
1	0
0	0
0	0
317	0
0	0
1	0
0	39
0	0
22	7
0	0
0	0
0	147
126	13
340	49
12	36
3012	5
0	0
10	0
2	0
60	2
41	28
3	28
11	1
4	3
8	0
64	0
6	0
1	0
108	0
104	0
176	0
0	0
1	0
1675	175
0	0
0	0
3	0
105	0
1	0
5806	2
0	0
93	0
2	0
20	0
0	0
3633	2320
1	2319
0	11
2900	1024
0	0
0	0
72	1325
5	0
1429	420
0	140
46	0
852	1
22	18
2039	18
10292	5
56	0
3	0
2765	3
0	0
0	0
1513	0
6	0
5503	222
7	220
1130	0
0	0
0	0
0	0
4	0
0	0
18	7
143	157
0	157
0	0
18	0
0	0
220	58
142320	120
49	245
214	245
0	0
0	0
0	2
1376	0
0	0
1	0
2560	1
0	0
677	1
1	1
0	0
179	0
33	23
4	184
19	1
8	0
0	0
29	0
11	0
2780	2
48	0
6403	1
0	0
703	0
19	0
23	40
0	0
3282	0
4	0
10	0
0	0
0	0
0	0
748	4
0	0
0	0
1	0
1	3
6179	338
0	0
0	0
1	0
5	4
1	4
7	371
477	1008
0	3
0	715
12	20
0	77
0	68
0	0
0	0
2	0
0	0
0	314
60	0
0	0
0	0
0	2
0	2
0	0
16	3
0	3
0	33
0	4
0	14
0	25
0	210
0	0
3	337
0	3
0	3
4	0
0	27
0	2
27	0
0	0
0	364
9	248
3	1
0	0
2	0
47	1
0	0
25	439
0	78
0	0
0	4
1	1
1	0
47	70
2	0
0	0
318	217
0	12
21	205
4	0
0	0
0	0
6303	3
3	0
319	0
11	0
0	0
0	0
0	0
1113	0
0	0
0	0
0	0
0	0
629	0
31	0
266	1
0	0
0	0
0	0
0	0
0	0
0	0
698	0
0	0
23	0
0	0
0	0
0	0
0	0
610	0
0	0
0	0
35	0
0	0
0	0
1	3
194	0
0	0
0	0
0	0
12464	4
0	0
366	0
39	0
0	0
0	0
0	0
331	312
264	312
0	0
1	0
97	0
11	115
2039	115
12	0
1971	1
3	0
4382	1
4	0
0	0
1	0
0	0
242	100
13	100
5	0
686	0
7	0
0	0
0	0
0	0
245	0
0	0
1	0
0	0
0	0
1014	1
1	0
1	0
0	17
0	0
0	0
0	0
61	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
0	0
5	0
3	0
11	0
394	0
11	0
0	0
0	0
0	0
0	0
0	0
31300	17867
0	2
2	2
0	2
0	2
0	0
0	1
0	2
0	2
0	0
473	0
0	0
0	0
11184	3
0	20
73717	24
2	0
6	0
467	12508
210	2
38	2
7	0
237	6999
40	505
0	0
33	0
2	0
0	8
452	241
39	241
0	15739
39	0
143	12
171	16387
4686	0
0	0
648	0
0	0
4	0
244	0
1	0
0	0
0	0
0	0
3784	3
3	0
990	16131
2	0
0	0
1762	0
0	5
0	0
0	0
1963	2569
1	2568
1	0
0	0
22	0
0	0
1	0
0	0
0	0
6302	1048
10	1046
2	0
2935	6
0	0
7480	3
0	0
2	0
0	0
3090	331
0	330
0	0
1	0
11	0
1	0
6	0
0	0
8	0
0	0
0	0
18	0
8597	1
1604	1
167	0
0	0
0	0
0	2
0	5
2	0
3284	0
205	0
0	0
0	0
0	0
0	0
467	1
0	0
1	0
0	0
177	329
3	329
2	0
0	0
0	0
1	3
2667	1
6	0
1	0
26	0
0	0
6	0
775	2
0	0
107	0
0	0
50	0
1161	1
0	0
98	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
764	0
2	0
3021	1
3404	1
0	0
0	0
1729	0
0	6
3	6
27	0
81	0
152	109
0	109
16	107
0	0
0	2
0	1
0	0
1877	0
1	0
421	0
427	1
4058	3
0	0
0	0
8	0
0	0
4	0
474	0
4118	3
3	0
162	0
2	0
3	0
20	0
5	0
0	0
0	0
0	0
0	0
0	0
7	0
1	0
6218	8
3373	1
0	0
2	3
6	40
1818	40
0	0
2511	0
0	0
0	0
0	0
356	372
6	372
0	0
736	0
0	0
1	0
0	0
1	0
0	0
0	0
0	0
235	0
1	0
0	0
12	0
0	0
3	0
3	1
422	1
4	0
16	0
11	0
1	0
2	53
0	0
0	0
732	0
0	4
1197	0
7	0
0	0
0	0
612	1
192	0
640	0
0	0
10	3
1808	237
678	237
0	0
3	0
3818	3
0	0
424	1
149	0
0	0
0	0
0	0
0	0
0	0
4	60
0	0
0	0
0	0
0	0
0	0
4	0
0	0
2	0
3	10
0	0
1230	584
0	583
5	0
3	0
0	2
2	0
0	0
18706	2340
10	2336
1	50
7	50
1	0
2	3
2212	4
78	0
682	0
2138	0
3	0
1800	0
1222	2
1	2
476	1
1638	0
0	0
0	0
652	0
222	0
3	0
9	0
0	0
4	0
12	0
404	4840
0	0
1562	996
74	276
53	0
10	0
17	0
0	1
0	0
0	0
0	0
3409	1
3	0
7	0
11	0
0	0
0	0
5112	6
2	0
5223	2
0	0
106	0
616	0
7	0
0	0
2	0
3017	0
46	1
25	0
0	0
76	18
2067	555
0	554
0	0
212	0
53	0
0	0
0	0
10	0
14	0
1	0
1304	2
3	0
0	0
1177	0
0	0
0	0
85	0
0	0
58	0
11433	6
0	0
2	0
0	0
17	0
0	0
0	0
0	0
42	0
13	0
1382	0
794	0
6	0
8277	5
25	2
1064	72
11	71
0	0
0	0
0	1
0	0
0	0
0	0
0	2
3	14
0	0
0	1
2	0
10	14
0	0
7	0
986	1236
79	1236
0	0
851	12
839	12
0	0
0	0
1723	1
0	0
2	9
0	0
17	14
2	1
0	7
122	9
4	7
0	1
1	0
0	0
4	71
7348	77
126	0
0	0
17648	5
29	0
4679	1
0	0
9	0
1	0
0	1
4	0
275	0
0	0
1929	0
1	0
0	0
0	1
271	36
39	0
7	35
6	0
2	0
2533	0
0	0
230	0
8	0
1	0
0	0
16	0
4	0
0	0
5816	495
1	493
1	2
1	0
1	1
0	2
545	0
3855	1
2729	0
6	0
1	0
0	0
927	1
0	0
0	0
0	0
0	72
1	72
7	51
172	0
1	115
1713	115
1	0
317	0
0	0
0	428
94	0
629	1
1	0
25	0
1560	0
3	0
937	508
410	507
10	0
476	1
1	0
0	0
605	0
0	0
56	38
7	7
11	38
0	0
0	0
2	0
1	0
2026	18
143	4704
5860	21
18	18
59	19
3057	4707
0	0
3	0
8208	195
0	191
0	0
1	1
4165	0
9	0
804	0
0	0
0	0
0	0
10991	1
0	0
0	0
0	0
1	0
0	0
1227	3
16	0
0	0
0	0
0	0
0	0
1	0
1	3
0	0
0	0
7	42
52	42
0	0
0	0
0	0
0	0
15	0
1	0
0	0
448	4
3	0
2	0
5	0
5	0
7	0
0	4
10	0
6	0
0	0
1	0
0	0
278	359
6	359
1	0
0	0
0	0
2	0
350	0
0	0
