UniqueCount	AmbigCount
5	0
2	0
37	38
0	0
0	0
1	0
0	0
0	0
6	0
0	107457
0	7772
0	106158
0	28175
0	756
0	106480
0	23052
0	63
7	699
1	618
108	93
0	674
1	12
0	0
4	0
0	0
1	2822
0	0
0	0
0	0
1	236
0	0
0	0
0	0
0	0
5	3
0	4
0	0
18	0
0	0
0	0
0	0
0	0
600	0
0	0
1833	191
104	199
0	0
0	0
0	0
12	509
0	1
0	6992
1	3052
0	74479
2	2060
0	107441
0	3256
0	6745
0	11129
0	107417
0	31515
260	1842
4	298
22	0
0	0
1	2
5	5
0	0
25	17
0	23676
0	3268
32	662
38	1
1	116
0	340
5	217
0	6991
0	756
190	0
100	152
0	524
0	0
107	701
3	7
0	0
0	98
0	8
0	0
0	173
232	56
0	0
0	128
37	4428
0	0
356	5772
0	0
2	1003
48	0
43	0
0	2
5	52
0	0
0	21
0	108
0	1382
0	14
7	0
0	152
0	0
0	0
0	0
368	759
22	0
13	0
1078	13373
0	2
0	0
1	0
0	18
0	0
0	0
7	463
0	0
0	748
0	131
0	7
4	4
15	13
29	1053
5	84
97	1200
0	0
13	0
4	4
0	13
27	19
0	380
0	0
128	707
0	0
0	1
0	688
0	0
0	0
0	0
0	0
0	2
0	0
1	4
0	0
10	750
0	0
0	0
0	0
24	1509
1	0
0	0
0	1325
50	0
156	5797
0	0
0	12956
0	23683
0	2847
0	34255
0	12611
0	27067
0	4483
0	107427
0	21579
0	69993
286	464
0	0
0	0
0	1
0	1
1	35
8	38
0	409
5	4
47	2042
38	251
0	0
79	515
9	666
2	279
0	0
9	1
0	21
36	134
183	1327
22	0
0	1
141	200
2	0
18	450
1	0
2	0
0	0
0	76
0	0
1	0
0	0
627	879
6	396
0	0
17	0
0	18
1524	1939
7	138
1	189
1	15
0	139
0	4
12	7
215	2264
0	217
0	25
0	25
0	0
130	241
0	0
0	0
0	5789
0	0
308	398
0	0
10	0
18	1270
72	653
0	314
0	319
0	287
0	319
39	252
0	0
0	0
1	0
0	0
0	1
0	2
0	0
0	0
1884	0
3	16
0	867
13	0
0	11
0	0
0	0
0	0
28	9
3	0
2	0
0	5
0	138
0	111
0	107
1	0
0	175
0	5
0	148
0	20
0	20
0	20
1181	2433
0	0
0	0
141	348
0	0
0	0
0	0
0	16629
3	15
0	14633
0	3266
0	3500
0	27439
0	7772
0	23676
0	756
0	0
35	326
25	73
1	0
0	0
6	59
143	0
8	0
1	6
0	0
224	7
4	845
3	22
4	0
0	0
25	360
0	4
3	486
39	51
1798	9228
0	20608
12	42818
0	0
24	65
0	0
0	47
0	17
0	0
0	0
0	1
174	811
0	2
38	143
5	140
18	921
0	0
3	3914
0	2
0	0
0	0
0	0
0	1
0	2
1	11827
0	179
1	1656
2	0
0	11717
6	4
0	11826
3	1357
0	0
0	11808
0	11804
0	75
0	11
0	0
80	237
0	0
1	304
2	726
0	1284
34	7300
30	17
76	964
1	0
24004	6609
39169	14044
786	3120
2	0
0	0
13	99
154	0
0	0
39	0
27	0
2	0
429	1490
125	584
1	72
1	0
20	7
1	23
69	1961
5	13833
0	0
30	25
1762	2475
0	0
30	185
43	9
0	0
0	45
0	149
1	0
0	0
0	0
0	0
280	1751
0	0
1	0
0	0
5	252
2	33288
3	26
0	28
0	3524
0	27067
0	33346
0	27086
66	966
0	0
0	0
0	699
6	1069
2	0
0	23695
0	177
0	40754
0	22156
0	32249
0	648
0	107440
0	107395
20	205
