homer_ID	cl	cl_name
Sox15(HMG)/CPA-Sox15-ChIP-Seq(GSE62909)/Homer	c_120	HMG(Sox)
Sox17(HMG)/Endoderm-Sox17-ChIP-Seq(GSE61475)/Homer	c_120	HMG(Sox)
Sox2(HMG)/mES-Sox2-ChIP-Seq(GSE11431)/Homer	c_120	HMG(Sox)
Sox21(HMG)/ESC-SOX21-ChIP-Seq(GSE110505)/Homer	c_120	HMG(Sox)
Sox3(HMG)/NPC-Sox3-ChIP-Seq(GSE33059)/Homer	c_120	HMG(Sox)
Sox4(HMG)/proB-Sox4-ChIP-Seq(GSE50066)/Homer	c_120	HMG(Sox)
Sox6(HMG)/Myotubes-Sox6-ChIP-Seq(GSE32627)/Homer	c_120	HMG(Sox)
Sox7(HMG)/ESC-Sox7-ChIP-Seq(GSE133899)/Homer	c_120	HMG(Sox)
Sox9(HMG)/Limb-SOX9-ChIP-Seq(GSE73225)/Homer	c_120	HMG(Sox)
Bcl6(Zf)/Liver-Bcl6-ChIP-Seq(GSE31578)/Homer	c_16	Stat
STAT1(Stat)/HelaS3-STAT1-ChIP-Seq(GSE12782)/Homer	c_16	Stat
Stat3(Stat)/mES-Stat3-ChIP-Seq(GSE11431)/Homer	c_16	Stat
Stat3+il21(Stat)/CD4-Stat3-ChIP-Seq(GSE19198)/Homer	c_16	Stat
STAT4(Stat)/CD4-Stat4-ChIP-Seq(GSE22104)/Homer	c_16	Stat
STAT5(Stat)/mCD4+-Stat5-ChIP-Seq(GSE12346)/Homer	c_16	Stat
STAT6(Stat)/CD4-Stat6-ChIP-Seq(GSE22104)/Homer	c_123	STAT6
STAT6(Stat)/Macrophage-Stat6-ChIP-Seq(GSE38377)/Homer	c_123	STAT6
CArG(MADS)/PUER-Srf-ChIP-Seq(Sullivan_et_al.)/Homer	c_122	TATA-Box
TATA-Box(TBP)/Promoter/Homer	c_122	TATA-Box
Brachyury(T-box)/Mesoendoderm-Brachyury-ChIP-exo(GSE54963)/Homer	c_21	Tbox
Eomes(T-box)/H9-Eomes-ChIP-Seq(GSE26097)/Homer	c_21	Tbox
Tbet(T-box)/CD8-Tbet-ChIP-Seq(GSE33802)/Homer	c_21	Tbox
Tbr1(T-box)/Cortex-Tbr1-ChIP-Seq(GSE71384)/Homer	c_21	Tbox
Tbx21(T-box)/GM12878-TBX21-ChIP-Seq(Encode)/Homer	c_21	Tbox
Tbx5(T-box)/HL1-Tbx5.biotin-ChIP-Seq(GSE21529)/Homer	c_21	Tbox
Tbx6(T-box)/ESC-Tbx6-ChIP-Seq(GSE93524)/Homer	c_21	Tbox
Tbox:Smad(T-box,MAD)/ESCd5-Smad2_3-ChIP-Seq(GSE29422)/Homer	c_124	Tbox:Smad
Tbx20(T-box)/Heart-Tbx20-ChIP-Seq(GSE29636)/Homer	c_125	Tbx20
TEAD(TEA)/Fibroblast-PU.1-ChIP-Seq(Unpublished)/Homer	c_126	TEAD
TEAD1(TEAD)/HepG2-TEAD1-ChIP-Seq(Encode)/Homer	c_126	TEAD
TEAD2(TEA)/Py2T-Tead2-ChIP-Seq(GSE55709)/Homer	c_126	TEAD
TEAD3(TEA)/HepG2-TEAD3-ChIP-Seq(Encode)/Homer	c_126	TEAD
TEAD4(TEA)/Tropoblast-Tead4-ChIP-Seq(GSE37350)/Homer	c_126	TEAD
ZBTB38(Zf)/Hela-ZBTB38-ChIP-seq(GSE108618)/Homer	c_130	ZBTB38(Zf)
ZBTB9(Zf)/HEK293T-ZBTB9-ChIP-Seq(GSE251687)/Homer	c_131	ZBTB9(Zf)
GFY-Staf(?,Zf)/Promoter/Homer	c_62	Zf(GFY/THAP)
Ronin(THAP)/ES-Thap11-ChIP-Seq(GSE51522)/Homer	c_62	Zf(GFY/THAP)
ZNF143|STAF(Zf)/CUTLL-ZNF143-ChIP-Seq(GSE29600)/Homer	c_62	Zf(GFY/THAP)
HINFP(Zf)/K562-HINFP.eGFP-ChIP-Seq(Encode)/Homer	c_68	zf(HINFP)
LRF(Zf)/Erythroblasts-ZBTB7A-ChIP-Seq(GSE74977)/Homer	c_77	Zf(LRF)
Maz(Zf)/HepG2-Maz-ChIP-Seq(GSE31477)/Homer	c_80	Zf(Maz,Zfp281,148)
Zfp281(Zf)/ES-Zfp281-ChIP-Seq(GSE81042)/Homer	c_80	Zf(Maz,Zfp281,148)
ZNF148(Zf)/MDAMB231-ZNF148-ChIP-Seq(GSE147020)/Homer	c_80	Zf(Maz,Zfp281,148)
MYNN(Zf)/HEK293-MYNN.eGFP-ChIP-Seq(Encode)/Homer	c_85	Zf(MYNN)
KLF17(Zf)/2cell-Klf17-CutnTag(GSE211845)/Homer	c_75	Zf(Sp,KLF17)
Sp1(Zf)/Promoter/Homer	c_75	Zf(Sp,KLF17)
Sp2(Zf)/HEK293-Sp2.eGFP-ChIP-Seq(Encode)/Homer	c_75	Zf(Sp,KLF17)
Sp5(Zf)/mES-Sp5.Flag-ChIP-Seq(GSE72989)/Homer	c_75	Zf(Sp,KLF17)
ZBTB12(Zf)/HEK293-ZBTB12.GFP-ChIP-Seq(GSE58341)/Homer	c_129	Zf(ZBTB12/ZNF415)
ZNF415(Zf)/HEK293-ZNF415.GFP-ChIP-Seq(GSE58341)/Homer	c_129	Zf(ZBTB12/ZNF415)
BANP(?)/ESC-Banp-ChIP-Seq(GSE155603)/Homer	c_11	ZF_1
GFX(?)/Promoter/Homer	c_11	ZF_1
ZBTB33(Zf)/GM12878-ZBTB33-ChIP-Seq(GSE32465)/Homer	c_11	ZF_1
PRDM10(Zf)/HEK293-PRDM10.eGFP-ChIP-Seq(Encode)/Homer	c_105	Zf_PRDM10
PRDM14(Zf)/H1-PRDM14-ChIP-Seq(GSE22767)/Homer	c_106	Zf_PRDM14
PRDM15(Zf)/ESC-Prdm15-ChIP-Seq(GSE73694)/Homer	c_107	Zf_PRDM15
PRDM9(Zf)/Testis-DMC1-ChIP-Seq(GSE35498)/Homer	c_108	Zf_PRDM9
REST-NRSF(Zf)/Jurkat-NRSF-ChIP-Seq/Homer	c_111	Zf_Rest/NRSF
SCRT1(Zf)/HEK293-SCRT1.eGFP-ChIP-Seq(Encode)/Homer	c_117	Zf_SCRT1
YY1(Zf)/Promoter/Homer	c_127	Zf_YY1
Zac1(Zf)/Neuro2A-Plagl1-ChIP-Seq(GSE75942)/Homer	c_128	Zf_Zac1
ZFP3(Zf)/HEK293-ZFP3.GFP-ChIP-Seq(GSE58341)/Homer	c_132	ZFP3(Zf)
Zfp541(Zf)/Sperm-Zfp541-ChIP-Seq(GSE163916)/Homer	c_133	Zfp541(Zf)
Zfp57(Zf)/H1-ZFP57.HA-ChIP-Seq(GSE115387)/Homer	c_134	Zfp57(Zf)
Zfp809(Zf)/ES-Zfp809-ChIP-Seq(GSE70799)/Homer	c_135	Zfp809(Zf)
Zic(Zf)/Cerebellum-ZIC1.2-ChIP-Seq(GSE60731)/Homer	c_137	Zic
Zic2(Zf)/ESC-Zic2-ChIP-Seq(SRP197560)/Homer	c_137	Zic
Zic3(Zf)/mES-Zic3-ChIP-Seq(GSE37889)/Homer	c_137	Zic
ZKSCAN1(Zf)/HepG2-ZKSCAN1-ChIP-Seq(Encode)/Homer	c_138	ZKSCAN1
ZNF136(Zf)/HEK293-ZNF136.GFP-ChIP-Seq(GSE58341)/Homer	c_139	ZNF136(Zf)
ZNF16(Zf)/HEK293-ZNF16.GFP-ChIP-Seq(GSE58341)/Homer	c_141	ZNF16(Zf)
ZNF165(Zf)/WHIM12-ZNF165-ChIP-Seq(GSE65937)/Homer	c_140	ZNF165(Zf)
ZNF189(Zf)/HEK293-ZNF189.GFP-ChIP-Seq(GSE58341)/Homer	c_142	ZNF189/ZNF341(Zf)
ZNF341(Zf)/EBV-ZNF341-ChIP-Seq(GSE113194)/Homer	c_142	ZNF189/ZNF341(Zf)
Znf263(Zf)/K562-Znf263-ChIP-Seq(GSE31477)/Homer	c_143	Znf263(Zf)
ZNF264(Zf)/HEK293-ZNF264.GFP-ChIP-Seq(GSE58341)/Homer	c_144	ZNF264(Zf)
ZNF317(Zf)/HEK293-ZNF317.GFP-ChIP-Seq(GSE58341)/Homer	c_145	ZNF317(Zf)
ZNF322(Zf)/HEK293-ZNF322.GFP-ChIP-Seq(GSE58341)/Homer	c_146	ZNF322(Zf)
ZNF382(Zf)/HEK293-ZNF382.GFP-ChIP-Seq(GSE58341)/Homer	c_147	ZNF382(Zf)
ZNF41(Zf)/HEK293-ZNF41.GFP-ChIP-Seq(GSE58341)/Homer	c_147	ZNF41(Zf)
ZNF410(Zf)/CD34-ZNF410-ChIP-Seq(GSE154960)/Homer	c_148	ZNF410(Zf)
ZNF416(Zf)/HEK293-ZNF416.GFP-ChIP-Seq(GSE58341)/Homer	c_149	ZNF416(Zf)
ZNF467(Zf)/HEK293-ZNF467.GFP-ChIP-Seq(GSE58341)/Homer	c_150	ZNF467(Zf)
ZNF519(Zf)/HEK293-ZNF519.GFP-ChIP-Seq(GSE58341)/Homer	c_151	ZNF519(Zf)
ZNF528(Zf)/HEK293-ZNF528.GFP-ChIP-Seq(GSE58341)/Homer	c_152	ZNF528(Zf)
ZNF652/HepG2-ZNF652.Flag-ChIP-Seq(Encode)/Homer	c_153	ZNF652(Zf)
ZNF669(Zf)/HEK293-ZNF669.GFP-ChIP-Seq(GSE58341)/Homer	c_154	ZNF669(Zf)
ZNF675(Zf)/HEK293-ZNF675.GFP-ChIP-Seq(GSE58341)/Homer	c_155	ZNF675(Zf)
ZNF692(Zf)/HEK293-ZNF692.GFP-ChIP-Seq(GSE58341)/Homer	c_156	ZNF692(Zf)
ZNF7(Zf)/HepG2-ZNF7.Flag-ChIP-Seq(Encode)/Homer	c_158	ZNF7(Zf)
ZFX(Zf)/mES-Zfx-ChIP-Seq(GSE11431)/Homer	c_136	ZNF711/ZFX(Zf)
ZNF711(Zf)/SHSY5Y-ZNF711-ChIP-Seq(GSE20673)/Homer	c_136	ZNF711/ZFX(Zf)
ZNF768(Zf)/Rajj-ZNF768-ChIP-Seq(GSE111879)/Homer	c_157	ZNF768(Zf)
ZNF91(Zf)/HEK-ZNF91.HA-ChIP-Seq(GSE162571)/Homer	c_159	ZNF91(Zf)
ZSCAN22(Zf)/HEK293-ZSCAN22.GFP-ChIP-Seq(GSE58341)/Homer	c_160	ZSCAN22(Zf)
p53(p53)/Saos-p53-ChIP-Seq/Homer	c_96	p53/63/73
Unknown-ESC-element(?)/mES-Nanog-ChIP-Seq(GSE11724)/Homer	c_137	Zic
Zscan4c(Zf)/ESC-Zscan4c-ChIP-seq(GSE140619)/Homer	c_161	ZSCAN4C(Zf)
